Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Hyunwoo,Glove,Bloodwing Knuckles,8.3%,13.6%,19.3%,14.5%,20.3%,43.8%
Hyunwoo,Glove,Frost Petal Hand,-9999900.0%,0.6%,18.8%,14.9%,-9999900.0%,1.7%
Hyunwoo,Glove,Buddha's Palm,-9999900.0%,0.7%,-9999900.0%,4.9%,-9999900.0%,1.7%
Hyunwoo,Glove,Brasil Gauntlet,8.7%,12.9%,11.1%,15.8%,12.7%,15.4%
Hyunwoo,Glove,White Claw Punch,-9999900.0%,0.0%,-9999900.0%,0.4%,-9999900.0%,1.5%
Hyunwoo,Glove,Imperial Silk Gloves,16.2%,6.9%,-9999900.0%,4.6%,-9999900.0%,3.7%
Isol,Assault Rifle,AK-12,5.6%,42.1%,8.7%,44.5%,15.1%,72.6%
Isol,Assault Rifle,XCR,19.4%,38.6%,20.3%,41.4%,12.7%,14.4%
Isol,Assault Rifle,Gatling Gun,17.6%,7.5%,-9999900.0%,2.3%,-9999900.0%,2.3%
Isol,Pistol,Devil's Marksman,-9999900.0%,2.1%,-9999900.0%,12.3%,10.5%,45.5%
Isol,Pistol,Elegance,8.6%,30.7%,12.8%,27.1%,24.1%,35.4%
Isol,Pistol,Electron Blaster,5.6%,27.5%,9.4%,30.3%,-9999900.0%,9.8%
Isol,Pistol,Magnum-Boa,8.1%,34.6%,19.7%,24.0%,-9999900.0%,5.5%
Isol,Pistol,Kelte,-9999900.0%,2.0%,-9999900.0%,1.9%,-9999900.0%,0.8%
Jackie,Axe,Beam Axe,-9999900.0%,0.0%,-9999900.0%,2.2%,-9999900.0%,3.8%
Jackie,Axe,Santa Muerte,8.5%,65.2%,-9999900.0%,2.5%,-9999900.0%,3.8%
Jackie,Axe,Scythe,-9999900.0%,9.6%,11.2%,74.8%,17.8%,84.5%
Jackie,Axe,Parashu,3.4%,21.3%,-9999900.0%,4.3%,-9999900.0%,0.7%
Jackie,Axe,Harpe,-9999900.0%,0.7%,-9999900.0%,14.3%,-9999900.0%,5.1%
Jackie,Two Handed Sword,Thuận Thiên,-9999900.0%,11.6%,-9999900.0%,8.6%,-9999900.0%,4.0%
Jackie,Two Handed Sword,Arondight,-9999900.0%,13.1%,-9999900.0%,53.4%,-9999900.0%,32.0%
Jackie,Two Handed Sword,Excalibur,18.5%,27.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Jackie,Two Handed Sword,Plasma Sword,-9999900.0%,1.5%,-9999900.0%,0.0%,-9999900.0%,0.0%
Jackie,Two Handed Sword,Laevateinn,-9999900.0%,6.5%,-9999900.0%,1.7%,-9999900.0%,0.0%
Jackie,Two Handed Sword,Monohoshizao,-9999900.0%,24.1%,-9999900.0%,31.0%,-9999900.0%,32.0%
Jackie,Two Handed Sword,Hovud,-9999900.0%,2.0%,-9999900.0%,0.0%,-9999900.0%,28.0%
Jackie,Two Handed Sword,Dáinsleif,-9999900.0%,10.1%,-9999900.0%,3.4%,-9999900.0%,4.0%
Jackie,Dual Sword,Divine Dual Swords,4.0%,15.8%,-9999900.0%,14.1%,-9999900.0%,0.6%
Jackie,Dual Sword,Starsteel Dual Swords,18.4%,32.8%,23.7%,18.5%,-9999900.0%,6.7%
Jackie,Dual Sword,Dioscuri,0.3%,47.2%,7.3%,42.9%,12.6%,16.5%
Jackie,Dual Sword,Lloigor & Zahr,-9999900.0%,2.4%,9.2%,23.8%,25.0%,74.9%
Jackie,Dagger,Carnwennan,5.2%,68.7%,5.1%,40.4%,12.5%,55.7%
Jackie,Dagger,Mount Slicer,-9999900.0%,1.1%,-9999900.0%,0.5%,-9999900.0%,0.0%
Jackie,Dagger,Vibroblade,3.6%,10.7%,6.3%,41.5%,10.0%,25.1%
Jackie,Dagger,Fragarach,9.9%,18.1%,-9999900.0%,13.0%,35.7%,15.6%
Lenox,Whip,Thunder Whip,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.3%
Lenox,Whip,Gleipnir,5.3%,90.2%,15.6%,92.0%,19.0%,91.2%
Lenox,Whip,Plasma Whip,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.2%
Lenox,Whip,Bloody Nine Tails,-9999900.0%,2.2%,-9999900.0%,2.5%,-9999900.0%,3.1%
Li Dailin,Glove,One Inch Punch,7.0%,6.9%,11.1%,15.2%,-9999900.0%,3.3%
Li Dailin,Glove,Divine Fist,8.2%,11.8%,-9999900.0%,5.6%,-9999900.0%,2.0%
Li Dailin,Glove,Bloodwing Knuckles,3.6%,37.0%,7.1%,30.4%,8.9%,34.4%
Li Dailin,Glove,Frost Petal Hand,4.3%,16.8%,21.9%,35.3%,26.5%,50.1%
Li Dailin,Glove,Buddha's Palm,-9999900.0%,0.7%,-9999900.0%,0.5%,-9999900.0%,0.7%
Li Dailin,Glove,Brasil Gauntlet,-9999900.0%,1.0%,-9999900.0%,1.2%,-9999900.0%,0.7%
Li Dailin,Glove,White Claw Punch,-9999900.0%,1.8%,-9999900.0%,1.2%,-9999900.0%,0.9%
Li Dailin,Glove,Imperial Silk Gloves,9.6%,18.8%,-9999900.0%,4.3%,-9999900.0%,4.1%
Li Dailin,Nunchaku,The Smiting Dragon,4.7%,50.6%,14.0%,44.9%,23.4%,65.8%
Li Dailin,Nunchaku,Vibro Nunchaku,4.8%,46.8%,12.2%,50.0%,17.8%,30.9%
Magnus,Bat,Statue of Soteria,6.0%,45.4%,-9999900.0%,9.1%,-9999900.0%,4.3%
Magnus,Bat,Mallet,-9999900.0%,10.3%,-9999900.0%,54.5%,-9999900.0%,2.9%
Magnus,Bat,Spy Umbrella,-9999900.0%,23.2%,-9999900.0%,10.9%,6.5%,89.9%
Magnus,Bat,Monkey King Bar,-9999900.0%,16.2%,-9999900.0%,12.7%,-9999900.0%,0.0%
Magnus,Hammer,Fang Mace,2.4%,72.6%,11.4%,72.9%,16.8%,72.5%
Magnus,Hammer,Hammer of Dagda,-9999900.0%,4.2%,-9999900.0%,1.6%,-9999900.0%,5.1%
Magnus,Hammer,Hammer of Thor,-9999900.0%,1.2%,-9999900.0%,10.8%,19.0%,10.9%
Magnus,Hammer,Magic Stick,-9999900.0%,8.1%,-9999900.0%,6.1%,-9999900.0%,7.1%
Magnus,Hammer,Evening Star,-9999900.0%,8.7%,-9999900.0%,4.5%,-9999900.0%,0.6%
Nadine,Bow,Ancient Bolt,9.7%,62.8%,12.1%,47.8%,31.8%,66.9%
Nadine,Bow,Golden-Ratio Bow,4.2%,7.1%,27.3%,15.9%,46.0%,112.7%
Nadine,Bow,Twinbow,8.8%,19.2%,9.0%,25.8%,35.0%,25.1%
Nadine,Bow,Elemental Bow,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,2.7%
Nadine,Bow,Failnaught,-9999900.0%,3.6%,-9999900.0%,4.9%,-9999900.0%,7.1%
Nadine,Crossbow,The Legend of The General,-9999900.0%,1.7%,-9999900.0%,6.8%,-9999900.0%,22.4%
Nadine,Crossbow,Ballista,3.3%,25.5%,-9999900.0%,26.3%,-9999900.0%,16.3%
Nadine,Crossbow,Sniper Crossbow,13.6%,16.5%,-9999900.0%,28.0%,-9999900.0%,83.7%
Nadine,Crossbow,The Golden Ghost,2.6%,42.3%,-9999900.0%,24.6%,-9999900.0%,55.1%
Nadine,Crossbow,Sharanga,-9999900.0%,7.3%,-9999900.0%,11.0%,-9999900.0%,28.6%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Rozzi,Pistol,Elegance,-9999900.0%,0.1%,-9999900.0%,0.5%,-9999900.0%,0.3%
Rozzi,Pistol,Electron Blaster,5.2%,83.3%,13.1%,74.2%,17.5%,89.7%
Rozzi,Pistol,Magnum-Boa,8.5%,7.6%,12.0%,15.4%,-9999900.0%,5.1%
Rozzi,Pistol,Kelte,-9999900.0%,1.4%,-9999900.0%,2.3%,-9999900.0%,2.0%
Shoichi,Dagger,Carnwennan,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.0%
Shoichi,Dagger,Mount Slicer,2.9%,91.0%,12.3%,90.8%,34.3%,193.2%
Shoichi,Dagger,Vibroblade,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,8.4%
Shoichi,Dagger,Fragarach,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,3.0%
Silvia,Pistol,Devil's Marksman,4.1%,28.6%,6.6%,23.3%,32.4%,22.7%
Silvia,Pistol,Elegance,-9999900.0%,3.0%,-9999900.0%,1.9%,-9999900.0%,10.0%
Silvia,Pistol,Electron Blaster,3.3%,29.2%,8.9%,38.5%,23.7%,44.0%
Silvia,Pistol,Magnum-Boa,8.1%,24.1%,-9999900.0%,17.2%,26.7%,82.1%
Silvia,Pistol,Kelte,32.9%,8.3%,-9999900.0%,10.7%,-9999900.0%,6.8%
Sissela,Shuriken,Cards of Tyranny,-9999900.0%,2.6%,-9999900.0%,1.3%,-9999900.0%,0.0%
Sissela,Shuriken,Mystic Jade Charm,-9999900.0%,4.0%,-9999900.0%,10.5%,-9999900.0%,3.3%
Sissela,Shuriken,Fuhma Shuriken,-9999900.0%,2.5%,-9999900.0%,0.5%,-9999900.0%,0.3%
Sissela,Shuriken,Frost Venom Dart,1.1%,9.3%,-9999900.0%,5.8%,-9999900.0%,3.1%
Sissela,Shuriken,Azure Dagger,-9999900.0%,1.0%,-9999900.0%,1.3%,-9999900.0%,0.7%
Sissela,Shuriken,Flechette,-9999900.0%,2.9%,-9999900.0%,0.3%,-9999900.0%,0.3%
Sissela,Shuriken,Wind and Fire Wheels,4.7%,27.5%,9.3%,47.9%,15.7%,74.9%
Sissela,Shuriken,Death Rune,-9999900.0%,0.4%,-9999900.0%,0.5%,-9999900.0%,0.7%
Sissela,Shuriken,Sudarsana,-9999900.0%,2.8%,-9999900.0%,2.4%,-9999900.0%,1.6%
Sissela,Shuriken,Petal Torrent,10.2%,31.7%,12.0%,19.6%,22.4%,9.0%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.2%,-9999900.0%,1.4%,-9999900.0%,0.4%
Sissela,Throw,Incendiary Bomb,2.6%,36.2%,-9999900.0%,18.8%,29.6%,29.0%
Sissela,Throw,David's Sling,4.5%,26.0%,-9999900.0%,62.3%,23.8%,42.9%
Sissela,Throw,Grenade of Antioch,15.9%,20.4%,-9999900.0%,2.9%,-9999900.0%,1.2%
Sissela,Throw,Ruthenium Marble,-9999900.0%,10.9%,-9999900.0%,7.2%,-9999900.0%,19.6%
Xiukai,Spear,Gentian Silver Gun,1.5%,4.5%,-9999900.0%,0.6%,-9999900.0%,9.5%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.3%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.0%,-9999900.0%,0.3%,-9999900.0%,0.0%
Xiukai,Spear,Lance of Poseidon,9.5%,11.7%,13.8%,17.9%,13.0%,28.7%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Fangtian Huaji,12.8%,66.0%,14.7%,52.5%,27.3%,41.0%
Xiukai,Spear,Dragon Guandao,-9999900.0%,1.6%,-9999900.0%,7.4%,-9999900.0%,9.7%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Dagger,Carnwennan,-9999900.0%,4.2%,-9999900.0%,6.1%,-9999900.0%,7.6%
Xiukai,Dagger,Mount Slicer,14.5%,86.8%,20.1%,84.8%,26.1%,85.4%
Xiukai,Dagger,Vibroblade,-9999900.0%,0.1%,-9999900.0%,1.2%,-9999900.0%,0.0%
Xiukai,Dagger,Fragarach,-9999900.0%,0.0%,-9999900.0%,0.6%,-9999900.0%,0.0%
Yuki,Two Handed Sword,Thuận Thiên,2.1%,8.1%,8.6%,14.5%,11.9%,24.4%
Yuki,Two Handed Sword,Arondight,3.7%,65.8%,7.1%,52.7%,15.5%,36.0%
Yuki,Two Handed Sword,Excalibur,-9999900.0%,0.8%,21.6%,3.2%,-9999900.0%,4.6%
Yuki,Two Handed Sword,Plasma Sword,-9999900.0%,1.4%,-9999900.0%,1.6%,9.2%,6.7%
Yuki,Two Handed Sword,Laevateinn,18.1%,15.3%,30.1%,15.4%,31.8%,11.4%
Yuki,Two Handed Sword,Monohoshizao,-9999900.0%,1.0%,-9999900.0%,0.1%,-9999900.0%,0.7%
Yuki,Two Handed Sword,Hovud,2.7%,3.1%,16.9%,4.1%,26.0%,10.8%
Yuki,Two Handed Sword,Dáinsleif,-9999900.0%,0.8%,-9999900.0%,1.4%,-9999900.0%,1.2%
Yuki,Dual Swords,Divine Dual Swords,-9999900.0%,12.1%,9.7%,10.2%,-9999900.0%,0.1%
Yuki,Dual Swords,Starsteel Dual Swords,-9999900.0%,1.7%,-9999900.0%,2.3%,-9999900.0%,0.7%
Yuki,Dual Swords,Dioscuri,-9999900.0%,1.7%,-9999900.0%,4.3%,-9999900.0%,0.5%
Yuki,Dual Swords,Lloigor & Zahr,3.6%,81.7%,14.2%,79.8%,18.8%,96.4%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,David's Sling,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Ruthenium Marble,13.6%,79.2%,20.1%,85.3%,66.2%,178.6%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.3%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Mystic Jade Charm,6.7%,82.8%,10.2%,57.2%,30.4%,104.1%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,1.4%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,2.1%
Zahir,Shuriken,Azure Dagger,-9999900.0%,3.7%,7.9%,28.4%,22.0%,67.1%
Zahir,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Wind and Fire Wheels,-9999900.0%,1.5%,-9999900.0%,3.6%,60.1%,46.6%
Zahir,Shuriken,Death Rune,-9999900.0%,0.6%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Sudarsana,-9999900.0%,0.3%,-9999900.0%,1.8%,-9999900.0%,13.0%
Zahir,Shuriken,Petal Torrent,-9999900.0%,0.3%,-9999900.0%,1.8%,-9999900.0%,8.9%
