Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Aya,Sniper,Polaris,0.0%,7.8%,9.0%,26.6%,-9999900.0%,12.8%
Aya,Sniper,The Deadly Ray,28.3%,17.9%,-9999900.0%,7.5%,38.3%,17.7%
Barbara,Bat,Statue of Soteria,-9999900.0%,0.4%,-9999900.0%,0.4%,-9999900.0%,1.1%
Barbara,Bat,Mallet,-9999900.0%,1.0%,-9999900.0%,2.5%,-9999900.0%,0.0%
Barbara,Bat,Spy Umbrella,7.2%,75.6%,7.9%,77.6%,16.9%,73.4%
Barbara,Bat,Magic Stick,23.3%,14.8%,46.3%,14.8%,-9999900.0%,16.9%
Barbara,Bat,Monkey King Bar,-9999900.0%,1.0%,-9999900.0%,2.5%,-9999900.0%,1.1%
Bernice,Sniper,Tac-50,7.7%,72.2%,15.0%,63.4%,18.5%,58.9%
Bernice,Sniper,Intervention,-9999900.0%,1.0%,-9999900.0%,0.2%,-9999900.0%,1.3%
Bernice,Sniper,NTW-20,-9999900.0%,0.0%,-9999900.0%,0.2%,-9999900.0%,1.7%
Bernice,Sniper,Polaris,6.4%,23.0%,11.9%,34.4%,15.6%,36.1%
Bernice,Sniper,The Deadly Ray,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Cathy,Dagger,Carnwennan,-9999900.0%,0.8%,-9999900.0%,4.4%,-9999900.0%,3.8%
Cathy,Dagger,Mount Slicer,-9999900.0%,0.2%,-9999900.0%,0.2%,-9999900.0%,0.0%
Cathy,Dagger,Vibroblade,0.9%,59.3%,10.1%,51.8%,10.9%,54.3%
Cathy,Dagger,Damascus Steel Thorn,4.6%,23.0%,13.8%,31.8%,27.9%,36.6%
Cathy,Dagger,Fragarach,15.7%,15.0%,42.1%,9.6%,-9999900.0%,3.2%
Chiara,Rapier,Durendal Mk2,2.4%,5.3%,-9999900.0%,2.4%,-9999900.0%,0.0%
Chiara,Rapier,Mistilteinn,4.9%,27.2%,26.4%,12.6%,19.6%,15.9%
Chiara,Rapier,Volticletto,3.4%,50.8%,16.8%,35.4%,-9999900.0%,11.1%
Chiara,Rapier,Meteor Claymore,-9999900.0%,0.6%,-9999900.0%,0.2%,-9999900.0%,0.0%
Chiara,Rapier,Joyeuse,15.2%,1.2%,-9999900.0%,0.7%,-9999900.0%,0.3%
Chiara,Rapier,Red Panther,5.1%,11.0%,12.2%,44.7%,24.2%,67.1%
Eleven,Hammer,Fang Mace,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Eleven,Hammer,Hammer of Dagda,4.2%,16.6%,20.8%,34.5%,31.9%,46.8%
Eleven,Hammer,Hammer of Thor,1.0%,57.4%,14.0%,61.9%,16.8%,47.3%
Eleven,Hammer,Weight of the World,-9999900.0%,0.1%,-9999900.0%,0.7%,-9999900.0%,3.5%
Eleven,Hammer,Peacebringer,20.2%,22.8%,-9999900.0%,0.7%,-9999900.0%,0.5%
Eleven,Hammer,Evening Star,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Emma,Shuriken,Cards of Tyranny,-9999900.0%,1.1%,-9999900.0%,1.2%,-9999900.0%,5.6%
Emma,Shuriken,Mystic Jade Charm,8.4%,36.3%,-9999900.0%,11.7%,-9999900.0%,16.8%
Emma,Shuriken,Fuhma Shuriken,9.8%,35.7%,13.8%,67.3%,14.3%,58.9%
Emma,Shuriken,Frost Venom Dart,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Emma,Shuriken,Azure Dagger,-9999900.0%,0.8%,-9999900.0%,0.0%,-9999900.0%,0.0%
Emma,Shuriken,Flechette,-9999900.0%,4.3%,-9999900.0%,2.5%,-9999900.0%,0.0%
Emma,Shuriken,Wind and Fire Wheels,6.3%,7.2%,-9999900.0%,11.1%,-9999900.0%,12.1%
Emma,Shuriken,Death Rune,9.5%,4.7%,-9999900.0%,1.2%,-9999900.0%,0.9%
Emma,Shuriken,Sudarsana,-9999900.0%,1.1%,-9999900.0%,0.6%,-9999900.0%,1.9%
Emma,Shuriken,Petal Torrent,-9999900.0%,1.3%,-9999900.0%,1.2%,-9999900.0%,0.0%
Fiora,Rapier,Durendal Mk2,4.3%,44.9%,20.1%,66.2%,21.3%,67.3%
Fiora,Rapier,Mistilteinn,-9999900.0%,0.6%,-9999900.0%,2.7%,-9999900.0%,0.0%
Fiora,Rapier,Volticletto,3.1%,35.1%,8.1%,14.0%,14.5%,15.7%
Fiora,Rapier,Meteor Claymore,17.5%,9.1%,47.7%,8.3%,-9999900.0%,6.6%
Fiora,Rapier,Joyeuse,17.7%,5.8%,57.5%,7.6%,50.0%,9.5%
Fiora,Rapier,Red Panther,-9999900.0%,0.8%,-9999900.0%,0.6%,-9999900.0%,0.5%
Fiora,Spear,Gentian Silver Gun,1.8%,11.0%,-9999900.0%,5.4%,-9999900.0%,10.0%
Fiora,Spear,Eighteen Foot Spear,1.1%,17.4%,-9999900.0%,8.9%,-9999900.0%,28.0%
Fiora,Spear,Cosmic Bident,15.6%,17.4%,-9999900.0%,0.0%,-9999900.0%,4.0%
Fiora,Spear,Lance of Poseidon,-9999900.0%,0.0%,-9999900.0%,10.7%,-9999900.0%,0.0%
Fiora,Spear,Blazing Lance,-9999900.0%,1.0%,-9999900.0%,3.6%,-9999900.0%,0.0%
Fiora,Spear,Fangtian Huaji,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Fiora,Spear,Dragon Guandao,9.7%,45.8%,-9999900.0%,67.9%,-9999900.0%,42.0%
Fiora,Spear,Spear of Longinus,-9999900.0%,4.3%,-9999900.0%,3.6%,-9999900.0%,16.0%
Fiora,Two-Handed Sword,Thuận Thiên,-9999900.0%,2.7%,-9999900.0%,0.7%,-9999900.0%,4.9%
Fiora,Two-Handed Sword,Arondight,-9999900.0%,0.0%,-9999900.0%,5.1%,-9999900.0%,0.0%
Fiora,Two-Handed Sword,Excalibur,-9999900.0%,0.0%,-9999900.0%,1.5%,-9999900.0%,0.0%
Fiora,Two-Handed Sword,Plasma Sword,0.0%,4.9%,-9999900.0%,5.8%,-9999900.0%,2.4%
Fiora,Two-Handed Sword,Aurora Longsword,0.5%,30.0%,4.3%,50.4%,21.7%,56.1%
Fiora,Two-Handed Sword,Laevateinn,-9999900.0%,0.1%,-9999900.0%,1.5%,-9999900.0%,2.4%
Fiora,Two-Handed Sword,Monohoshizao,13.1%,59.5%,16.3%,31.4%,-9999900.0%,28.0%
Fiora,Two-Handed Sword,Hovud,-9999900.0%,0.4%,-9999900.0%,0.7%,-9999900.0%,0.0%
Fiora,Two-Handed Sword,Dáinsleif,-9999900.0%,1.1%,-9999900.0%,2.2%,-9999900.0%,2.4%
Hart,Guitar,Bohemian,-9999900.0%,2.1%,-9999900.0%,15.3%,25.6%,36.4%
Hart,Guitar,Stairway to Heaven,-9999900.0%,0.2%,-9999900.0%,3.8%,-9999900.0%,0.9%
Hart,Guitar,Purple Haze,-9999900.0%,1.7%,-9999900.0%,1.7%,-9999900.0%,1.4%
Hart,Guitar,Satisfaction,2.8%,6.2%,-9999900.0%,3.0%,-9999900.0%,6.5%
Hart,Guitar,Wonderful Tonight,-9999900.0%,0.8%,-9999900.0%,5.1%,-9999900.0%,2.3%
Hart,Guitar,The Wall,0.0%,16.5%,4.2%,30.6%,-9999900.0%,7.9%
Hart,Guitar,Teen Spirit,12.9%,67.8%,28.7%,40.0%,27.8%,42.1%
Hyejin,Bow,Ancient Bolt,3.7%,3.5%,-9999900.0%,0.0%,-9999900.0%,0.7%
Hyejin,Bow,Golden-Ratio Bow,-9999900.0%,1.3%,13.0%,5.3%,9.8%,6.4%
Hyejin,Bow,Twinbow,-9999900.0%,0.7%,-9999900.0%,0.0%,-9999900.0%,2.6%
Hyejin,Bow,Elemental Bow,7.1%,72.4%,13.5%,75.7%,19.6%,73.6%
Hyejin,Bow,Jebe's Altered Bow,3.5%,7.4%,14.1%,7.4%,-9999900.0%,3.8%
Hyejin,Bow,Argyrotoxus,20.2%,7.7%,58.1%,7.2%,55.8%,9.0%
Hyejin,Bow,Failnaught,-9999900.0%,0.8%,-9999900.0%,0.3%,-9999900.0%,0.3%
Hyejin,Shuriken,Cards of Tyranny,-9999900.0%,35.4%,-9999900.0%,6.0%,-9999900.0%,5.7%
Hyejin,Shuriken,Mystic Jade Charm,-9999900.0%,1.2%,14.1%,26.0%,25.2%,39.6%
Hyejin,Shuriken,Fuhma Shuriken,-9999900.0%,4.9%,5.3%,31.3%,16.3%,13.2%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,1.2%,-9999900.0%,0.7%,-9999900.0%,1.1%
Hyejin,Shuriken,Azure Dagger,-9999900.0%,0.0%,-9999900.0%,0.3%,-9999900.0%,0.0%
Hyejin,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,7.0%,23.1%,14.0%
Hyejin,Shuriken,Wind and Fire Wheels,-9999900.0%,0.0%,-9999900.0%,8.3%,-9999900.0%,9.2%
Hyejin,Shuriken,Death Rune,-9999900.0%,0.0%,-9999900.0%,1.0%,-9999900.0%,0.5%
Hyejin,Shuriken,Sudarsana,-9999900.0%,1.2%,-9999900.0%,2.3%,-9999900.0%,3.2%
Hyejin,Shuriken,Petal Torrent,2.3%,53.7%,20.0%,13.3%,-9999900.0%,10.2%
Hyunwoo,Tonfa,Tactical Tonfa,2.9%,14.3%,12.5%,22.1%,4.8%,23.2%
Hyunwoo,Tonfa,Mai Sok,6.5%,28.0%,9.7%,33.0%,14.9%,27.3%
Hyunwoo,Tonfa,Plasma Tonfa,4.1%,44.9%,12.2%,40.4%,9.9%,44.6%
Hyunwoo,Tonfa,Windrunner,15.1%,9.1%,-9999900.0%,3.3%,-9999900.0%,2.6%
Hyunwoo,Glove,One Inch Punch,1.6%,16.7%,9.9%,18.8%,19.2%,9.3%
Hyunwoo,Glove,Divine Fist,4.5%,47.6%,14.1%,39.4%,15.2%,36.5%
Hyunwoo,Glove,Bloodwing Knuckles,-9999900.0%,1.0%,11.2%,15.5%,15.4%,14.0%
Hyunwoo,Glove,Frost Petal Hand,1.6%,5.5%,-9999900.0%,3.1%,-9999900.0%,6.1%
Hyunwoo,Glove,Buddha's Palm,2.9%,6.1%,11.0%,8.5%,17.4%,8.2%
Hyunwoo,Glove,Brasil Gauntlet,6.5%,8.3%,12.2%,5.7%,16.8%,20.2%
Hyunwoo,Glove,White Claw Punch,-9999900.0%,1.6%,-9999900.0%,0.3%,-9999900.0%,1.6%
Hyunwoo,Glove,Imperial Silk Gloves,15.8%,9.1%,38.6%,6.6%,-9999900.0%,1.6%
Isol,Assault Rifle,AK-12,-9999900.0%,1.6%,7.6%,17.4%,16.9%,25.5%
Isol,Assault Rifle,XCR,20.3%,30.8%,-9999900.0%,7.7%,-9999900.0%,5.8%
Isol,Assault Rifle,Type 95,7.5%,1.9%,-9999900.0%,2.4%,-9999900.0%,5.4%
Isol,Assault Rifle,Agni,13.1%,59.5%,18.8%,69.3%,20.8%,60.3%
Isol,Pistol,Devil's Marksman,5.9%,4.1%,-9999900.0%,13.4%,-9999900.0%,16.9%
Isol,Pistol,Elegance,14.2%,61.7%,12.8%,57.7%,21.2%,74.2%
Isol,Pistol,Electron Blaster,8.3%,18.6%,-9999900.0%,22.8%,-9999900.0%,3.4%
Isol,Pistol,Magnum-Boa,10.6%,8.4%,-9999900.0%,2.7%,-9999900.0%,1.1%
Isol,Pistol,Kelte,35.9%,5.2%,-9999900.0%,0.7%,-9999900.0%,4.5%
Jackie,Axe,Beam Axe,-9999900.0%,1.3%,-9999900.0%,7.6%,-9999900.0%,8.6%
Jackie,Axe,Santa Muerte,6.6%,89.5%,13.7%,69.4%,18.1%,25.5%
Jackie,Axe,Scythe,0.0%,2.3%,-9999900.0%,9.8%,14.4%,47.1%
Jackie,Axe,Parashu,-9999900.0%,1.5%,-9999900.0%,2.8%,-9999900.0%,9.8%
Jackie,Axe,Harpe,-9999900.0%,1.8%,-9999900.0%,2.4%,-9999900.0%,3.7%
Jackie,Axe,The Juggernaut,-9999900.0%,1.7%,-9999900.0%,5.8%,-9999900.0%,3.7%
Jackie,Two-Handed Sword,Thuận Thiên,-9999900.0%,1.4%,-9999900.0%,1.3%,-9999900.0%,0.0%
Jackie,Two-Handed Sword,Arondight,-9999900.0%,5.9%,-9999900.0%,7.6%,-9999900.0%,19.1%
Jackie,Two-Handed Sword,Excalibur,-9999900.0%,6.2%,-9999900.0%,6.3%,-9999900.0%,4.3%
Jackie,Two-Handed Sword,Plasma Sword,-9999900.0%,2.5%,-9999900.0%,6.3%,-9999900.0%,6.4%
Jackie,Two-Handed Sword,Aurora Longsword,2.2%,25.1%,-9999900.0%,31.6%,-9999900.0%,53.2%
Jackie,Two-Handed Sword,Laevateinn,-9999900.0%,0.3%,-9999900.0%,2.5%,-9999900.0%,6.4%
Jackie,Two-Handed Sword,Monohoshizao,6.1%,51.0%,-9999900.0%,41.8%,-9999900.0%,10.6%
Jackie,Two-Handed Sword,Hovud,-9999900.0%,0.6%,-9999900.0%,0.0%,-9999900.0%,0.0%
Jackie,Two-Handed Sword,Dáinsleif,-9999900.0%,5.4%,-9999900.0%,0.0%,-9999900.0%,0.0%
Jackie,Dual Swords,Divine Dual Swords,-9999900.0%,3.0%,-9999900.0%,3.4%,-9999900.0%,2.9%
Jackie,Dual Swords,Starsteel Twin Swords,7.3%,21.7%,-9999900.0%,2.0%,-9999900.0%,0.6%
Jackie,Dual Swords,Dioscuri,0.5%,23.3%,10.0%,10.0%,-9999900.0%,1.3%
Jackie,Dual Swords,Lloigor & Zahr,5.2%,51.6%,18.7%,83.6%,20.6%,94.8%
Jackie,Dagger,Carnwennan,1.3%,30.1%,13.4%,33.0%,-9999900.0%,28.4%
Jackie,Dagger,Mount Slicer,-9999900.0%,1.6%,-9999900.0%,0.0%,-9999900.0%,1.5%
Jackie,Dagger,Vibroblade,1.0%,44.2%,13.5%,43.8%,-9999900.0%,43.3%
Jackie,Dagger,Damascus Steel Thorn,4.1%,9.6%,-9999900.0%,12.3%,-9999900.0%,14.9%
Jackie,Dagger,Fragarach,16.3%,10.8%,-9999900.0%,10.8%,-9999900.0%,7.5%
Leon,Glove,One Inch Punch,7.4%,5.6%,-9999900.0%,0.4%,23.3%,7.5%
Leon,Glove,Divine Fist,4.5%,87.4%,15.8%,93.9%,20.7%,87.2%
Leon,Glove,Bloodwing Knuckles,-9999900.0%,1.2%,-9999900.0%,0.1%,-9999900.0%,0.9%
Leon,Glove,Frost Petal Hand,39.3%,3.7%,-9999900.0%,2.8%,-9999900.0%,2.3%
Leon,Glove,Buddha's Palm,-9999900.0%,0.0%,-9999900.0%,0.7%,-9999900.0%,0.9%
Leon,Glove,Brasil Gauntlet,-9999900.0%,0.8%,-9999900.0%,3.1%,-9999900.0%,1.7%
Leon,Glove,White Claw Punch,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,1.3%
Leon,Glove,Imperial Silk Gloves,10.5%,91.5%,18.8%,89.9%,19.9%,83.7%
Lenox,Whip,Thunder Whip,-9999900.0%,1.4%,-9999900.0%,0.2%,-9999900.0%,4.6%
Lenox,Whip,Gleipnir,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,1.8%
Lenox,Whip,Plasma Whip,-9999900.0%,0.1%,-9999900.0%,0.7%,-9999900.0%,1.2%
Lenox,Whip,Bloody Nine Tails,-9999900.0%,0.5%,-9999900.0%,1.1%,-9999900.0%,0.5%
Li Dailin,Glove,One Inch Punch,-9999900.0%,1.0%,-9999900.0%,1.3%,-9999900.0%,2.5%
Li Dailin,Glove,Divine Fist,4.9%,23.1%,7.7%,25.1%,26.9%,16.7%
Li Dailin,Glove,Bloodwing Knuckles,2.3%,2.3%,10.9%,7.0%,13.9%,14.2%
Li Dailin,Glove,Frost Petal Hand,2.8%,10.4%,9.1%,22.4%,20.1%,33.1%
Li Dailin,Glove,Buddha's Palm,4.8%,1.1%,-9999900.0%,0.8%,-9999900.0%,2.3%
Li Dailin,Glove,Brasil Gauntlet,-9999900.0%,0.9%,-9999900.0%,2.7%,-9999900.0%,0.0%
Li Dailin,Glove,White Claw Punch,3.1%,51.5%,10.0%,33.4%,19.9%,26.3%
Li Dailin,Glove,Imperial Silk Gloves,15.7%,6.4%,-9999900.0%,4.9%,-9999900.0%,3.1%
Li Dailin,Nunchaku,The Smiting Dragon,-9999900.0%,4.3%,-9999900.0%,16.9%,14.3%,10.7%
Li Dailin,Nunchaku,Vibro Nunchaku,2.4%,44.6%,9.3%,69.4%,10.0%,58.9%
Li Dailin,Nunchaku,Cerberus,10.1%,50.5%,-9999900.0%,12.9%,21.6%,29.6%
Luke,Bat,Statue of Soteria,0.7%,28.1%,4.5%,26.3%,9.9%,27.2%
Luke,Bat,Mallet,1.0%,47.0%,5.9%,57.7%,14.1%,53.5%
Luke,Bat,Spy Umbrella,-9999900.0%,0.1%,-9999900.0%,2.4%,-9999900.0%,0.5%
Luke,Bat,Magic Stick,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Luke,Bat,Monkey King Bar,23.7%,21.6%,47.4%,11.6%,49.2%,16.9%
Magnus,Bat,Statue of Soteria,3.9%,39.0%,-9999900.0%,7.0%,-9999900.0%,5.1%
Magnus,Bat,Mallet,1.2%,18.5%,13.2%,46.5%,-9999900.0%,1.7%
Magnus,Bat,Spy Umbrella,2.8%,19.2%,13.3%,39.5%,20.0%,84.7%
Magnus,Bat,Magic Stick,4.3%,5.0%,-9999900.0%,3.5%,-9999900.0%,1.7%
Magnus,Bat,Monkey King Bar,22.1%,16.2%,-9999900.0%,1.8%,-9999900.0%,1.7%
Magnus,Hammer,Fang Mace,3.6%,37.2%,15.5%,66.0%,23.0%,65.2%
Magnus,Hammer,Hammer of Dagda,9.1%,35.7%,12.5%,8.0%,-9999900.0%,5.6%
Magnus,Hammer,Hammer of Thor,2.6%,4.5%,-9999900.0%,2.5%,-9999900.0%,2.2%
Magnus,Hammer,Weight of the World,2.9%,9.7%,18.9%,12.4%,12.2%,15.3%
Magnus,Hammer,Peacebringer,25.0%,2.1%,-9999900.0%,3.5%,-9999900.0%,3.6%
Magnus,Hammer,Evening Star,15.5%,8.4%,-9999900.0%,5.7%,-9999900.0%,5.5%
Nadine,Bow,Ancient Bolt,9.6%,21.2%,-9999900.0%,5.2%,-9999900.0%,7.1%
Nadine,Bow,Golden-Ratio Bow,7.3%,4.5%,11.9%,33.0%,22.8%,55.2%
Nadine,Bow,Twinbow,8.8%,56.5%,15.3%,29.7%,11.4%,13.5%
Nadine,Bow,Elemental Bow,-9999900.0%,0.0%,-9999900.0%,0.3%,-9999900.0%,1.2%
Nadine,Bow,Jebe's Altered Bow,4.4%,3.6%,17.2%,17.6%,-9999900.0%,7.4%
Nadine,Bow,Argyrotoxus,38.4%,5.9%,-9999900.0%,7.9%,-9999900.0%,7.7%
Nadine,Bow,Failnaught,42.6%,3.8%,-9999900.0%,4.8%,-9999900.0%,2.1%
Nadine,Crossbow,The Legend of The General,3.5%,35.4%,-9999900.0%,65.0%,-9999900.0%,11.5%
Nadine,Crossbow,Ballista,-9999900.0%,4.9%,-9999900.0%,0.0%,-9999900.0%,7.7%
Nadine,Crossbow,Sniper Crossbow,4.3%,43.4%,-9999900.0%,0.0%,-9999900.0%,69.2%
Nadine,Crossbow,The Golden Ghost,-9999900.0%,2.8%,-9999900.0%,15.0%,-9999900.0%,9.6%
Nadine,Crossbow,Sharanga,-9999900.0%,6.8%,-9999900.0%,15.0%,-9999900.0%,1.9%
Rio,Bow,Ancient Bolt,6.2%,84.4%,12.1%,51.8%,19.6%,33.9%
Rio,Bow,Golden-Ratio Bow,-9999900.0%,0.5%,-9999900.0%,1.2%,12.5%,6.6%
Rio,Bow,Twinbow,-9999900.0%,0.8%,-9999900.0%,1.6%,15.2%,4.9%
Rio,Bow,Elemental Bow,1.6%,6.1%,11.6%,24.8%,17.8%,28.8%
Rio,Bow,Jebe's Altered Bow,1.8%,1.9%,10.0%,11.3%,15.0%,14.4%
Rio,Bow,Argyrotoxus,-9999900.0%,0.8%,48.3%,4.1%,68.8%,3.6%
Rio,Bow,Failnaught,-9999900.0%,1.3%,-9999900.0%,1.6%,71.2%,4.9%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Rozzi,Pistol,Elegance,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.0%
Rozzi,Pistol,Electron Blaster,7.9%,95.8%,12.7%,90.0%,16.9%,85.5%
Rozzi,Pistol,Magnum-Boa,0.0%,1.0%,5.6%,7.0%,12.2%,10.2%
Rozzi,Pistol,Kelte,35.0%,0.9%,-9999900.0%,2.3%,-9999900.0%,2.5%
Shoichi,Dagger,Carnwennan,-9999900.0%,0.4%,-9999900.0%,3.6%,-9999900.0%,0.0%
Shoichi,Dagger,Mount Slicer,3.8%,84.1%,12.7%,69.9%,13.1%,75.2%
Shoichi,Dagger,Vibroblade,0.0%,0.8%,-9999900.0%,0.9%,-9999900.0%,1.3%
Shoichi,Dagger,Damascus Steel Thorn,0.8%,7.6%,9.7%,19.3%,-9999900.0%,16.2%
Shoichi,Dagger,Fragarach,12.2%,0.6%,-9999900.0%,3.4%,-9999900.0%,2.6%
Silvia,Pistol,Devil's Marksman,4.6%,35.6%,14.1%,27.4%,-9999900.0%,11.1%
Silvia,Pistol,Elegance,1.5%,12.8%,6.0%,21.4%,25.2%,45.5%
Silvia,Pistol,Electron Blaster,0.8%,16.9%,7.0%,30.3%,6.3%,14.9%
Silvia,Pistol,Magnum-Boa,1.8%,19.0%,-9999900.0%,6.0%,9.7%,19.2%
Silvia,Pistol,Kelte,25.0%,11.6%,-9999900.0%,12.4%,-9999900.0%,6.5%
Sissela,Shuriken,Cards of Tyranny,4.1%,6.7%,-9999900.0%,6.9%,-9999900.0%,1.9%
