Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Hyejin,Shuriken,Mystic Jade Charm,0.0%,13.2%,13.6%,24.8%,36.0%,26.3%
Hyejin,Shuriken,Fuhma Shuriken,3.7%,10.6%,-9999900.0%,10.9%,-9999900.0%,13.7%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,4.3%,-9999900.0%,1.3%,-9999900.0%,1.8%
Hyejin,Shuriken,Azure Dagger,-9999900.0%,4.3%,-9999900.0%,3.8%,-9999900.0%,4.9%
Hyejin,Shuriken,Flechette,-9999900.0%,2.0%,-9999900.0%,2.1%,-9999900.0%,3.5%
Hyejin,Shuriken,Wind and Fire Wheels,3.3%,12.0%,3.9%,21.4%,16.9%,27.0%
Hyejin,Shuriken,Death Rune,-9999900.0%,1.0%,-9999900.0%,6.7%,-9999900.0%,1.1%
Hyejin,Shuriken,Sudarsana,-9999900.0%,1.2%,-9999900.0%,2.1%,-9999900.0%,5.3%
Hyejin,Shuriken,Petal Torrent,8.2%,26.3%,-9999900.0%,8.0%,-9999900.0%,4.6%
Hyunwoo,Tonfa,Tactical Tonfa,4.3%,46.6%,11.9%,29.1%,15.2%,16.0%
Hyunwoo,Tonfa,Mai Sok,8.8%,11.3%,10.2%,19.0%,17.6%,17.3%
Hyunwoo,Tonfa,Plasma Tonfa,4.4%,32.7%,13.1%,45.1%,18.8%,60.4%
Hyunwoo,Glove,One Inch Punch,4.5%,37.5%,10.9%,29.6%,15.4%,27.9%
Hyunwoo,Glove,Divine Fist,5.7%,6.8%,16.0%,6.7%,16.7%,4.3%
Hyunwoo,Glove,Bloodwing Knuckles,3.5%,17.9%,11.2%,25.5%,15.1%,25.6%
Hyunwoo,Glove,Frost Petal Hand,2.1%,3.7%,11.8%,4.4%,13.3%,4.5%
Hyunwoo,Glove,Buddha's Palm,3.4%,11.6%,14.4%,11.3%,14.0%,8.3%
Hyunwoo,Glove,Brasil Gauntlet,5.4%,7.8%,14.0%,9.0%,18.9%,15.9%
Hyunwoo,Glove,White Claw Punch,2.3%,1.0%,11.1%,0.9%,14.0%,1.2%
Hyunwoo,Glove,Imperial Silk Gloves,13.4%,4.2%,28.7%,3.2%,47.1%,2.5%
Isol,Assault Rifle,AK-12,6.1%,10.7%,9.2%,12.8%,16.0%,19.2%
Isol,Assault Rifle,XCR,9.4%,2.8%,11.7%,1.5%,-9999900.0%,0.7%
Isol,Assault Rifle,Type 95,4.0%,1.7%,6.1%,1.3%,5.6%,2.6%
Isol,Assault Rifle,Agni,8.8%,69.0%,15.6%,66.8%,19.2%,63.4%
Isol,Pistol,Devil's Marksman,4.1%,10.9%,8.5%,30.8%,12.3%,33.2%
Isol,Pistol,Elegance,5.9%,39.5%,13.4%,32.6%,15.9%,37.0%
Isol,Pistol,Electron Blaster,4.8%,18.9%,12.3%,13.2%,8.5%,9.1%
Isol,Pistol,Magnum-Boa,10.6%,19.8%,9.8%,15.3%,28.1%,12.3%
Isol,Pistol,Kelte,-9999900.0%,2.9%,-9999900.0%,2.9%,-9999900.0%,1.1%
Jackie,Axe,Beam Axe,0.6%,29.9%,6.2%,30.9%,17.7%,24.7%
Jackie,Axe,Santa Muerte,5.8%,29.3%,20.2%,14.9%,19.4%,18.6%
Jackie,Axe,Scythe,3.4%,16.4%,9.6%,33.0%,19.6%,38.7%
Jackie,Axe,Parashu,4.0%,11.7%,2.5%,6.3%,-9999900.0%,5.1%
Jackie,Axe,Harpe,7.5%,3.7%,-9999900.0%,4.4%,19.0%,8.0%
Jackie,Two Handed Sword,Thuận Thiên,2.7%,6.6%,12.5%,8.1%,-9999900.0%,7.1%
Jackie,Two Handed Sword,Arondight,4.0%,17.3%,14.4%,23.8%,20.0%,41.4%
Jackie,Two Handed Sword,Excalibur,8.6%,6.1%,-9999900.0%,2.2%,-9999900.0%,0.8%
Jackie,Two Handed Sword,Plasma Sword,-9999900.0%,1.6%,-9999900.0%,7.3%,-9999900.0%,3.4%
Jackie,Two Handed Sword,Laevateinn,11.5%,7.6%,17.5%,8.1%,-9999900.0%,6.0%
Jackie,Two Handed Sword,Monohoshizao,4.4%,39.5%,10.4%,31.1%,13.0%,20.3%
Jackie,Two Handed Sword,Hovud,-9999900.0%,2.0%,-9999900.0%,0.8%,-9999900.0%,4.5%
Jackie,Two Handed Sword,Dáinsleif,-9999900.0%,2.7%,-9999900.0%,4.8%,-9999900.0%,3.4%
Jackie,Dual Sword,Divine Dual Swords,6.6%,23.5%,9.3%,30.2%,13.1%,23.8%
Jackie,Dual Sword,Starsteel Twin Swords,23.6%,15.8%,28.3%,7.9%,33.8%,8.0%
Jackie,Dual Sword,Dioscuri,4.2%,50.4%,6.9%,43.6%,12.2%,36.2%
Jackie,Dual Sword,Lloigor & Zahr,1.8%,4.3%,12.0%,14.2%,20.2%,28.2%
Jackie,Dagger,Carnwennan,4.2%,45.4%,9.0%,45.8%,13.3%,40.5%
Jackie,Dagger,Mount Slicer,-9999900.0%,0.9%,-9999900.0%,1.0%,-9999900.0%,1.0%
Jackie,Dagger,Vibroblade,2.7%,24.1%,8.3%,27.5%,13.4%,39.0%
Jackie,Dagger,Damascus Steel Thorn,10.0%,2.0%,-9999900.0%,1.0%,-9999900.0%,1.6%
Jackie,Dagger,Fragarach,23.6%,9.1%,32.0%,11.8%,-9999900.0%,5.9%
Lenox,Whip,Thunder Whip,-9999900.0%,0.8%,-9999900.0%,0.7%,-9999900.0%,0.5%
Lenox,Whip,Gleipnir,2.9%,82.2%,10.8%,87.2%,16.0%,88.2%
Lenox,Whip,Plasma Whip,0.0%,5.4%,10.7%,2.5%,4.4%,3.4%
Lenox,Whip,Bloody Nine Tails,21.9%,2.3%,49.2%,2.1%,74.5%,1.9%
Li Dailin,Glove,One Inch Punch,3.1%,5.7%,8.2%,5.7%,16.3%,5.9%
Li Dailin,Glove,Divine Fist,3.8%,39.3%,11.7%,30.3%,16.6%,23.5%
Li Dailin,Glove,Bloodwing Knuckles,1.8%,20.3%,9.3%,24.9%,15.7%,33.9%
Li Dailin,Glove,Frost Petal Hand,4.0%,7.3%,12.2%,12.7%,18.7%,13.4%
Li Dailin,Glove,Buddha's Palm,1.1%,3.8%,4.0%,4.3%,17.6%,3.1%
Li Dailin,Glove,Brasil Gauntlet,9.2%,1.0%,-9999900.0%,0.6%,-9999900.0%,1.1%
Li Dailin,Glove,White Claw Punch,1.9%,5.3%,8.6%,5.2%,11.2%,5.2%
Li Dailin,Glove,Imperial Silk Gloves,16.1%,9.8%,27.8%,8.9%,39.4%,7.4%
Li Dailin,Nunchaku,The Smiting Dragon,3.0%,37.3%,10.6%,37.2%,17.4%,46.1%
Li Dailin,Nunchaku,Vibro Nunchaku,3.3%,56.3%,12.1%,56.7%,17.7%,46.8%
Magnus,Bat,Statue of Soteria,0.9%,23.4%,5.0%,23.3%,17.8%,23.5%
Magnus,Bat,Mallet,3.7%,32.5%,7.1%,29.8%,14.7%,14.9%
Magnus,Bat,Spy Umbrella,4.0%,27.1%,10.9%,32.0%,17.8%,44.7%
Magnus,Bat,Monkey King Bar,22.7%,7.1%,-9999900.0%,4.5%,-9999900.0%,3.6%
Magnus,Hammer,Fang Mace,3.6%,43.3%,13.9%,39.3%,20.0%,34.7%
Magnus,Hammer,Hammer of Dagda,4.9%,26.2%,10.4%,26.2%,16.9%,22.8%
Magnus,Hammer,Hammer of Thor,0.5%,13.0%,7.0%,14.2%,13.2%,29.9%
Magnus,Hammer,Magic Stick,7.1%,2.8%,-9999900.0%,3.1%,-9999900.0%,1.4%
Magnus,Hammer,Evening Star,-9999900.0%,1.6%,-9999900.0%,1.8%,-9999900.0%,0.6%
Nadine,Bow,Ancient Bolt,4.6%,23.2%,8.7%,18.9%,12.3%,19.7%
Nadine,Bow,Golden-Ratio Bow,8.8%,1.9%,17.0%,7.8%,23.8%,24.9%
Nadine,Bow,Twinbow,6.8%,60.6%,9.0%,60.3%,18.1%,45.2%
Nadine,Bow,Elemental Bow,-9999900.0%,0.4%,-9999900.0%,0.2%,-9999900.0%,0.3%
Nadine,Bow,Failnaught,38.3%,2.7%,53.1%,3.3%,42.5%,2.4%
Nadine,Crossbow,The Legend of The General,6.6%,19.0%,13.3%,32.4%,11.9%,20.1%
Nadine,Crossbow,Ballista,5.4%,27.5%,6.9%,15.7%,14.6%,28.6%
Nadine,Crossbow,Sniper Crossbow,11.6%,13.6%,11.5%,20.1%,5.8%,13.7%
Nadine,Crossbow,The Golden Ghost,2.4%,23.0%,6.5%,16.6%,14.0%,21.3%
Nadine,Crossbow,Sharanga,30.9%,6.0%,43.2%,6.8%,-9999900.0%,7.6%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.1%
Rozzi,Pistol,Elegance,1.6%,3.2%,4.2%,1.1%,6.5%,1.5%
Rozzi,Pistol,Electron Blaster,4.1%,55.3%,10.6%,54.0%,16.8%,54.4%
Rozzi,Pistol,Magnum-Boa,6.3%,24.8%,13.3%,30.7%,18.6%,31.1%
Rozzi,Pistol,Kelte,27.8%,3.0%,39.6%,3.3%,45.1%,3.4%
Shoichi,Dagger,Carnwennan,0.0%,0.5%,-9999900.0%,0.3%,-9999900.0%,0.1%
Shoichi,Dagger,Mount Slicer,3.7%,86.6%,9.8%,85.4%,15.1%,89.0%
Shoichi,Dagger,Vibroblade,0.0%,1.1%,5.0%,5.1%,-9999900.0%,1.7%
Shoichi,Dagger,Damascus Steel Thorn,1.8%,1.5%,-9999900.0%,1.3%,-9999900.0%,1.6%
Shoichi,Dagger,Fragarach,5.5%,0.7%,-9999900.0%,0.3%,-9999900.0%,0.6%
Silvia,Pistol,Devil's Marksman,1.5%,5.0%,6.4%,4.3%,15.5%,8.8%
Silvia,Pistol,Elegance,1.6%,3.2%,5.2%,8.5%,13.0%,3.7%
Silvia,Pistol,Electron Blaster,2.0%,15.6%,11.6%,21.0%,17.1%,19.2%
Silvia,Pistol,Magnum-Boa,2.1%,54.3%,10.5%,46.0%,15.2%,50.3%
Silvia,Pistol,Kelte,16.2%,9.5%,38.7%,7.9%,41.4%,6.8%
Sissela,Shuriken,Cards of Tyranny,0.8%,6.8%,8.7%,5.9%,-9999900.0%,1.9%
Sissela,Shuriken,Mystic Jade Charm,2.6%,2.1%,15.0%,6.0%,13.6%,5.3%
Sissela,Shuriken,Fuhma Shuriken,8.6%,1.9%,-9999900.0%,2.2%,-9999900.0%,1.3%
Sissela,Shuriken,Frost Venom Dart,0.0%,6.9%,0.0%,3.5%,3.0%,3.4%
Sissela,Shuriken,Azure Dagger,1.5%,3.6%,4.9%,2.3%,28.0%,2.6%
Sissela,Shuriken,Flechette,1.6%,1.7%,-9999900.0%,1.6%,-9999900.0%,0.7%
Sissela,Shuriken,Wind and Fire Wheels,2.1%,35.8%,8.4%,52.5%,14.2%,61.6%
Sissela,Shuriken,Death Rune,2.4%,1.1%,-9999900.0%,0.8%,-9999900.0%,0.3%
Sissela,Shuriken,Sudarsana,21.2%,1.4%,-9999900.0%,1.0%,-9999900.0%,0.6%
Sissela,Shuriken,Petal Torrent,7.5%,22.3%,18.5%,13.1%,23.0%,11.5%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.1%,-9999900.0%,0.4%,-9999900.0%,0.0%
Sissela,Throw,Incendiary Bomb,2.8%,20.2%,8.6%,29.0%,17.8%,18.7%
Sissela,Throw,David's Sling,3.9%,19.2%,6.0%,17.7%,9.7%,15.6%
Sissela,Throw,Grenade of Antioch,3.3%,16.8%,14.0%,5.9%,-9999900.0%,3.0%
Sissela,Throw,Ruthenium Marble,5.7%,25.8%,16.0%,30.5%,23.8%,45.5%
Xiukai,Spear,Gentian Silver Gun,2.9%,3.3%,26.0%,3.5%,15.1%,6.7%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.0%,-9999900.0%,0.4%,-9999900.0%,0.0%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.1%
Xiukai,Spear,Lance of Poseidon,4.8%,16.6%,11.5%,22.0%,13.6%,22.9%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.1%
Xiukai,Spear,Fangtian Huaji,9.3%,59.3%,16.0%,44.9%,20.4%,43.3%
Xiukai,Spear,Dragon Guandao,3.7%,3.2%,11.5%,9.1%,10.7%,11.6%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.0%
Xiukai,Dagger,Carnwennan,-9999900.0%,2.8%,-9999900.0%,1.4%,-9999900.0%,1.6%
Xiukai,Dagger,Mount Slicer,6.5%,69.8%,17.8%,67.0%,21.5%,55.0%
Xiukai,Dagger,Vibroblade,-9999900.0%,2.4%,-9999900.0%,2.8%,-9999900.0%,1.6%
Xiukai,Dagger,Damascus Steel Thorn,6.5%,10.7%,8.9%,11.0%,19.4%,25.9%
Xiukai,Dagger,Fragarach,-9999900.0%,0.3%,-9999900.0%,0.3%,-9999900.0%,0.1%
Yuki,Two Handed Sword,Thuận Thiên,2.1%,7.8%,6.2%,9.3%,15.0%,10.7%
Yuki,Two Handed Sword,Arondight,2.3%,48.5%,8.0%,47.5%,14.6%,49.1%
Yuki,Two Handed Sword,Excalibur,8.3%,1.3%,13.8%,2.2%,20.0%,2.5%
Yuki,Two Handed Sword,Plasma Sword,0.3%,5.3%,2.1%,6.4%,3.3%,4.9%
Yuki,Two Handed Sword,Laevateinn,17.7%,19.9%,31.5%,18.5%,38.5%,18.6%
Yuki,Two Handed Sword,Monohoshizao,6.1%,2.6%,13.7%,1.4%,-9999900.0%,0.7%
Yuki,Two Handed Sword,Hovud,6.3%,5.0%,13.0%,5.3%,18.7%,4.8%
Yuki,Two Handed Sword,Dáinsleif,31.7%,0.7%,47.2%,0.8%,56.4%,1.3%
Yuki,Dual Swords,Divine Dual Swords,5.7%,17.7%,7.1%,6.9%,12.7%,8.4%
Yuki,Dual Swords,Starsteel Twin Swords,18.0%,7.6%,27.2%,3.7%,35.0%,3.2%
Yuki,Dual Swords,Dioscuri,2.3%,28.6%,7.7%,17.4%,10.5%,21.5%
Yuki,Dual Swords,Lloigor & Zahr,3.7%,41.0%,10.9%,68.1%,18.3%,63.6%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,1.0%,-9999900.0%,2.3%,-9999900.0%,0.8%
Zahir,Throw,David's Sling,-9999900.0%,0.4%,-9999900.0%,0.4%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.0%,-9999900.0%,0.3%,-9999900.0%,0.3%
Zahir,Throw,Ruthenium Marble,9.3%,76.9%,16.4%,75.0%,22.0%,80.8%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.9%,-9999900.0%,0.0%,-9999900.0%,0.4%
Zahir,Shuriken,Mystic Jade Charm,6.6%,39.8%,20.5%,36.3%,22.5%,39.5%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.1%,-9999900.0%,0.5%,-9999900.0%,0.1%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,1.0%,-9999900.0%,0.3%,-9999900.0%,1.1%
Zahir,Shuriken,Azure Dagger,3.8%,21.2%,15.6%,24.3%,20.7%,30.1%
Zahir,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Wind and Fire Wheels,2.6%,19.3%,14.7%,24.8%,19.8%,15.4%
Zahir,Shuriken,Death Rune,-9999900.0%,2.1%,-9999900.0%,1.3%,-9999900.0%,1.0%
Zahir,Shuriken,Sudarsana,-9999900.0%,1.3%,-9999900.0%,1.3%,-9999900.0%,0.7%
Zahir,Shuriken,Petal Torrent,7.3%,4.1%,-9999900.0%,2.0%,-9999900.0%,2.4%
