Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Emma,Shuriken,Frost Venom Dart,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Emma,Shuriken,Azure Dagger,-9999900.0%,0.7%,-9999900.0%,1.2%,-9999900.0%,0.8%
Emma,Shuriken,Flechette,4.7%,2.8%,-9999900.0%,0.8%,-9999900.0%,1.7%
Emma,Shuriken,Wind and Fire Wheels,3.7%,16.0%,9.6%,24.1%,14.6%,35.4%
Emma,Shuriken,Death Rune,13.6%,0.9%,-9999900.0%,0.7%,-9999900.0%,0.3%
Emma,Shuriken,Sudarsana,23.1%,1.4%,-9999900.0%,0.7%,-9999900.0%,0.8%
Emma,Shuriken,Petal Torrent,-9999900.0%,0.3%,-9999900.0%,0.4%,-9999900.0%,0.3%
Fiora,Rapier,Durendal Mk2,5.2%,48.6%,9.6%,57.2%,17.4%,57.3%
Fiora,Rapier,Mistilteinn,4.2%,0.9%,-9999900.0%,1.6%,-9999900.0%,0.6%
Fiora,Rapier,Volticletto,8.5%,27.3%,9.6%,18.5%,18.0%,20.7%
Fiora,Rapier,Meteor Claymore,22.1%,7.1%,28.2%,5.8%,37.3%,6.1%
Fiora,Rapier,Joyeuse,20.4%,7.0%,33.5%,7.4%,36.7%,7.3%
Fiora,Spear,Gentian Silver Gun,0.9%,41.0%,2.1%,33.0%,8.5%,42.7%
Fiora,Spear,Eighteen Foot Spear,3.8%,14.1%,12.2%,7.2%,-9999900.0%,15.3%
Fiora,Spear,Cosmic Bident,4.5%,5.9%,-9999900.0%,3.4%,-9999900.0%,4.4%
Fiora,Spear,Lance of Poseidon,0.0%,3.4%,-9999900.0%,3.0%,-9999900.0%,4.4%
Fiora,Spear,Blazing Lance,16.4%,5.9%,-9999900.0%,3.9%,-9999900.0%,3.2%
Fiora,Spear,Fangtian Huaji,-9999900.0%,1.1%,-9999900.0%,1.1%,-9999900.0%,0.4%
Fiora,Spear,Dragon Guandao,6.0%,10.8%,12.1%,24.9%,-9999900.0%,9.7%
Fiora,Spear,Spear of Longinus,36.4%,8.7%,44.6%,9.9%,-9999900.0%,8.9%
Fiora,Two-Handed Sword,Thuận Thiên,0.3%,33.3%,6.6%,46.7%,10.9%,39.4%
Fiora,Two-Handed Sword,Arondight,1.7%,7.6%,7.3%,8.4%,9.5%,14.3%
Fiora,Two-Handed Sword,Excalibur,7.3%,10.3%,-9999900.0%,5.4%,-9999900.0%,7.0%
Fiora,Two-Handed Sword,Plasma Sword,0.0%,3.4%,-9999900.0%,1.2%,-9999900.0%,6.8%
Fiora,Two-Handed Sword,Laevateinn,15.4%,11.7%,33.3%,15.6%,25.4%,15.2%
Fiora,Two-Handed Sword,Monohoshizao,10.8%,17.0%,19.2%,11.2%,-9999900.0%,6.1%
Fiora,Two-Handed Sword,Hovud,1.6%,4.0%,-9999900.0%,0.8%,-9999900.0%,2.7%
Fiora,Two-Handed Sword,Dáinsleif,48.1%,6.2%,-9999900.0%,2.5%,-9999900.0%,3.8%
Hart,Guitar,Bohemian,11.2%,4.1%,6.8%,2.2%,14.7%,13.2%
Hart,Guitar,Stairway to Heaven,3.2%,1.7%,-9999900.0%,1.3%,-9999900.0%,1.4%
Hart,Guitar,Purple Haze,1.6%,0.9%,-9999900.0%,1.9%,-9999900.0%,1.6%
Hart,Guitar,Satisfaction,2.1%,17.9%,12.1%,13.5%,13.8%,12.4%
Hart,Guitar,Wonderful Tonight,28.4%,11.1%,47.2%,8.1%,47.7%,6.6%
Hart,Guitar,The Wall,2.9%,54.4%,10.5%,62.2%,15.2%,54.1%
Hart,Guitar,Teen Spirit,2.4%,1.8%,15.8%,2.9%,12.3%,4.2%
Hyejin,Bow,Ancient Bolt,-9999900.0%,1.0%,-9999900.0%,0.5%,-9999900.0%,0.7%
Hyejin,Bow,Golden-Ratio Bow,-9999900.0%,1.1%,-9999900.0%,1.7%,14.8%,4.1%
Hyejin,Bow,Twinbow,2.6%,11.6%,3.1%,12.8%,15.4%,15.9%
Hyejin,Bow,Elemental Bow,5.8%,71.9%,15.5%,69.0%,20.4%,66.8%
Hyejin,Bow,Failnaught,-9999900.0%,0.5%,-9999900.0%,0.3%,-9999900.0%,0.4%
Hyejin,Shuriken,Cards of Tyranny,0.9%,18.1%,13.0%,17.0%,-9999900.0%,6.5%
Hyejin,Shuriken,Mystic Jade Charm,0.0%,6.8%,25.6%,28.9%,31.8%,27.0%
Hyejin,Shuriken,Fuhma Shuriken,-9999900.0%,5.8%,-9999900.0%,10.4%,-9999900.0%,5.3%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,4.2%,-9999900.0%,2.2%,-9999900.0%,3.6%
Hyejin,Shuriken,Azure Dagger,-9999900.0%,4.7%,-9999900.0%,2.6%,-9999900.0%,4.0%
Hyejin,Shuriken,Flechette,-9999900.0%,2.2%,-9999900.0%,0.4%,-9999900.0%,3.3%
Hyejin,Shuriken,Wind and Fire Wheels,-9999900.0%,3.5%,9.2%,24.1%,14.4%,25.1%
Hyejin,Shuriken,Death Rune,-9999900.0%,1.3%,-9999900.0%,0.4%,-9999900.0%,3.3%
Hyejin,Shuriken,Sudarsana,-9999900.0%,1.2%,-9999900.0%,3.0%,-9999900.0%,1.4%
Hyejin,Shuriken,Petal Torrent,9.6%,32.8%,-9999900.0%,2.6%,47.0%,14.3%
Hyunwoo,Tonfa,Tactical Tonfa,6.0%,38.5%,14.0%,23.5%,15.9%,16.8%
Hyunwoo,Tonfa,Mai Sok,8.1%,14.4%,6.3%,10.5%,25.0%,9.5%
Hyunwoo,Tonfa,Plasma Tonfa,5.4%,40.2%,9.0%,59.7%,18.5%,68.0%
Hyunwoo,Glove,One Inch Punch,4.3%,30.4%,10.3%,25.4%,16.2%,25.9%
Hyunwoo,Glove,Divine Fist,4.1%,8.5%,12.5%,5.9%,16.2%,3.1%
Hyunwoo,Glove,Bloodwing Knuckles,3.6%,11.7%,10.0%,25.7%,14.6%,27.5%
Hyunwoo,Glove,Frost Petal Hand,3.0%,2.6%,11.7%,4.1%,24.1%,5.3%
Hyunwoo,Glove,Buddha's Palm,5.0%,21.2%,11.6%,17.4%,13.5%,14.0%
Hyunwoo,Glove,Brasil Gauntlet,5.1%,9.2%,11.3%,8.6%,15.2%,13.0%
Hyunwoo,Glove,White Claw Punch,2.9%,2.2%,-9999900.0%,0.6%,-9999900.0%,0.9%
Hyunwoo,Glove,Imperial Silk Gloves,15.3%,5.1%,38.7%,4.0%,37.3%,2.7%
Isol,Assault Rifle,AK-12,3.9%,12.6%,13.8%,18.7%,14.3%,23.5%
Isol,Assault Rifle,XCR,12.3%,8.3%,-9999900.0%,1.8%,-9999900.0%,1.4%
Isol,Assault Rifle,Type 95,9.0%,3.0%,-9999900.0%,1.8%,19.1%,7.4%
Isol,Assault Rifle,Agni,9.0%,62.9%,13.2%,65.3%,19.2%,59.1%
Isol,Pistol,Devil's Marksman,4.5%,8.6%,8.0%,17.6%,9.6%,15.8%
Isol,Pistol,Elegance,9.5%,33.6%,11.8%,34.1%,16.7%,42.8%
Isol,Pistol,Electron Blaster,5.9%,32.8%,11.0%,22.0%,15.9%,13.6%
Isol,Pistol,Magnum-Boa,17.0%,16.6%,12.0%,16.8%,27.6%,18.8%
Isol,Pistol,Kelte,20.9%,4.2%,-9999900.0%,2.8%,-9999900.0%,2.6%
Jackie,Axe,Beam Axe,0.4%,24.4%,4.0%,26.6%,-9999900.0%,9.1%
Jackie,Axe,Santa Muerte,6.5%,37.1%,11.9%,23.2%,23.2%,34.7%
Jackie,Axe,Scythe,4.5%,15.7%,12.5%,30.6%,16.1%,31.8%
Jackie,Axe,Parashu,2.2%,13.5%,-9999900.0%,5.1%,-9999900.0%,8.8%
Jackie,Axe,Harpe,-9999900.0%,2.6%,-9999900.0%,7.0%,-9999900.0%,6.9%
Jackie,Two-Handed Sword,Thuận Thiên,1.9%,6.2%,-9999900.0%,6.3%,-9999900.0%,12.8%
Jackie,Two-Handed Sword,Arondight,1.8%,12.8%,12.5%,16.7%,-9999900.0%,21.4%
Jackie,Two-Handed Sword,Excalibur,11.3%,16.3%,-9999900.0%,4.2%,-9999900.0%,6.8%
Jackie,Two-Handed Sword,Plasma Sword,-9999900.0%,1.5%,3.8%,22.1%,-9999900.0%,7.7%
Jackie,Two-Handed Sword,Laevateinn,11.3%,6.1%,-9999900.0%,7.9%,-9999900.0%,6.8%
Jackie,Two-Handed Sword,Monohoshizao,6.5%,29.8%,10.0%,16.7%,-9999900.0%,15.4%
Jackie,Two-Handed Sword,Hovud,2.9%,11.8%,-9999900.0%,8.3%,-9999900.0%,5.1%
Jackie,Two-Handed Sword,Dáinsleif,-9999900.0%,3.2%,-9999900.0%,5.0%,-9999900.0%,1.7%
Jackie,Dual Swords,Divine Dual Swords,4.5%,20.6%,6.2%,24.4%,9.0%,20.4%
Jackie,Dual Swords,Starsteel Twin Swords,17.3%,20.4%,23.0%,10.7%,27.1%,10.3%
Jackie,Dual Swords,Dioscuri,2.2%,43.8%,6.2%,42.4%,10.8%,33.9%
Jackie,Dual Swords,Lloigor & Zahr,4.1%,11.1%,14.2%,19.0%,18.9%,32.7%
Jackie,Dagger,Carnwennan,5.9%,37.8%,5.5%,30.4%,16.9%,24.4%
Jackie,Dagger,Mount Slicer,8.5%,2.4%,-9999900.0%,2.5%,-9999900.0%,3.0%
Jackie,Dagger,Vibroblade,3.6%,19.7%,7.6%,24.2%,11.1%,33.8%
Jackie,Dagger,Damascus Steel Thorn,4.3%,10.7%,16.0%,17.8%,-9999900.0%,10.5%
Jackie,Dagger,Fragarach,24.6%,8.7%,45.8%,8.1%,50.0%,16.5%
Lenox,Whip,Thunder Whip,-9999900.0%,0.4%,-9999900.0%,0.5%,-9999900.0%,0.4%
Lenox,Whip,Gleipnir,3.6%,86.8%,12.3%,86.8%,20.7%,87.2%
Lenox,Whip,Plasma Whip,2.7%,3.0%,6.7%,2.0%,-9999900.0%,1.6%
Lenox,Whip,Bloody Nine Tails,31.6%,2.6%,61.2%,3.8%,69.1%,3.0%
Li Dailin,Glove,One Inch Punch,0.9%,3.3%,10.5%,3.5%,15.6%,4.4%
Li Dailin,Glove,Divine Fist,3.1%,36.1%,11.2%,25.0%,17.7%,24.4%
Li Dailin,Glove,Bloodwing Knuckles,2.0%,11.4%,7.3%,21.0%,12.3%,24.2%
Li Dailin,Glove,Frost Petal Hand,1.8%,11.4%,12.1%,13.6%,18.9%,16.6%
Li Dailin,Glove,Buddha's Palm,3.0%,14.9%,11.8%,13.7%,14.1%,11.0%
Li Dailin,Glove,Brasil Gauntlet,1.7%,0.6%,-9999900.0%,0.2%,-9999900.0%,1.1%
Li Dailin,Glove,White Claw Punch,2.1%,3.6%,8.1%,7.3%,13.3%,4.0%
Li Dailin,Glove,Imperial Silk Gloves,12.3%,10.0%,27.2%,8.5%,40.0%,7.5%
Li Dailin,Nunchaku,The Smiting Dragon,3.4%,26.6%,8.8%,41.5%,15.1%,42.0%
Li Dailin,Nunchaku,Vibro Nunchaku,2.2%,57.1%,12.1%,42.8%,16.4%,49.5%
Li Dailin,Nunchaku,Cerberus,2.0%,8.9%,7.8%,9.7%,-9999900.0%,3.4%
Luke,Bat,Statue of Soteria,1.2%,36.1%,4.7%,44.7%,8.5%,53.4%
Luke,Bat,Mallet,1.7%,36.3%,6.0%,30.6%,10.0%,23.8%
Luke,Bat,Spy Umbrella,0.0%,0.9%,7.3%,1.1%,-9999900.0%,1.4%
Luke,Bat,Magic Stick,5.1%,0.4%,-9999900.0%,0.2%,-9999900.0%,0.3%
Luke,Bat,Monkey King Bar,33.5%,14.3%,40.1%,13.1%,50.0%,12.9%
Magnus,Bat,Statue of Soteria,3.0%,42.5%,7.0%,32.5%,13.5%,26.6%
Magnus,Bat,Mallet,3.2%,20.2%,10.9%,17.9%,-9999900.0%,8.4%
Magnus,Bat,Spy Umbrella,4.1%,20.2%,8.3%,35.1%,11.7%,48.5%
Magnus,Bat,Magic Stick,-9999900.0%,2.9%,-9999900.0%,3.9%,-9999900.0%,2.4%
Magnus,Bat,Monkey King Bar,25.0%,6.9%,-9999900.0%,1.9%,-9999900.0%,2.7%
Magnus,Hammer,Fang Mace,2.9%,22.2%,13.7%,36.0%,19.8%,25.6%
Magnus,Hammer,Hammer of Dagda,6.3%,20.7%,11.3%,13.7%,13.0%,18.2%
Magnus,Hammer,Hammer of Thor,1.9%,37.3%,6.3%,34.3%,15.5%,42.1%
Magnus,Hammer,Peacebringer,-9999900.0%,1.6%,-9999900.0%,2.4%,-9999900.0%,1.4%
Magnus,Hammer,Evening Star,19.4%,9.6%,-9999900.0%,3.2%,-9999900.0%,2.6%
Nadine,Bow,Ancient Bolt,7.6%,13.4%,11.3%,17.2%,14.0%,10.4%
Nadine,Bow,Golden-Ratio Bow,7.0%,2.0%,19.1%,12.0%,16.0%,33.8%
Nadine,Bow,Twinbow,7.7%,70.1%,13.2%,58.5%,16.7%,42.0%
Nadine,Bow,Elemental Bow,-9999900.0%,0.2%,-9999900.0%,0.6%,-9999900.0%,0.6%
Nadine,Bow,Failnaught,42.7%,3.3%,58.7%,3.2%,-9999900.0%,2.7%
Nadine,Crossbow,The Legend of The General,5.2%,12.6%,10.6%,22.9%,15.8%,25.2%
Nadine,Crossbow,Ballista,3.9%,26.0%,7.3%,24.0%,27.7%,22.3%
Nadine,Crossbow,Sniper Crossbow,9.4%,26.4%,10.1%,19.6%,22.3%,20.8%
Nadine,Crossbow,The Golden Ghost,4.9%,16.6%,2.0%,11.2%,13.0%,15.2%
Nadine,Crossbow,Sharanga,33.3%,7.3%,50.9%,12.6%,-9999900.0%,5.3%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.2%
Rozzi,Pistol,Elegance,2.9%,3.7%,4.3%,2.1%,10.3%,2.6%
Rozzi,Pistol,Electron Blaster,4.4%,56.9%,10.5%,52.6%,17.1%,49.6%
Rozzi,Pistol,Magnum-Boa,6.6%,23.9%,14.3%,30.8%,18.4%,33.6%
Rozzi,Pistol,Kelte,29.2%,2.6%,40.0%,3.7%,47.5%,2.6%
Shoichi,Dagger,Carnwennan,1.4%,0.8%,-9999900.0%,1.8%,-9999900.0%,0.6%
Shoichi,Dagger,Mount Slicer,4.0%,86.2%,9.9%,85.2%,18.3%,81.7%
Shoichi,Dagger,Vibroblade,0.8%,1.3%,-9999900.0%,1.0%,-9999900.0%,2.2%
Shoichi,Dagger,Damascus Steel Thorn,-9999900.0%,0.4%,-9999900.0%,1.2%,12.5%,3.7%
Shoichi,Dagger,Fragarach,28.8%,1.3%,-9999900.0%,1.3%,-9999900.0%,1.4%
Silvia,Pistol,Devil's Marksman,8.9%,13.3%,8.0%,7.0%,17.4%,5.6%
Silvia,Pistol,Elegance,2.1%,31.0%,6.8%,21.3%,18.0%,19.0%
Silvia,Pistol,Electron Blaster,1.0%,12.5%,13.6%,21.1%,15.5%,23.1%
Silvia,Pistol,Magnum-Boa,4.7%,24.5%,10.1%,34.1%,22.9%,34.3%
Silvia,Pistol,Kelte,25.7%,9.9%,36.0%,8.0%,59.0%,8.2%
Sissela,Shuriken,Cards of Tyranny,1.9%,7.3%,2.0%,3.9%,-9999900.0%,1.2%
Sissela,Shuriken,Mystic Jade Charm,4.0%,2.3%,7.8%,11.8%,20.0%,9.6%
Sissela,Shuriken,Fuhma Shuriken,3.3%,4.9%,-9999900.0%,2.1%,-9999900.0%,2.1%
Sissela,Shuriken,Frost Venom Dart,0.4%,6.5%,0.0%,5.2%,-9999900.0%,2.2%
Sissela,Shuriken,Azure Dagger,5.4%,2.6%,4.1%,5.7%,13.0%,5.0%
Sissela,Shuriken,Flechette,12.4%,3.9%,-9999900.0%,0.9%,-9999900.0%,1.0%
Sissela,Shuriken,Wind and Fire Wheels,2.4%,25.8%,8.6%,35.0%,15.7%,52.1%
Sissela,Shuriken,Death Rune,-9999900.0%,0.6%,-9999900.0%,1.7%,-9999900.0%,1.5%
Sissela,Shuriken,Sudarsana,24.2%,1.4%,-9999900.0%,2.0%,-9999900.0%,1.1%
Sissela,Shuriken,Petal Torrent,12.0%,26.8%,16.3%,16.5%,25.0%,12.5%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.1%,-9999900.0%,0.3%,-9999900.0%,0.5%
Sissela,Throw,Incendiary Bomb,3.2%,29.2%,11.0%,32.1%,22.6%,34.0%
Sissela,Throw,David's Sling,4.9%,13.4%,11.8%,14.4%,18.4%,11.0%
Sissela,Throw,Grenade of Antioch,15.9%,7.0%,-9999900.0%,5.0%,12.5%,5.0%
Sissela,Throw,Ruthenium Marble,4.2%,33.1%,15.5%,34.7%,27.6%,37.9%
Xiukai,Spear,Gentian Silver Gun,2.7%,2.3%,24.0%,7.0%,-9999900.0%,2.6%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.8%,-9999900.0%,0.3%,11.0%,8.4%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.1%
Xiukai,Spear,Lance of Poseidon,7.5%,40.4%,13.7%,43.8%,19.9%,44.4%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,1.0%,-9999900.0%,0.5%
Xiukai,Spear,Fangtian Huaji,9.3%,36.4%,13.2%,22.2%,16.2%,17.7%
Xiukai,Spear,Dragon Guandao,4.0%,1.6%,12.0%,10.5%,17.1%,14.8%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Dagger,Carnwennan,-9999900.0%,1.6%,-9999900.0%,2.9%,-9999900.0%,3.3%
Xiukai,Dagger,Mount Slicer,13.6%,85.9%,17.6%,77.4%,23.6%,74.2%
Xiukai,Dagger,Vibroblade,-9999900.0%,1.0%,-9999900.0%,1.3%,-9999900.0%,0.2%
Xiukai,Dagger,Damascus Steel Thorn,-9999900.0%,1.5%,18.6%,7.3%,10.3%,11.2%
Xiukai,Dagger,Fragarach,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.0%
Yuki,Two-Handed Sword,Thuận Thiên,1.4%,5.3%,4.6%,9.8%,8.2%,11.8%
Yuki,Two-Handed Sword,Arondight,1.9%,52.5%,6.7%,49.5%,12.9%,38.7%
Yuki,Two-Handed Sword,Excalibur,12.5%,1.7%,13.5%,1.8%,17.4%,5.7%
Yuki,Two-Handed Sword,Plasma Sword,0.3%,5.3%,2.2%,4.9%,9.5%,4.9%
Yuki,Two-Handed Sword,Laevateinn,19.3%,18.8%,34.1%,19.1%,35.3%,17.3%
Yuki,Two-Handed Sword,Monohoshizao,6.3%,3.4%,14.3%,2.3%,16.8%,5.2%
Yuki,Two-Handed Sword,Hovud,5.0%,3.5%,14.7%,3.4%,19.7%,6.6%
Yuki,Two-Handed Sword,Dáinsleif,31.5%,1.3%,39.7%,1.4%,47.4%,1.8%
Yuki,Dual Sword,Divine Dual Swords,2.7%,13.9%,6.2%,20.8%,15.3%,5.4%
Yuki,Dual Sword,Starsteel Twin Swords,8.6%,7.7%,16.4%,3.8%,38.7%,3.0%
Yuki,Dual Sword,Dioscuri,1.6%,19.8%,7.9%,14.0%,10.7%,22.3%
Yuki,Dual Sword,Lloigor & Zahr,2.1%,54.1%,11.6%,57.3%,16.5%,66.3%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,0.3%,-9999900.0%,0.0%,-9999900.0%,2.5%
Zahir,Throw,David's Sling,-9999900.0%,0.4%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Ruthenium Marble,9.8%,79.5%,14.7%,82.3%,17.8%,78.7%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.0%,-9999900.0%,0.3%,-9999900.0%,0.0%
