Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Fiora,Two-Handed Sword,9.5%,0.9%,0.9,8.9,12.3%,0.6%,1.0,4.9,14.2%,0.5%,1.1,3.7
Hart,Guitar,8.6%,2.7%,1.0,10.1,13.8%,1.7%,1.1,5.1,18.0%,1.8%,1.1,3.6
Hyejin,Bow,3.7%,2.7%,0.9,9.6,11.0%,3.6%,0.8,5.0,17.8%,3.9%,0.8,3.5
Hyejin,Shuriken,4.1%,0.2%,0.7,9.6,12.3%,0.6%,0.9,4.9,20.5%,0.7%,0.9,3.4
Hyunwoo,Tonfa,6.2%,2.2%,0.9,8.6,11.6%,1.9%,0.8,5.0,16.2%,2.1%,0.7,3.6
Hyunwoo,Glove,4.3%,3.2%,0.9,9.1,10.1%,4.2%,0.9,5.0,16.5%,3.4%,0.9,3.6
Isol,Assault Rifle,8.5%,1.5%,0.9,8.8,12.8%,2.1%,1.2,4.8,16.4%,2.1%,1.1,3.5
Isol,Pistol,10.1%,0.7%,0.9,7.8,11.1%,0.7%,1.0,4.7,14.4%,0.8%,1.0,3.5
Jackie,Axe,4.4%,1.0%,0.8,9.5,9.1%,1.0%,1.1,5.1,16.0%,1.0%,1.2,3.5
Jackie,Two-Handed Sword,5.4%,0.5%,0.7,8.7,11.4%,0.4%,0.9,4.8,15.8%,0.3%,0.9,3.6
Jackie,Dual Sword,4.1%,3.0%,0.9,9.7,10.0%,3.7%,0.9,5.1,16.7%,4.0%,1.1,3.5
Jackie,Dagger,5.3%,2.3%,0.9,8.5,12.2%,1.2%,1.1,4.7,14.4%,1.1%,1.2,3.5
Lenox,Whip,5.1%,1.4%,0.8,9.9,11.2%,2.3%,0.8,5.1,15.6%,2.3%,0.7,3.7
Leon,Glove,5.1%,2.2%,1.1,9.7,11.9%,3.3%,0.9,5.1,17.8%,3.7%,0.9,3.6
Li Dailin,Glove,2.9%,2.1%,0.9,9.0,9.7%,2.5%,1.1,4.9,16.0%,2.3%,1.1,3.5
Li Dailin,Nunchaku,2.0%,0.5%,0.8,9.2,8.7%,0.8%,1.0,5.0,14.5%,1.0%,1.1,3.4
Luke,Bat,5.4%,7.0%,1.0,10.1,10.2%,6.9%,1.1,5.2,15.1%,5.2%,1.1,3.7
Magnus,Bat,3.4%,0.6%,0.8,8.5,9.8%,0.6%,0.9,5.0,15.4%,0.6%,0.9,3.6
Magnus,Hammer,4.8%,1.8%,0.9,8.7,11.1%,1.9%,0.9,4.9,17.6%,2.2%,0.9,3.5
Nadine,Bow,9.2%,2.3%,0.9,9.8,12.8%,2.2%,1.1,5.1,16.9%,2.3%,1.0,3.6
Nadine,Crossbow,9.2%,0.9%,1.1,9.3,11.4%,0.6%,1.1,5.0,17.7%,0.7%,1.3,3.6
Rozzi,Pistol,5.7%,6.2%,1.0,10.0,10.6%,6.0%,1.2,5.2,15.3%,4.7%,1.2,3.7
Shoichi,Dagger,2.7%,4.9%,1.0,10.3,10.3%,2.3%,1.2,5.2,16.9%,1.8%,1.3,3.6
Silvia,Pistol,4.6%,1.4%,0.8,9.2,9.2%,1.1%,0.7,5.1,15.6%,1.0%,0.8,3.6
Sissela,Shuriken,5.2%,3.0%,1.0,10.8,10.8%,2.7%,1.0,5.3,16.9%,3.0%,1.0,3.6
Sissela,Throw,4.3%,0.8%,0.9,10.0,11.2%,0.7%,0.9,5.2,18.0%,1.0%,0.9,3.6
Sua,Hammer,5.5%,4.7%,0.9,9.2,10.0%,5.8%,0.8,5.1,15.5%,5.6%,0.8,3.6
Xiukai,Spear,7.1%,1.0%,0.7,8.9,11.3%,0.8%,0.7,5.4,16.5%,0.9%,0.7,3.6
Xiukai,Dagger,5.9%,0.5%,0.6,8.2,12.5%,0.9%,0.8,5.0,17.9%,1.2%,0.8,3.5
Yuki,Two-Handed Sword,6.3%,6.6%,0.9,8.9,11.2%,4.7%,0.8,5.0,16.0%,4.1%,0.8,3.6
Yuki,Dual Sword,2.6%,0.8%,0.7,9.7,9.6%,1.9%,0.8,5.1,17.0%,2.1%,0.9,3.6
Zahir,Throw,7.7%,0.7%,1.1,9.7,13.5%,1.1%,1.1,5.1,17.4%,0.9%,1.0,3.6
Zahir,Shuriken,7.4%,0.8%,1.2,9.6,14.9%,1.0%,1.3,5.0,17.8%,0.9%,1.2,3.7
