Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Alex,Pistol,Electron Blaster,4.7%,8.4%,11.6%,12.3%,18.9%,12.2%
Alex,Pistol,Magnum-Boa,3.0%,0.6%,7.2%,1.5%,18.4%,1.1%
Alex,Pistol,Kelte,25.7%,0.9%,48.3%,0.8%,64.2%,0.7%
Alex,Shuriken,Cards of Tyranny,7.5%,0.4%,-9999900.0%,0.5%,-9999900.0%,0.4%
Alex,Shuriken,Mystic Jade Charm,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.2%
Alex,Shuriken,Fuhma Shuriken,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.2%
Alex,Shuriken,Frost Venom Dart,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Alex,Shuriken,Azure Dagger,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.0%
Alex,Shuriken,Flechette,6.6%,0.7%,-9999900.0%,0.2%,-9999900.0%,0.3%
Alex,Shuriken,Wind and Fire Wheels,-9999900.0%,0.2%,-9999900.0%,0.3%,-9999900.0%,0.1%
Alex,Shuriken,Death Rune,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Alex,Shuriken,Sudarsana,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Alex,Shuriken,Petal Torrent,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.2%
Alex,Tonfa,Tactical Tonfa,3.9%,8.4%,7.8%,5.4%,13.1%,4.6%
Alex,Tonfa,Mai Sok,-9999900.0%,0.2%,-9999900.0%,0.5%,18.0%,5.5%
Alex,Tonfa,Plasma Tonfa,0.5%,1.2%,11.5%,5.8%,19.5%,13.8%
Aya,Assault Rifle,AK-12,5.1%,0.8%,9.8%,1.3%,13.3%,0.9%
Aya,Assault Rifle,XCR,16.0%,2.5%,12.9%,1.5%,17.7%,1.3%
Aya,Assault Rifle,Type 95,2.7%,1.0%,-9999900.0%,0.4%,8.7%,3.0%
Aya,Assault Rifle,Agni,9.7%,84.7%,14.1%,87.9%,21.0%,87.0%
Aya,Pistol,Devil's Marksman,3.2%,19.8%,11.2%,41.3%,15.2%,46.3%
Aya,Pistol,Elegance,3.5%,18.6%,8.6%,19.6%,18.6%,13.2%
Aya,Pistol,Electron Blaster,2.9%,8.2%,4.9%,6.9%,16.5%,11.4%
Aya,Pistol,Magnum-Boa,3.0%,34.8%,9.7%,19.6%,17.6%,17.9%
Aya,Pistol,Kelte,29.4%,6.0%,57.0%,3.5%,55.6%,3.1%
Aya,Sniper,Tac-50,2.3%,5.5%,3.3%,7.3%,17.0%,5.0%
Aya,Sniper,Intervention,4.7%,11.8%,9.1%,17.1%,11.6%,21.1%
Aya,Sniper,NTW-20,2.6%,38.9%,6.6%,27.9%,15.4%,26.6%
Aya,Sniper,Polaris,1.6%,19.6%,8.2%,32.1%,13.0%,32.6%
Aya,Sniper,The Deadly Ray,19.0%,13.0%,27.7%,5.4%,47.5%,5.6%
Barbara,Bat,Statue of Soteria,4.0%,2.0%,8.9%,9.7%,11.4%,16.3%
Barbara,Bat,Mallet,4.8%,2.4%,-9999900.0%,1.1%,12.5%,2.3%
Barbara,Bat,Spy Umbrella,6.3%,72.8%,11.8%,75.0%,17.8%,68.6%
Barbara,Bat,Magic Stick,23.9%,7.9%,46.3%,2.3%,39.2%,2.4%
Barbara,Bat,Monkey King Bar,30.2%,1.5%,-9999900.0%,1.2%,-9999900.0%,0.8%
Bernice,Sniper,Tac-50,6.7%,75.3%,14.5%,62.9%,20.5%,57.5%
Bernice,Sniper,Intervention,-9999900.0%,0.1%,-9999900.0%,0.4%,20.5%,2.6%
Bernice,Sniper,NTW-20,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.1%
Bernice,Sniper,Polaris,4.1%,18.4%,12.9%,31.6%,16.5%,35.1%
Bernice,Sniper,The Deadly Ray,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.1%
Cathy,Dagger,Carnwennan,1.6%,14.1%,8.0%,11.5%,14.6%,16.5%
Cathy,Dagger,Mount Slicer,0.0%,0.4%,-9999900.0%,0.5%,-9999900.0%,0.1%
Cathy,Dagger,Vibroblade,1.6%,46.6%,7.2%,51.7%,14.1%,48.2%
Cathy,Dagger,Damascus Steel Thorn,4.0%,23.9%,13.2%,24.1%,20.6%,23.8%
Cathy,Dagger,Fragarach,25.8%,8.4%,48.3%,6.6%,51.0%,6.9%
Chiara,Rapier,Durendal Mk2,3.6%,5.1%,8.7%,4.8%,11.2%,3.5%
Chiara,Rapier,Mistilteinn,4.6%,14.1%,13.5%,18.1%,20.6%,21.7%
Chiara,Rapier,Volticletto,3.7%,34.5%,9.5%,29.7%,15.9%,19.4%
Chiara,Rapier,Meteor Claymore,8.7%,0.7%,-9999900.0%,0.4%,-9999900.0%,0.2%
Chiara,Rapier,Joyeuse,17.0%,0.9%,-9999900.0%,0.5%,-9999900.0%,0.5%
Chiara,Rapier,Red Panther,4.3%,34.9%,13.2%,35.5%,19.0%,43.6%
Eleven,Hammer,Fang Mace,0.0%,3.2%,-9999900.0%,2.5%,7.2%,3.9%
Eleven,Hammer,Hammer of Dagda,1.3%,10.5%,3.0%,13.2%,16.1%,13.4%
Eleven,Hammer,Hammer of Thor,0.8%,71.4%,4.3%,72.8%,11.2%,70.9%
Eleven,Hammer,Peacebringer,30.0%,3.1%,-9999900.0%,0.9%,-9999900.0%,1.0%
Eleven,Hammer,Evening Star,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.6%
Emma,Shuriken,Cards of Tyranny,3.6%,6.3%,12.7%,5.1%,12.4%,3.5%
Emma,Shuriken,Mystic Jade Charm,8.5%,13.3%,13.2%,10.7%,20.4%,6.3%
Emma,Shuriken,Fuhma Shuriken,5.7%,55.3%,12.5%,60.0%,14.6%,54.8%
Emma,Shuriken,Frost Venom Dart,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Emma,Shuriken,Azure Dagger,-9999900.0%,0.2%,-9999900.0%,1.2%,-9999900.0%,1.2%
Emma,Shuriken,Flechette,7.6%,2.8%,-9999900.0%,0.5%,-9999900.0%,1.3%
Emma,Shuriken,Wind and Fire Wheels,3.2%,7.5%,11.0%,9.2%,13.2%,21.4%
Emma,Shuriken,Death Rune,12.5%,1.4%,4.5%,1.5%,-9999900.0%,1.4%
Emma,Shuriken,Sudarsana,32.6%,0.9%,-9999900.0%,0.9%,-9999900.0%,0.4%
Emma,Shuriken,Petal Torrent,7.4%,0.5%,-9999900.0%,0.3%,-9999900.0%,0.1%
Fiora,Rapier,Durendal Mk2,6.2%,58.6%,11.1%,62.9%,17.6%,66.7%
Fiora,Rapier,Mistilteinn,5.4%,1.3%,9.9%,2.2%,-9999900.0%,1.0%
Fiora,Rapier,Volticletto,6.7%,16.9%,9.4%,17.1%,21.0%,16.1%
Fiora,Rapier,Meteor Claymore,19.5%,10.3%,27.1%,7.5%,34.7%,5.1%
Fiora,Rapier,Joyeuse,25.2%,2.8%,33.3%,2.4%,37.9%,3.9%
Fiora,Rapier,Red Panther,3.7%,3.2%,8.5%,2.6%,5.1%,2.3%
Fiora,Spear,Gentian Silver Gun,3.1%,9.1%,7.0%,12.7%,16.0%,19.3%
Fiora,Spear,Eighteen Foot Spear,4.6%,27.8%,8.3%,22.7%,26.5%,24.0%
Fiora,Spear,Cosmic Bident,10.3%,5.8%,-9999900.0%,3.7%,-9999900.0%,0.9%
Fiora,Spear,Lance of Poseidon,0.0%,1.0%,-9999900.0%,2.1%,-9999900.0%,1.1%
Fiora,Spear,Blazing Lance,17.8%,2.1%,-9999900.0%,2.8%,-9999900.0%,1.8%
Fiora,Spear,Fangtian Huaji,-9999900.0%,0.5%,-9999900.0%,0.6%,-9999900.0%,0.0%
Fiora,Spear,Dragon Guandao,7.5%,41.6%,11.8%,41.0%,15.0%,41.1%
Fiora,Spear,Spear of Longinus,41.3%,6.3%,40.0%,4.4%,-9999900.0%,5.5%
Fiora,Two-Handed Sword,Thuận Thiên,1.5%,9.8%,10.2%,20.6%,18.0%,10.4%
Fiora,Two-Handed Sword,Arondight,2.1%,2.9%,3.4%,4.8%,10.2%,6.9%
Fiora,Two-Handed Sword,Excalibur,11.6%,3.2%,-9999900.0%,1.0%,-9999900.0%,0.8%
Fiora,Two-Handed Sword,Plasma Sword,0.0%,11.0%,2.1%,11.6%,3.5%,16.6%
Fiora,Two-Handed Sword,Aurora Longsword,1.4%,5.9%,15.0%,9.1%,15.3%,16.8%
Fiora,Two-Handed Sword,Laevateinn,21.9%,2.0%,22.9%,7.7%,-9999900.0%,4.4%
Fiora,Two-Handed Sword,Monohoshizao,13.4%,49.2%,18.2%,26.2%,16.7%,29.4%
Fiora,Two-Handed Sword,Hovud,6.0%,2.4%,-9999900.0%,1.9%,-9999900.0%,2.8%
Fiora,Two-Handed Sword,Dáinsleif,52.5%,3.2%,-9999900.0%,2.3%,-9999900.0%,2.8%
Hart,Guitar,Bohemian,7.6%,7.1%,8.2%,8.1%,18.9%,12.6%
Hart,Guitar,Stairway to Heaven,10.4%,1.4%,7.1%,1.2%,-9999900.0%,1.0%
Hart,Guitar,Purple Haze,3.5%,1.7%,-9999900.0%,1.0%,-9999900.0%,0.4%
Hart,Guitar,Satisfaction,3.3%,8.1%,14.0%,10.0%,16.0%,9.9%
Hart,Guitar,Wonderful Tonight,28.8%,1.0%,65.3%,1.4%,-9999900.0%,1.1%
Hart,Guitar,The Wall,1.7%,26.0%,6.7%,32.8%,11.6%,26.5%
Hart,Guitar,Teen Spirit,14.1%,48.3%,20.7%,40.7%,22.7%,44.6%
Hyejin,Bow,Ancient Bolt,1.8%,1.8%,12.8%,0.7%,-9999900.0%,0.3%
Hyejin,Bow,Golden-Ratio Bow,2.7%,3.2%,9.2%,5.3%,14.2%,5.7%
Hyejin,Bow,Twinbow,1.8%,5.0%,7.1%,13.5%,10.5%,11.5%
Hyejin,Bow,Elemental Bow,3.4%,48.9%,11.0%,53.9%,18.8%,57.4%
Hyejin,Bow,Jebe's Altered Bow,2.6%,24.8%,13.1%,12.2%,15.5%,10.8%
Hyejin,Bow,Argyrotoxus,21.0%,4.1%,38.7%,3.1%,60.4%,4.4%
Hyejin,Bow,Failnaught,34.2%,1.0%,65.3%,1.0%,56.1%,1.0%
Hyejin,Shuriken,Cards of Tyranny,1.7%,37.4%,9.2%,25.5%,14.8%,23.5%
Hyejin,Shuriken,Mystic Jade Charm,0.0%,6.9%,17.0%,25.7%,23.2%,26.4%
Hyejin,Shuriken,Fuhma Shuriken,2.7%,6.0%,7.8%,21.7%,26.6%,17.5%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,2.2%,-9999900.0%,1.8%,-9999900.0%,0.9%
Hyejin,Shuriken,Azure Dagger,-9999900.0%,1.7%,-9999900.0%,0.5%,-9999900.0%,0.8%
Hyejin,Shuriken,Flechette,2.3%,3.5%,-9999900.0%,2.6%,18.4%,6.4%
Hyejin,Shuriken,Wind and Fire Wheels,-9999900.0%,2.2%,13.3%,8.2%,20.2%,10.1%
Hyejin,Shuriken,Death Rune,-9999900.0%,1.3%,-9999900.0%,0.4%,-9999900.0%,1.3%
Hyejin,Shuriken,Sudarsana,-9999900.0%,0.9%,-9999900.0%,1.8%,-9999900.0%,1.8%
Hyejin,Shuriken,Petal Torrent,10.9%,29.3%,22.7%,5.5%,24.6%,5.5%
Hyunwoo,Tonfa,Tactical Tonfa,4.6%,37.4%,10.0%,37.8%,14.6%,14.4%
Hyunwoo,Tonfa,Mai Sok,11.2%,16.9%,14.6%,17.3%,17.4%,31.5%
Hyunwoo,Tonfa,Plasma Tonfa,6.2%,41.2%,13.0%,41.0%,16.8%,50.9%
Hyunwoo,Glove,One Inch Punch,4.0%,13.3%,9.4%,20.3%,16.3%,21.3%
Hyunwoo,Glove,Divine Fist,5.2%,40.2%,12.9%,25.8%,21.0%,20.3%
Hyunwoo,Glove,Bloodwing Knuckles,2.6%,5.6%,9.5%,20.8%,15.5%,21.9%
Hyunwoo,Glove,Frost Petal Hand,3.0%,4.8%,10.5%,4.2%,20.8%,5.0%
Hyunwoo,Glove,Buddha's Palm,3.4%,12.4%,10.2%,13.5%,15.3%,17.1%
Hyunwoo,Glove,Brasil Gauntlet,4.1%,6.3%,9.3%,4.0%,17.5%,5.0%
Hyunwoo,Glove,White Claw Punch,3.3%,5.2%,4.8%,2.2%,13.6%,1.4%
Hyunwoo,Glove,Imperial Silk Gloves,18.8%,2.7%,30.9%,1.8%,49.3%,1.2%
Isol,Assault Rifle,AK-12,6.6%,10.7%,14.0%,20.0%,17.3%,25.1%
Isol,Assault Rifle,XCR,14.0%,17.1%,13.9%,4.2%,13.0%,2.1%
Isol,Assault Rifle,Type 95,5.6%,8.3%,10.2%,6.9%,16.2%,7.3%
Isol,Assault Rifle,Agni,9.1%,54.1%,14.1%,61.5%,18.2%,57.8%
Isol,Pistol,Devil's Marksman,6.7%,9.6%,11.6%,27.5%,14.7%,36.4%
Isol,Pistol,Elegance,12.5%,47.0%,13.6%,33.2%,15.4%,32.8%
Isol,Pistol,Electron Blaster,7.8%,30.3%,8.5%,29.9%,12.2%,21.0%
Isol,Pistol,Magnum-Boa,6.6%,7.3%,8.3%,4.0%,12.7%,4.5%
Isol,Pistol,Kelte,39.1%,1.8%,-9999900.0%,1.5%,-9999900.0%,1.4%
Jackie,Axe,Beam Axe,1.2%,15.5%,6.8%,16.9%,14.4%,21.2%
Jackie,Axe,Santa Muerte,10.8%,25.4%,13.7%,17.6%,21.3%,9.7%
Jackie,Axe,Scythe,3.6%,6.6%,10.0%,14.1%,18.6%,35.5%
Jackie,Axe,Parashu,1.7%,5.4%,10.1%,8.3%,10.9%,3.2%
Jackie,Axe,Harpe,3.1%,1.2%,12.0%,4.8%,19.0%,3.4%
Jackie,Axe,The Juggernaut,2.7%,38.4%,8.5%,31.6%,13.6%,23.4%
Jackie,Two-Handed Sword,Thuận Thiên,2.2%,1.8%,-9999900.0%,1.4%,-9999900.0%,2.9%
Jackie,Two-Handed Sword,Arondight,2.7%,7.5%,6.6%,11.9%,-9999900.0%,5.9%
Jackie,Two-Handed Sword,Excalibur,7.8%,7.2%,-9999900.0%,3.3%,-9999900.0%,7.5%
Jackie,Two-Handed Sword,Plasma Sword,0.0%,2.3%,-9999900.0%,3.1%,-9999900.0%,3.3%
Jackie,Two-Handed Sword,Aurora Longsword,3.0%,9.4%,8.3%,6.3%,-9999900.0%,7.7%
Jackie,Two-Handed Sword,Laevateinn,-9999900.0%,1.4%,-9999900.0%,2.4%,-9999900.0%,2.2%
Jackie,Two-Handed Sword,Monohoshizao,6.9%,53.1%,15.2%,51.6%,16.2%,55.6%
Jackie,Two-Handed Sword,Hovud,-9999900.0%,1.1%,-9999900.0%,2.5%,-9999900.0%,0.7%
Jackie,Two-Handed Sword,Dáinsleif,-9999900.0%,1.6%,-9999900.0%,2.2%,-9999900.0%,1.8%
Jackie,Dual Swords,Divine Dual Swords,4.2%,23.3%,6.4%,20.1%,10.7%,14.0%
Jackie,Dual Swords,Starsteel Twin Swords,14.8%,8.2%,19.6%,2.7%,32.0%,2.7%
Jackie,Dual Swords,Dioscuri,1.8%,25.7%,5.7%,17.0%,9.1%,15.9%
Jackie,Dual Swords,Lloigor & Zahr,3.8%,39.2%,12.4%,57.9%,19.6%,65.4%
Jackie,Dagger,Carnwennan,3.2%,33.8%,10.2%,28.8%,13.8%,32.3%
Jackie,Dagger,Mount Slicer,1.9%,1.3%,15.0%,1.7%,-9999900.0%,1.2%
Jackie,Dagger,Vibroblade,3.1%,47.2%,8.0%,42.4%,12.6%,47.8%
Jackie,Dagger,Damascus Steel Thorn,7.0%,2.4%,14.3%,13.5%,10.0%,4.4%
Jackie,Dagger,Fragarach,25.0%,10.2%,43.9%,8.3%,41.3%,7.9%
Leon,Glove,One Inch Punch,1.6%,2.4%,7.9%,4.2%,14.3%,4.2%
Leon,Glove,Divine Fist,2.3%,6.0%,9.6%,14.7%,13.8%,9.2%
Leon,Glove,Bloodwing Knuckles,1.3%,1.0%,7.5%,1.2%,12.0%,4.7%
Leon,Glove,Frost Petal Hand,6.5%,70.4%,14.1%,58.1%,19.8%,52.6%
Leon,Glove,Buddha's Palm,0.0%,1.2%,7.6%,1.7%,12.0%,6.9%
Leon,Glove,Brasil Gauntlet,0.9%,4.4%,9.5%,4.2%,12.5%,7.2%
Leon,Glove,White Claw Punch,3.6%,3.2%,8.1%,4.9%,12.7%,5.7%
Leon,Glove,Imperial Silk Gloves,22.7%,0.8%,-9999900.0%,0.6%,-9999900.0%,0.6%
Lenox,Whip,Thunder Whip,6.1%,3.2%,11.9%,1.7%,11.3%,1.7%
Lenox,Whip,Gleipnir,4.6%,87.1%,11.0%,88.7%,17.5%,89.1%
Lenox,Whip,Plasma Whip,0.5%,1.7%,3.8%,1.2%,9.5%,1.5%
Lenox,Whip,Bloody Nine Tails,39.7%,2.4%,61.1%,3.2%,64.4%,2.9%
Li Dailin,Glove,One Inch Punch,2.5%,3.8%,7.8%,6.3%,17.4%,6.7%
Li Dailin,Glove,Divine Fist,2.9%,34.2%,9.8%,28.5%,18.2%,22.3%
Li Dailin,Glove,Bloodwing Knuckles,0.8%,10.8%,8.7%,16.4%,14.4%,20.5%
Li Dailin,Glove,Frost Petal Hand,1.9%,13.2%,12.1%,19.1%,16.4%,27.1%
Li Dailin,Glove,Buddha's Palm,2.8%,3.7%,8.2%,3.2%,13.7%,2.6%
Li Dailin,Glove,Brasil Gauntlet,1.0%,0.8%,-9999900.0%,0.7%,-9999900.0%,1.0%
Li Dailin,Glove,White Claw Punch,3.6%,23.1%,7.1%,16.3%,13.9%,13.0%
Li Dailin,Glove,Imperial Silk Gloves,10.4%,5.0%,34.5%,3.5%,35.2%,2.7%
Li Dailin,Nunchaku,The Smiting Dragon,0.2%,15.4%,10.1%,32.7%,14.7%,23.3%
Li Dailin,Nunchaku,Vibro Nunchaku,2.0%,54.7%,9.0%,54.9%,13.6%,54.0%
Li Dailin,Nunchaku,Cerberus,3.6%,25.3%,5.8%,8.2%,19.5%,19.4%
Luke,Bat,Statue of Soteria,1.6%,35.0%,5.7%,34.9%,10.8%,31.6%
Luke,Bat,Mallet,2.2%,42.8%,6.9%,47.5%,11.0%,50.9%
Luke,Bat,Spy Umbrella,0.6%,0.9%,5.9%,0.7%,12.1%,1.0%
Luke,Bat,Magic Stick,13.8%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.1%
Luke,Bat,Monkey King Bar,31.7%,12.3%,48.4%,10.1%,57.1%,10.2%
Magnus,Bat,Statue of Soteria,2.4%,26.9%,4.5%,17.9%,10.6%,28.6%
Magnus,Bat,Mallet,1.4%,34.5%,10.1%,34.4%,14.4%,18.6%
Magnus,Bat,Spy Umbrella,1.3%,19.8%,8.8%,32.2%,16.7%,39.8%
Magnus,Bat,Magic Stick,10.9%,4.1%,20.0%,3.2%,-9999900.0%,2.2%
Magnus,Bat,Monkey King Bar,16.8%,9.7%,38.7%,5.0%,54.5%,4.1%
Magnus,Hammer,Fang Mace,3.8%,69.2%,10.4%,65.6%,18.1%,68.1%
Magnus,Hammer,Hammer of Dagda,5.6%,10.1%,7.6%,9.5%,12.1%,7.9%
Magnus,Hammer,Hammer of Thor,1.6%,5.6%,8.9%,11.2%,14.0%,11.0%
Magnus,Hammer,Peacebringer,24.6%,1.4%,51.6%,1.7%,57.3%,2.4%
Magnus,Hammer,Evening Star,13.1%,8.5%,29.1%,5.4%,33.8%,3.8%
Nadine,Bow,Ancient Bolt,9.4%,11.7%,12.0%,9.4%,10.2%,6.4%
Nadine,Bow,Golden-Ratio Bow,7.6%,3.7%,11.9%,13.3%,15.8%,35.8%
Nadine,Bow,Twinbow,8.1%,59.9%,11.4%,49.5%,15.8%,35.1%
Nadine,Bow,Elemental Bow,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.3%
Nadine,Bow,Jebe's Altered Bow,6.8%,11.5%,10.7%,14.8%,15.9%,9.2%
Nadine,Bow,Argyrotoxus,47.1%,1.9%,57.5%,1.7%,52.4%,3.7%
Nadine,Bow,Failnaught,46.0%,2.8%,57.0%,3.4%,67.1%,2.2%
Nadine,Crossbow,The Legend of The General,8.2%,39.1%,11.7%,47.0%,20.0%,31.3%
Nadine,Crossbow,Ballista,7.7%,18.2%,10.9%,19.5%,16.6%,23.9%
Nadine,Crossbow,Sniper Crossbow,9.0%,20.8%,11.1%,11.0%,21.3%,26.1%
Nadine,Crossbow,The Golden Ghost,5.2%,4.8%,4.9%,6.6%,7.0%,5.0%
Nadine,Crossbow,Sharanga,46.2%,5.3%,41.5%,5.3%,-9999900.0%,3.0%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.0%,4.0%,1.9%,-9999900.0%,0.1%
Rozzi,Pistol,Elegance,2.2%,0.9%,6.6%,1.9%,12.2%,0.9%
Rozzi,Pistol,Electron Blaster,6.2%,75.3%,11.6%,63.8%,16.4%,67.5%
Rozzi,Pistol,Magnum-Boa,3.7%,14.7%,8.2%,23.7%,11.5%,23.1%
Rozzi,Pistol,Kelte,27.6%,1.7%,47.8%,2.3%,50.7%,2.7%
Shoichi,Dagger,Carnwennan,0.0%,0.3%,15.9%,1.0%,-9999900.0%,0.3%
Shoichi,Dagger,Mount Slicer,2.7%,88.9%,9.8%,88.8%,17.1%,89.5%
Shoichi,Dagger,Vibroblade,1.0%,1.1%,-9999900.0%,0.7%,-9999900.0%,0.9%
Shoichi,Dagger,Damascus Steel Thorn,3.0%,0.6%,20.0%,1.3%,17.9%,2.2%
Shoichi,Dagger,Fragarach,23.0%,1.2%,52.0%,2.2%,54.0%,2.0%
Silvia,Pistol,Devil's Marksman,7.0%,29.0%,20.9%,14.6%,17.7%,20.9%
Silvia,Pistol,Elegance,1.7%,21.5%,5.2%,36.9%,14.5%,23.9%
Silvia,Pistol,Electron Blaster,1.5%,25.7%,4.9%,22.4%,11.2%,21.7%
Silvia,Pistol,Magnum-Boa,1.7%,11.1%,6.5%,14.6%,15.1%,22.5%
Silvia,Pistol,Kelte,29.4%,5.4%,49.0%,4.5%,51.1%,5.1%
Sissela,Shuriken,Cards of Tyranny,1.4%,8.3%,7.1%,5.2%,9.0%,4.0%
Sissela,Shuriken,Mystic Jade Charm,5.2%,3.4%,11.2%,17.5%,19.4%,12.9%
Sissela,Shuriken,Fuhma Shuriken,6.3%,4.4%,12.3%,7.1%,19.6%,5.6%
Sissela,Shuriken,Frost Venom Dart,0.1%,7.7%,0.0%,3.5%,0.9%,2.3%
Sissela,Shuriken,Azure Dagger,1.9%,0.7%,13.7%,1.9%,-9999900.0%,0.6%
Sissela,Shuriken,Flechette,5.0%,11.3%,8.8%,5.8%,22.7%,5.4%
Sissela,Shuriken,Wind and Fire Wheels,3.0%,17.5%,9.1%,29.7%,16.0%,47.9%
Sissela,Shuriken,Death Rune,12.0%,0.5%,-9999900.0%,0.3%,21.3%,0.9%
Sissela,Shuriken,Sudarsana,43.3%,0.6%,47.9%,0.9%,50.9%,1.1%
Sissela,Shuriken,Petal Torrent,9.8%,32.3%,18.7%,18.4%,25.1%,12.3%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.2%
Sissela,Throw,Incendiary Bomb,3.7%,23.8%,7.7%,16.7%,16.8%,22.9%
Sissela,Throw,David's Sling,4.9%,16.9%,16.6%,14.4%,13.4%,12.1%
Sissela,Throw,Grenade of Antioch,10.0%,14.3%,12.8%,5.9%,24.7%,5.1%
Sissela,Throw,Ruthenium Marble,3.4%,32.6%,13.4%,49.2%,22.7%,48.8%
Sua,Hammer,Fang Mace,6.0%,58.5%,12.2%,37.1%,16.7%,34.5%
Sua,Hammer,Hammer of Dagda,4.0%,4.7%,10.4%,5.6%,14.8%,5.8%
Sua,Hammer,Hammer of Thor,4.1%,21.7%,8.8%,42.8%,14.9%,48.2%
Sua,Hammer,Peacebringer,28.6%,0.9%,43.7%,1.4%,61.1%,2.0%
Sua,Hammer,Evening Star,16.2%,3.9%,23.9%,2.1%,40.4%,1.2%
Xiukai,Spear,Gentian Silver Gun,7.2%,1.3%,-9999900.0%,0.9%,9.3%,3.5%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.3%,-9999900.0%,0.1%,-9999900.0%,0.1%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Lance of Poseidon,8.5%,59.3%,11.7%,52.8%,19.3%,41.8%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.1%
Xiukai,Spear,Fangtian Huaji,6.9%,26.0%,14.9%,24.7%,19.9%,24.9%
Xiukai,Spear,Dragon Guandao,5.5%,3.4%,14.4%,9.4%,15.1%,18.3%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.0%,-9999900.0%,0.2%,-9999900.0%,0.0%
Xiukai,Dagger,Carnwennan,0.0%,1.7%,-9999900.0%,0.8%,-9999900.0%,1.8%
Xiukai,Dagger,Mount Slicer,6.8%,85.5%,14.3%,84.7%,20.2%,80.4%
