Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Isol,Pistol,10.8%,1.1%,1.0,7.5,12.1%,1.6%,1.0,4.4,19.2%,0.7%,1.1,3.3
Jackie,Axe,6.4%,0.8%,1.0,8.0,13.5%,0.8%,1.4,5.0,22.1%,1.2%,1.5,3.3
Jackie,Two-Handed Sword,4.5%,0.5%,0.7,7.8,18.2%,0.4%,1.0,4.3,16.7%,0.2%,1.2,3.7
Jackie,Dual Sword,4.2%,1.0%,1.1,8.9,15.7%,2.8%,1.3,4.4,21.4%,5.3%,1.3,3.2
Jackie,Dagger,3.7%,2.1%,1.0,7.5,14.6%,0.7%,1.2,4.2,14.7%,0.8%,1.1,3.3
Lenox,Whip,6.4%,1.1%,0.9,9.5,15.9%,1.8%,1.2,4.6,17.7%,2.4%,0.9,3.5
Leon,Glove,5.4%,2.6%,1.2,9.7,19.4%,2.9%,1.2,4.4,22.7%,3.4%,0.9,3.3
Li Dailin,Glove,3.2%,2.5%,1.1,8.4,14.1%,2.1%,1.4,4.2,17.6%,3.2%,1.2,3.5
Li Dailin,Nunchaku,4.7%,0.4%,0.9,8.7,8.2%,0.7%,1.1,4.8,12.0%,2.1%,0.9,3.3
Luke,Bat,4.8%,3.0%,1.1,10.0,12.2%,3.6%,1.5,4.8,16.5%,1.5%,1.3,3.7
Magnus,Bat,3.3%,1.3%,0.9,8.0,6.8%,0.5%,0.8,4.7,14.9%,0.6%,1.1,3.8
Magnus,Hammer,5.0%,2.3%,1.0,8.7,10.7%,2.6%,1.0,4.5,21.5%,2.3%,1.0,3.2
Nadine,Bow,16.1%,2.4%,1.1,8.9,19.5%,1.6%,1.2,4.6,19.0%,1.8%,1.1,3.2
Nadine,Crossbow,11.9%,1.6%,1.1,8.7,10.7%,0.5%,1.5,4.3,26.8%,0.8%,2.0,3.5
Rozzi,Pistol,7.2%,5.4%,1.0,9.5,16.8%,5.3%,1.6,4.5,19.3%,3.8%,1.4,3.5
Shoichi,Dagger,2.6%,8.3%,1.2,10.6,15.5%,2.3%,1.4,4.9,14.3%,1.3%,1.1,3.6
Silvia,Pistol,6.2%,2.8%,1.0,8.8,13.2%,1.1%,0.8,4.8,18.7%,1.8%,0.9,3.3
Sissela,Shuriken,6.9%,3.5%,1.0,11.0,16.8%,2.8%,1.3,4.6,21.7%,2.3%,1.2,3.3
Sissela,Throw,6.6%,1.0%,1.3,9.2,11.1%,0.4%,1.2,5.2,22.5%,1.4%,1.0,3.4
Sua,Hammer,6.7%,3.8%,1.0,8.9,12.0%,3.8%,0.9,4.5,17.3%,3.3%,0.9,3.5
Xiukai,Spear,13.8%,1.4%,1.0,7.7,12.3%,1.1%,1.0,5.0,24.3%,0.8%,0.8,3.7
Xiukai,Dagger,5.5%,0.5%,0.6,7.8,17.2%,2.7%,1.1,4.4,22.1%,2.2%,0.8,3.3
Yuki,Two-Handed Sword,6.6%,5.7%,0.8,8.6,14.2%,3.7%,1.0,4.6,16.8%,2.8%,0.8,3.4
Yuki,Dual Sword,4.0%,0.3%,0.8,8.3,15.0%,0.7%,1.0,4.5,18.6%,3.5%,1.0,3.4
Zahir,Throw,6.8%,0.9%,1.1,9.8,10.8%,0.9%,1.1,5.0,8.6%,0.3%,0.7,3.9
Zahir,Shuriken,6.1%,1.2%,1.2,9.8,15.5%,1.7%,1.3,4.9,16.1%,0.9%,1.2,3.7
All Melee,,5.3%,57.5%,1.0,9.0,14.9%,53.9%,1.2,4.5,19.0%,50.4%,1.1,3.4
All Ranged,,8.6%,39.7%,1.1,9.5,15.8%,39.9%,1.3,4.6,20.1%,38.7%,1.1,3.4
