Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Fiora,Two Handed Sword,Thuận Thiên,0.7%,40.7%,0.0%,50.7%,-9999900.0%,40.6%
Fiora,Two Handed Sword,Arondight,-9999900.0%,5.6%,-9999900.0%,2.9%,-9999900.0%,3.1%
Fiora,Two Handed Sword,Excalibur,-9999900.0%,6.5%,-9999900.0%,0.0%,-9999900.0%,0.0%
Fiora,Two Handed Sword,Plasma Sword,-9999900.0%,3.4%,-9999900.0%,2.2%,-9999900.0%,6.3%
Fiora,Two Handed Sword,Laevateinn,12.0%,30.5%,-9999900.0%,15.4%,-9999900.0%,34.4%
Fiora,Two Handed Sword,Monohoshizao,-9999900.0%,4.8%,-9999900.0%,0.7%,-9999900.0%,3.1%
Fiora,Two Handed Sword,Hovud,-9999900.0%,1.4%,-9999900.0%,22.8%,-9999900.0%,0.0%
Fiora,Two Handed Sword,Dáinsleif,-9999900.0%,5.9%,-9999900.0%,3.7%,-9999900.0%,3.1%
Hart,Guitar,Bohemian,2.1%,7.6%,10.1%,14.7%,17.3%,25.9%
Hart,Guitar,Stairway to Heaven,14.8%,18.1%,20.8%,7.2%,-9999900.0%,3.5%
Hart,Guitar,Purple Haze,12.8%,5.0%,-9999900.0%,5.9%,36.2%,10.8%
Hart,Guitar,Satisfaction,5.1%,14.6%,10.1%,16.1%,-9999900.0%,7.4%
Hart,Guitar,Wonderful Tonight,17.6%,7.6%,-9999900.0%,2.4%,-9999900.0%,4.8%
Hart,Guitar,The Wall,3.8%,40.8%,14.5%,30.8%,14.3%,37.8%
Hart,Guitar,Teen Spirit,-9999900.0%,0.5%,11.9%,18.1%,-9999900.0%,5.4%
Hyejin,Bow,Ancient Bolt,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.0%
Hyejin,Bow,Golden-Ratio Bow,-9999900.0%,0.0%,-9999900.0%,1.8%,-9999900.0%,0.1%
Hyejin,Bow,Twinbow,2.0%,9.9%,-9999900.0%,2.0%,-9999900.0%,2.7%
Hyejin,Bow,Elemental Bow,5.6%,79.5%,14.8%,84.8%,27.2%,88.1%
Hyejin,Bow,Failnaught,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.2%
Hyejin,Shuriken,Cards of Tyranny,-9999900.0%,0.0%,-9999900.0%,0.7%,-9999900.0%,0.0%
Hyejin,Shuriken,Mystic Jade Charm,-9999900.0%,6.3%,-9999900.0%,13.2%,30.9%,20.4%
Hyejin,Shuriken,Fuhma Shuriken,-9999900.0%,0.0%,-9999900.0%,20.4%,-9999900.0%,1.5%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,3.1%,-9999900.0%,2.0%,-9999900.0%,4.1%
Hyejin,Shuriken,Azure Dagger,-9999900.0%,0.0%,-9999900.0%,8.6%,-9999900.0%,0.0%
Hyejin,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Hyejin,Shuriken,Wind and Fire Wheels,-9999900.0%,6.3%,-9999900.0%,21.1%,15.4%,28.9%
Hyejin,Shuriken,Death Rune,-9999900.0%,3.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Hyejin,Shuriken,Sudarsana,-9999900.0%,3.1%,-9999900.0%,1.3%,-9999900.0%,2.2%
Hyejin,Shuriken,Petal Torrent,-9999900.0%,78.1%,-9999900.0%,28.9%,40.4%,36.7%
Hyunwoo,Tonfa,Tactical Tonfa,4.3%,36.6%,16.4%,26.8%,16.3%,17.0%
Hyunwoo,Tonfa,Mai Sok,-9999900.0%,5.4%,-9999900.0%,5.5%,20.5%,26.1%
Hyunwoo,Tonfa,Plasma Tonfa,7.2%,54.4%,13.2%,65.4%,15.6%,50.9%
Hyunwoo,Glove,One Inch Punch,10.7%,22.0%,6.5%,23.3%,15.4%,14.2%
Hyunwoo,Glove,Divine Fist,12.3%,26.4%,7.1%,7.6%,12.9%,19.1%
Hyunwoo,Glove,Bloodwing Knuckles,16.2%,22.1%,11.4%,17.9%,26.1%,32.4%
Hyunwoo,Glove,Frost Petal Hand,-9999900.0%,0.2%,16.9%,13.4%,-9999900.0%,4.4%
Hyunwoo,Glove,Buddha's Palm,-9999900.0%,1.0%,-9999900.0%,3.6%,-9999900.0%,3.8%
Hyunwoo,Glove,Brasil Gauntlet,11.0%,14.3%,8.4%,21.8%,11.9%,16.1%
Hyunwoo,Glove,White Claw Punch,-9999900.0%,0.0%,-9999900.0%,1.7%,-9999900.0%,1.6%
Hyunwoo,Glove,Imperial Silk Gloves,20.0%,7.9%,-9999900.0%,2.5%,-9999900.0%,1.9%
Isol,Assault Rifle,AK-12,7.6%,28.0%,10.3%,49.9%,13.1%,68.9%
Isol,Assault Rifle,XCR,17.7%,40.7%,16.5%,36.0%,-9999900.0%,14.0%
Isol,Assault Rifle,Gatling Gun,13.6%,21.8%,-9999900.0%,2.0%,-9999900.0%,5.4%
Isol,Pistol,Devil's Marksman,-9999900.0%,1.5%,-9999900.0%,10.9%,16.9%,52.8%
Isol,Pistol,Elegance,11.5%,31.1%,17.3%,23.3%,15.7%,29.8%
Isol,Pistol,Electron Blaster,2.1%,24.8%,-9999900.0%,13.8%,-9999900.0%,5.1%
Isol,Pistol,Magnum-Boa,8.8%,34.8%,19.5%,45.7%,-9999900.0%,8.1%
Isol,Pistol,Kelte,-9999900.0%,2.7%,-9999900.0%,2.9%,-9999900.0%,0.4%
Jackie,Axe,Beam Axe,-9999900.0%,0.5%,-9999900.0%,1.1%,-9999900.0%,5.4%
Jackie,Axe,Santa Muerte,7.1%,47.6%,-9999900.0%,8.1%,-9999900.0%,6.7%
Jackie,Axe,Scythe,4.6%,29.3%,11.3%,56.3%,15.7%,78.6%
Jackie,Axe,Parashu,1.6%,14.4%,-9999900.0%,7.7%,-9999900.0%,2.0%
Jackie,Axe,Harpe,-9999900.0%,4.1%,12.1%,23.2%,-9999900.0%,4.3%
Jackie,Two Handed Sword,Thuận Thiên,-9999900.0%,7.6%,-9999900.0%,1.1%,-9999900.0%,2.6%
Jackie,Two Handed Sword,Arondight,2.7%,18.6%,-9999900.0%,5.7%,-9999900.0%,42.1%
Jackie,Two Handed Sword,Excalibur,16.0%,25.2%,-9999900.0%,44.8%,-9999900.0%,21.1%
Jackie,Two Handed Sword,Plasma Sword,-9999900.0%,1.5%,-9999900.0%,0.0%,-9999900.0%,0.0%
Jackie,Two Handed Sword,Laevateinn,-9999900.0%,7.1%,-9999900.0%,0.0%,-9999900.0%,2.6%
Jackie,Two Handed Sword,Monohoshizao,5.2%,29.2%,-9999900.0%,39.1%,-9999900.0%,13.2%
Jackie,Two Handed Sword,Hovud,-9999900.0%,0.0%,-9999900.0%,1.1%,-9999900.0%,5.3%
Jackie,Two Handed Sword,Dáinsleif,-9999900.0%,6.0%,-9999900.0%,1.1%,-9999900.0%,0.0%
Jackie,Dual Sword,Divine Dual Swords,2.2%,8.7%,17.0%,11.1%,-9999900.0%,1.6%
Jackie,Dual Sword,Starsteel Twin Swords,18.1%,34.8%,22.2%,15.1%,31.6%,9.2%
Jackie,Dual Sword,Dioscuri,1.7%,49.4%,8.5%,49.2%,9.6%,21.5%
Jackie,Dual Sword,Lloigor & Zahr,0.0%,4.9%,17.3%,23.0%,22.3%,65.4%
Jackie,Dagger,Carnwennan,4.2%,60.6%,10.7%,33.5%,14.8%,57.7%
Jackie,Dagger,Mount Slicer,-9999900.0%,0.6%,-9999900.0%,0.0%,-9999900.0%,0.0%
Jackie,Dagger,Vibroblade,5.0%,21.7%,5.6%,43.1%,19.4%,27.2%
Jackie,Dagger,Fragarach,17.2%,14.0%,-9999900.0%,15.0%,-9999900.0%,12.6%
Lenox,Whip,Thunder Whip,-9999900.0%,0.0%,-9999900.0%,0.2%,-9999900.0%,0.4%
Lenox,Whip,Gleipnir,6.7%,89.3%,17.0%,87.5%,18.2%,90.9%
Lenox,Whip,Plasma Whip,-9999900.0%,0.0%,-9999900.0%,0.4%,-9999900.0%,0.6%
Lenox,Whip,Bloody Nine Tails,-9999900.0%,4.7%,-9999900.0%,3.7%,-9999900.0%,2.4%
Li Dailin,Glove,One Inch Punch,0.0%,7.6%,17.9%,8.2%,-9999900.0%,5.2%
Li Dailin,Glove,Divine Fist,5.1%,27.8%,10.4%,18.3%,12.2%,27.1%
Li Dailin,Glove,Bloodwing Knuckles,2.8%,22.6%,6.7%,22.0%,10.7%,25.2%
Li Dailin,Glove,Frost Petal Hand,5.9%,13.3%,15.7%,28.8%,14.9%,25.0%
Li Dailin,Glove,Buddha's Palm,-9999900.0%,1.4%,-9999900.0%,0.1%,-9999900.0%,0.0%
Li Dailin,Glove,Brasil Gauntlet,-9999900.0%,1.6%,-9999900.0%,1.2%,-9999900.0%,1.4%
Li Dailin,Glove,White Claw Punch,-9999900.0%,2.1%,-9999900.0%,3.1%,-9999900.0%,1.7%
Li Dailin,Glove,Imperial Silk Gloves,9.1%,19.0%,29.0%,10.1%,18.0%,10.3%
Li Dailin,Nunchaku,The Smiting Dragon,6.1%,29.4%,16.3%,59.6%,22.2%,57.2%
Li Dailin,Nunchaku,Vibro Nunchaku,3.6%,67.2%,8.7%,36.8%,17.6%,39.2%
Magnus,Bat,Statue of Soteria,12.7%,47.2%,-9999900.0%,18.2%,-9999900.0%,20.3%
Magnus,Bat,Mallet,-9999900.0%,14.6%,7.3%,34.6%,-9999900.0%,16.5%
Magnus,Bat,Spy Umbrella,-9999900.0%,10.1%,14.8%,34.0%,-9999900.0%,51.9%
Magnus,Bat,Monkey King Bar,21.5%,24.3%,-9999900.0%,5.0%,-9999900.0%,2.5%
Magnus,Hammer,Fang Mace,3.9%,75.1%,11.2%,74.1%,20.4%,65.9%
Magnus,Hammer,Hammer of Dagda,-9999900.0%,2.9%,-9999900.0%,2.0%,-9999900.0%,6.3%
Magnus,Hammer,Hammer of Thor,-9999900.0%,0.6%,3.6%,11.3%,10.0%,11.0%
Magnus,Hammer,Magic Stick,-9999900.0%,8.2%,-9999900.0%,3.9%,-9999900.0%,7.2%
Magnus,Hammer,Evening Star,-9999900.0%,8.6%,-9999900.0%,1.6%,-9999900.0%,3.3%
Nadine,Bow,Ancient Bolt,10.4%,66.6%,16.2%,46.3%,15.2%,37.5%
Nadine,Bow,Golden-Ratio Bow,-9999900.0%,3.7%,18.5%,22.5%,23.8%,40.8%
Nadine,Bow,Twinbow,11.1%,18.1%,12.5%,21.7%,-9999900.0%,7.4%
Nadine,Bow,Elemental Bow,-9999900.0%,0.0%,-9999900.0%,0.4%,-9999900.0%,1.3%
Nadine,Bow,Failnaught,30.5%,6.6%,-9999900.0%,3.8%,-9999900.0%,4.3%
Nadine,Crossbow,The Legend of The General,1.6%,13.0%,-9999900.0%,10.1%,-9999900.0%,4.7%
Nadine,Crossbow,Ballista,5.0%,37.7%,-9999900.0%,7.9%,-9999900.0%,0.0%
Nadine,Crossbow,Sniper Crossbow,-9999900.0%,2.5%,-9999900.0%,20.6%,-9999900.0%,45.3%
Nadine,Crossbow,The Golden Ghost,4.7%,31.4%,9.6%,49.7%,-9999900.0%,43.8%
Nadine,Crossbow,Sharanga,-9999900.0%,9.8%,-9999900.0%,6.3%,-9999900.0%,3.1%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Rozzi,Pistol,Elegance,-9999900.0%,0.6%,-9999900.0%,0.4%,-9999900.0%,0.8%
Rozzi,Pistol,Electron Blaster,4.9%,82.1%,11.6%,83.0%,21.1%,85.2%
Rozzi,Pistol,Magnum-Boa,9.3%,8.6%,9.8%,7.1%,26.1%,8.2%
Rozzi,Pistol,Kelte,29.5%,2.9%,-9999900.0%,3.3%,-9999900.0%,1.8%
Shoichi,Dagger,Carnwennan,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.4%
Shoichi,Dagger,Mount Slicer,3.6%,90.4%,14.2%,88.5%,16.7%,81.2%
Shoichi,Dagger,Vibroblade,-9999900.0%,0.2%,-9999900.0%,1.1%,-9999900.0%,8.0%
Shoichi,Dagger,Fragarach,-9999900.0%,0.0%,-9999900.0%,0.4%,-9999900.0%,1.2%
Silvia,Pistol,Devil's Marksman,4.8%,38.5%,12.1%,35.8%,12.6%,14.5%
Silvia,Pistol,Elegance,2.0%,8.4%,-9999900.0%,0.8%,22.9%,16.0%
Silvia,Pistol,Electron Blaster,1.9%,12.8%,10.5%,25.9%,15.3%,27.2%
Silvia,Pistol,Magnum-Boa,6.3%,23.9%,15.6%,19.5%,19.1%,31.4%
Silvia,Pistol,Kelte,28.4%,9.1%,39.1%,10.2%,-9999900.0%,4.8%
Sissela,Shuriken,Cards of Tyranny,0.0%,10.0%,-9999900.0%,1.3%,-9999900.0%,0.0%
Sissela,Shuriken,Mystic Jade Charm,-9999900.0%,4.2%,-9999900.0%,4.8%,-9999900.0%,4.2%
Sissela,Shuriken,Fuhma Shuriken,-9999900.0%,1.4%,-9999900.0%,2.3%,-9999900.0%,0.6%
Sissela,Shuriken,Frost Venom Dart,0.0%,8.3%,-9999900.0%,4.0%,-9999900.0%,2.8%
Sissela,Shuriken,Azure Dagger,-9999900.0%,0.3%,-9999900.0%,0.6%,-9999900.0%,0.0%
Sissela,Shuriken,Flechette,-9999900.0%,0.4%,-9999900.0%,3.8%,-9999900.0%,8.3%
Sissela,Shuriken,Wind and Fire Wheels,2.9%,23.9%,8.8%,49.8%,16.8%,57.5%
Sissela,Shuriken,Death Rune,-9999900.0%,0.4%,-9999900.0%,0.2%,-9999900.0%,0.2%
Sissela,Shuriken,Sudarsana,-9999900.0%,2.7%,-9999900.0%,3.8%,-9999900.0%,1.9%
Sissela,Shuriken,Petal Torrent,11.6%,37.6%,31.0%,20.9%,29.5%,14.7%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.7%
Sissela,Throw,Incendiary Bomb,0.0%,11.3%,16.1%,62.2%,13.6%,21.1%
Sissela,Throw,David's Sling,7.4%,29.1%,-9999900.0%,7.2%,28.9%,40.9%
Sissela,Throw,Grenade of Antioch,17.6%,28.9%,-9999900.0%,2.2%,-9999900.0%,0.0%
Sissela,Throw,Ruthenium Marble,17.8%,23.0%,-9999900.0%,18.3%,29.3%,26.9%
Xiukai,Spear,Gentian Silver Gun,0.0%,8.1%,-9999900.0%,8.6%,10.0%,16.9%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.0%
Xiukai,Spear,Lance of Poseidon,6.8%,9.0%,11.5%,19.8%,15.9%,19.4%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Fangtian Huaji,11.9%,67.4%,15.7%,53.4%,18.2%,47.8%
Xiukai,Spear,Dragon Guandao,-9999900.0%,0.4%,-9999900.0%,1.9%,-9999900.0%,5.9%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Dagger,Carnwennan,-9999900.0%,4.2%,-9999900.0%,2.8%,18.3%,26.3%
Xiukai,Dagger,Mount Slicer,12.4%,88.1%,11.3%,84.7%,13.7%,64.0%
Xiukai,Dagger,Vibroblade,-9999900.0%,0.0%,-9999900.0%,1.1%,-9999900.0%,0.4%
Xiukai,Dagger,Fragarach,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.4%
Yuki,Two Handed Sword,Thuận Thiên,0.7%,4.0%,5.7%,13.7%,13.3%,18.7%
Yuki,Two Handed Sword,Arondight,4.1%,59.5%,8.0%,46.3%,15.0%,37.2%
Yuki,Two Handed Sword,Excalibur,-9999900.0%,1.2%,13.9%,6.0%,20.0%,9.8%
Yuki,Two Handed Sword,Plasma Sword,0.8%,3.5%,0.0%,4.5%,7.0%,5.9%
Yuki,Two Handed Sword,Laevateinn,16.9%,21.9%,28.1%,13.6%,35.5%,11.4%
Yuki,Two Handed Sword,Monohoshizao,-9999900.0%,0.6%,-9999900.0%,0.9%,-9999900.0%,0.7%
Yuki,Two Handed Sword,Hovud,6.6%,4.4%,8.2%,8.0%,18.2%,10.2%
Yuki,Two Handed Sword,Dáinsleif,-9999900.0%,0.6%,-9999900.0%,0.8%,-9999900.0%,0.7%
Yuki,Dual Swords,Divine Dual Swords,-9999900.0%,8.7%,-9999900.0%,3.4%,-9999900.0%,1.5%
Yuki,Dual Swords,Starsteel Twin Swords,-9999900.0%,8.0%,-9999900.0%,2.9%,-9999900.0%,0.7%
Yuki,Dual Swords,Dioscuri,-9999900.0%,6.1%,3.6%,5.7%,-9999900.0%,1.0%
Yuki,Dual Swords,Lloigor & Zahr,3.7%,75.2%,12.2%,85.7%,19.5%,94.9%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,David's Sling,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.9%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Ruthenium Marble,9.2%,82.7%,17.9%,87.8%,30.6%,86.0%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Mystic Jade Charm,3.4%,74.1%,12.5%,48.6%,-9999900.0%,46.9%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,3.1%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,0.4%,-9999900.0%,0.4%,-9999900.0%,0.0%
Zahir,Shuriken,Azure Dagger,-9999900.0%,5.4%,9.5%,30.0%,-9999900.0%,28.1%
Zahir,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Wind and Fire Wheels,-9999900.0%,3.3%,-9999900.0%,10.5%,-9999900.0%,12.5%
Zahir,Shuriken,Death Rune,-9999900.0%,0.0%,-9999900.0%,0.4%,-9999900.0%,3.1%
Zahir,Shuriken,Sudarsana,-9999900.0%,0.8%,-9999900.0%,2.0%,-9999900.0%,0.0%
Zahir,Shuriken,Petal Torrent,-9999900.0%,0.0%,-9999900.0%,0.8%,-9999900.0%,0.0%
