Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Hart,Guitar,Bohemian,2.2%,6.2%,11.1%,21.5%,18.0%,25.6%
Hart,Guitar,Stairway to Heaven,12.3%,5.5%,-9999900.0%,0.7%,-9999900.0%,2.9%
Hart,Guitar,Purple Haze,8.6%,2.6%,-9999900.0%,1.1%,15.1%,5.8%
Hart,Guitar,Satisfaction,3.7%,19.4%,13.6%,23.9%,17.6%,15.6%
Hart,Guitar,Wonderful Tonight,30.7%,9.6%,-9999900.0%,4.1%,-9999900.0%,5.2%
Hart,Guitar,The Wall,3.6%,49.2%,12.4%,38.4%,17.9%,37.0%
Hart,Guitar,Teen Spirit,-9999900.0%,2.0%,-9999900.0%,5.0%,-9999900.0%,3.9%
Hyejin,Bow,Ancient bolt,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,1.5%
Hyejin,Bow,Golden-Ratio Bow,-9999900.0%,0.2%,-9999900.0%,0.8%,20.7%,4.7%
Hyejin,Bow,Twinbow,-9999900.0%,0.2%,-9999900.0%,0.7%,-9999900.0%,1.7%
Hyejin,Bow,Elemental Bow,7.3%,87.7%,16.3%,87.3%,22.6%,81.4%
Hyejin,Bow,Failnaught,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.2%
Hyejin,Shuriken,Cards of Tyranny,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Hyejin,Shuriken,Mystic Jade Charm,-9999900.0%,21.5%,-9999900.0%,14.4%,21.4%,18.3%
Hyejin,Shuriken,Fuhma Shuriken,-9999900.0%,11.4%,-9999900.0%,28.1%,-9999900.0%,0.6%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,7.8%,-9999900.0%,6.2%,-9999900.0%,3.4%
Hyejin,Shuriken,Azure Dagger,-9999900.0%,0.0%,-9999900.0%,0.0%,21.6%,13.8%
Hyejin,Shuriken,Flechette,-9999900.0%,0.9%,-9999900.0%,0.0%,-9999900.0%,0.0%
Hyejin,Shuriken,Wind and Fire Wheels,-9999900.0%,15.1%,-9999900.0%,26.0%,19.0%,43.3%
Hyejin,Shuriken,Death Rune,-9999900.0%,2.7%,-9999900.0%,0.7%,-9999900.0%,1.3%
Hyejin,Shuriken,Sudarsana,-9999900.0%,6.4%,-9999900.0%,0.7%,-9999900.0%,1.1%
Hyejin,Shuriken,Petal Torrent,9.5%,28.8%,-9999900.0%,15.8%,39.4%,12.3%
Hyunwoo,Tonfa,Tactical Tonfa,3.6%,34.7%,12.9%,15.5%,15.8%,18.8%
Hyunwoo,Tonfa,Mai Sok,6.6%,8.4%,13.6%,9.8%,19.2%,18.4%
Hyunwoo,Tonfa,Plasma Tonfa,6.2%,53.3%,13.3%,71.8%,17.9%,57.8%
Hyunwoo,Glove,One Inch Punch,9.7%,30.3%,6.2%,20.4%,17.4%,21.3%
Hyunwoo,Glove,Divine Fist,18.4%,18.4%,14.5%,11.3%,24.5%,12.7%
Hyunwoo,Glove,Bloodwing Knuckles,7.5%,11.3%,13.8%,21.6%,14.4%,31.4%
Hyunwoo,Glove,Frost Petal Hand,-9999900.0%,1.9%,11.9%,9.7%,-9999900.0%,3.0%
Hyunwoo,Glove,Buddha's Palm,-9999900.0%,1.6%,-9999900.0%,2.9%,-9999900.0%,3.5%
Hyunwoo,Glove,Brasil Gauntlet,10.5%,20.9%,12.1%,19.2%,16.3%,17.6%
Hyunwoo,Glove,White Claw Punch,-9999900.0%,0.1%,-9999900.0%,0.3%,-9999900.0%,0.2%
Hyunwoo,Glove,Imperial Silk Gloves,21.7%,8.7%,25.8%,6.4%,-9999900.0%,3.1%
Isol,Assault Rifle,AK-12,5.9%,37.5%,11.2%,53.2%,16.7%,64.2%
Isol,Assault Rifle,XCR,15.3%,46.3%,17.7%,34.2%,22.0%,19.7%
Isol,Assault Rifle,Gatling Gun,-9999900.0%,2.0%,-9999900.0%,0.7%,-9999900.0%,5.0%
Isol,Pistol,Devil's Marksman,4.3%,11.6%,17.4%,42.6%,17.9%,48.4%
Isol,Pistol,Elegance,12.2%,43.8%,10.3%,18.4%,22.1%,35.8%
Isol,Pistol,Electron Blaster,6.9%,28.9%,9.9%,28.7%,-9999900.0%,4.7%
Isol,Pistol,Magnum-Boa,11.7%,5.0%,-9999900.0%,3.6%,-9999900.0%,3.9%
Isol,Pistol,Kelte,-9999900.0%,3.1%,-9999900.0%,1.5%,-9999900.0%,1.0%
Jackie,Axe,Beam Axe,-9999900.0%,0.7%,-9999900.0%,5.8%,-9999900.0%,5.7%
Jackie,Axe,Santa Muerte,7.3%,53.9%,22.6%,17.2%,24.1%,8.0%
Jackie,Axe,Scythe,0.0%,11.4%,12.0%,54.0%,17.8%,74.5%
Jackie,Axe,Parashu,5.2%,29.4%,-9999900.0%,1.0%,-9999900.0%,0.3%
Jackie,Axe,Harpe,-9999900.0%,2.9%,20.0%,16.2%,17.5%,9.3%
Jackie,Two Handed Sword,Thuận Thiên,-9999900.0%,9.9%,-9999900.0%,5.3%,-9999900.0%,5.3%
Jackie,Two Handed Sword,Arondight,4.9%,34.0%,18.6%,52.6%,-9999900.0%,57.9%
Jackie,Two Handed Sword,Excalibur,7.9%,15.7%,-9999900.0%,0.0%,-9999900.0%,5.3%
Jackie,Two Handed Sword,Plasma Sword,-9999900.0%,2.1%,-9999900.0%,0.8%,-9999900.0%,0.0%
Jackie,Two Handed Sword,Laevateinn,-9999900.0%,7.9%,-9999900.0%,6.0%,-9999900.0%,5.3%
Jackie,Two Handed Sword,Monohoshizao,1.1%,19.5%,-9999900.0%,27.1%,-9999900.0%,15.8%
Jackie,Two Handed Sword,Hovud,-9999900.0%,0.8%,-9999900.0%,0.0%,-9999900.0%,5.3%
Jackie,Two Handed Sword,Dáinsleif,-9999900.0%,4.8%,-9999900.0%,2.3%,-9999900.0%,0.0%
Jackie,Dual Sword,Divine Dual Swords,0.0%,8.2%,9.0%,22.6%,-9999900.0%,5.3%
Jackie,Dual Sword,Starsteel Dual Swords,16.5%,28.5%,32.2%,20.4%,26.0%,9.2%
Jackie,Dual Sword,Dioscuri,0.9%,48.4%,2.7%,41.2%,8.7%,28.8%
Jackie,Dual Sword,Lloigor & Zahr,3.4%,12.6%,7.4%,12.2%,20.5%,54.7%
Jackie,Dagger,Carnwennan,4.1%,68.8%,8.6%,41.7%,10.3%,47.9%
Jackie,Dagger,Mount Slicer,-9999900.0%,0.7%,-9999900.0%,2.7%,-9999900.0%,0.5%
Jackie,Dagger,Vibroblade,6.4%,11.6%,6.6%,34.1%,12.9%,30.8%
Jackie,Dagger,Fragarach,14.8%,16.7%,-9999900.0%,18.4%,40.0%,17.5%
Lenox,Whip,Thunder Whip,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Lenox,Whip,Gleipnir,3.8%,89.4%,15.5%,87.2%,20.8%,87.3%
Lenox,Whip,Plasma Whip,-9999900.0%,0.2%,-9999900.0%,1.6%,-9999900.0%,2.1%
Lenox,Whip,Bloody Nine Tails,-9999900.0%,3.6%,-9999900.0%,3.5%,51.5%,3.2%
Li Dailin,Glove,One Inch Punch,2.9%,3.3%,8.5%,10.6%,-9999900.0%,2.8%
Li Dailin,Glove,Divine Fist,5.6%,12.9%,11.4%,7.9%,16.5%,8.1%
Li Dailin,Glove,Bloodwing Knuckles,2.5%,39.1%,7.2%,47.3%,13.2%,49.0%
Li Dailin,Glove,Frost Petal Hand,6.3%,15.3%,24.3%,11.6%,21.4%,23.5%
Li Dailin,Glove,Buddha's Palm,-9999900.0%,0.2%,-9999900.0%,0.1%,-9999900.0%,0.0%
Li Dailin,Glove,Brasil Gauntlet,-9999900.0%,2.0%,-9999900.0%,1.9%,-9999900.0%,1.5%
Li Dailin,Glove,White Claw Punch,-9999900.0%,1.3%,-9999900.0%,4.6%,-9999900.0%,2.9%
Li Dailin,Glove,Imperial Silk Gloves,9.5%,21.4%,30.5%,11.9%,30.9%,7.7%
Li Dailin,Nunchaku,The Smiting Dragon,6.2%,22.2%,15.5%,20.0%,22.6%,35.3%
Li Dailin,Nunchaku,Vibro Nunchaku,3.2%,74.3%,11.3%,74.5%,18.8%,59.2%
Magnus,Bat,Statue of Soteria,9.3%,72.4%,-9999900.0%,38.5%,-9999900.0%,12.7%
Magnus,Bat,Mallet,-9999900.0%,4.4%,-9999900.0%,22.0%,-9999900.0%,14.5%
Magnus,Bat,Spy Umbrella,-9999900.0%,2.6%,-9999900.0%,29.4%,17.2%,57.2%
Magnus,Bat,Monkey King Bar,28.6%,18.5%,-9999900.0%,5.5%,-9999900.0%,6.4%
Magnus,Hammer,Fang Mace,3.6%,69.1%,17.7%,71.9%,17.1%,69.9%
Magnus,Hammer,Hammer of Dagda,-9999900.0%,3.8%,-9999900.0%,5.1%,14.0%,3.4%
Magnus,Hammer,Hammer of Thor,-9999900.0%,1.1%,-9999900.0%,8.6%,22.7%,8.9%
Magnus,Hammer,Evening Star,10.7%,7.8%,-9999900.0%,4.1%,48.3%,7.9%
Magnus,Hammer,Magic Stick,12.0%,13.9%,-9999900.0%,6.2%,-9999900.0%,2.0%
Nadine,Bow,Ancient bolt,12.0%,68.6%,17.0%,39.3%,19.2%,39.9%
Nadine,Bow,Golden-Ratio Bow,-9999900.0%,2.9%,24.3%,23.7%,22.8%,45.7%
Nadine,Bow,Twinbow,7.4%,15.7%,13.6%,25.3%,-9999900.0%,2.5%
Nadine,Bow,Elemental Bow,-9999900.0%,0.2%,-9999900.0%,0.2%,-9999900.0%,2.1%
Nadine,Bow,Failnaught,35.7%,4.7%,-9999900.0%,5.7%,-9999900.0%,4.3%
Nadine,Crossbow,The Legend of The General,-9999900.0%,2.3%,-9999900.0%,4.0%,-9999900.0%,6.5%
Nadine,Crossbow,Ballista,3.5%,19.4%,-9999900.0%,6.9%,-9999900.0%,10.2%
Nadine,Crossbow,Sniper Crossbow,9.9%,27.3%,-9999900.0%,21.1%,-9999900.0%,26.9%
Nadine,Crossbow,The Golden Ghost,6.2%,36.0%,8.7%,58.9%,21.4%,51.9%
Nadine,Crossbow,Sharanga,36.5%,7.2%,-9999900.0%,3.4%,-9999900.0%,0.0%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.1%
Rozzi,Pistol,Elegance,-9999900.0%,0.0%,-9999900.0%,1.1%,-9999900.0%,0.8%
Rozzi,Pistol,Electron Blaster,6.1%,84.7%,14.3%,81.2%,17.2%,86.1%
Rozzi,Pistol,Magnum-Boa,4.2%,4.2%,12.7%,8.3%,23.2%,6.6%
Rozzi,Pistol,Kelte,24.5%,1.9%,34.4%,3.8%,-9999900.0%,2.4%
Shoichi,Dagger,Carnwennan,-9999900.0%,0.1%,-9999900.0%,0.4%,-9999900.0%,0.1%
Shoichi,Dagger,Mount Slicer,3.3%,90.6%,13.1%,89.6%,16.4%,91.5%
Shoichi,Dagger,Vibroblade,-9999900.0%,0.0%,-9999900.0%,0.5%,-9999900.0%,0.3%
Shoichi,Dagger,Fragarach,-9999900.0%,0.1%,-9999900.0%,0.5%,-9999900.0%,1.7%
Silvia,Pistol,Devil's Marksman,5.8%,36.6%,13.1%,27.7%,19.8%,11.5%
Silvia,Pistol,Elegance,0.0%,5.1%,-9999900.0%,3.1%,-9999900.0%,3.9%
Silvia,Pistol,Electron Blaster,2.0%,30.6%,9.7%,26.8%,15.5%,30.1%
Silvia,Pistol,Magnum-Boa,5.0%,11.5%,7.8%,24.4%,18.1%,39.0%
Silvia,Pistol,Kelte,22.6%,7.5%,-9999900.0%,8.3%,46.0%,7.2%
Sissela,Shuriken,Cards of Tyranny,-9999900.0%,0.3%,-9999900.0%,3.3%,-9999900.0%,0.1%
Sissela,Shuriken,Mystic Jade Charm,4.5%,4.6%,-9999900.0%,6.7%,20.7%,6.6%
Sissela,Shuriken,Fuhma Shuriken,-9999900.0%,0.3%,-9999900.0%,0.8%,-9999900.0%,0.6%
Sissela,Shuriken,Frost Venom Dart,0.0%,8.9%,-9999900.0%,7.2%,-9999900.0%,1.7%
Sissela,Shuriken,Azure Dagger,-9999900.0%,0.1%,-9999900.0%,0.3%,-9999900.0%,1.0%
Sissela,Shuriken,Flechette,-9999900.0%,2.9%,-9999900.0%,2.1%,-9999900.0%,0.6%
Sissela,Shuriken,Wind and Fire Wheels,3.6%,30.9%,12.5%,37.8%,21.6%,66.6%
Sissela,Shuriken,Death Rune,-9999900.0%,0.3%,-9999900.0%,1.5%,-9999900.0%,1.2%
Sissela,Shuriken,Sudarsana,20.0%,3.8%,-9999900.0%,2.8%,-9999900.0%,2.6%
Sissela,Shuriken,Petal Torrent,16.1%,33.2%,14.7%,27.7%,25.7%,9.8%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.7%
Sissela,Throw,Incendiary Bomb,3.6%,16.5%,-9999900.0%,5.2%,26.1%,28.9%
Sissela,Throw,David's Sling,5.9%,34.0%,-9999900.0%,35.1%,21.8%,48.2%
Sissela,Throw,Grenade of Antioch,12.2%,32.1%,-9999900.0%,1.0%,-9999900.0%,2.0%
Sissela,Throw,Ruthenium Marble,10.3%,9.3%,-9999900.0%,42.3%,-9999900.0%,11.1%
Xiukai,Spear,Gentian Silver Gun,0.0%,3.3%,-9999900.0%,4.8%,19.5%,12.1%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.0%
Xiukai,Spear,Lance of Poseidon,7.9%,14.7%,6.2%,13.6%,16.4%,18.7%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Fangtian Huaji,9.3%,61.5%,22.0%,60.2%,25.2%,40.9%
Xiukai,Spear,Dragon Guandao,-9999900.0%,2.5%,-9999900.0%,3.4%,17.8%,14.1%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Dagger,Carnwennan,2.4%,24.0%,5.1%,30.2%,-9999900.0%,16.8%
Xiukai,Dagger,Mount Slicer,13.0%,62.6%,19.8%,65.6%,25.2%,72.1%
Xiukai,Dagger,Vibroblade,-9999900.0%,0.0%,-9999900.0%,0.4%,-9999900.0%,0.0%
Xiukai,Dagger,Fragarach,-9999900.0%,0.3%,-9999900.0%,0.4%,-9999900.0%,1.3%
Yuki,Two Handed Sword,Thuận Thiên,2.4%,6.1%,7.1%,12.3%,14.8%,21.5%
Yuki,Two Handed Sword,Arondight,3.9%,68.5%,9.3%,51.2%,16.5%,46.4%
Yuki,Two Handed Sword,Excalibur,17.4%,1.6%,15.5%,4.1%,23.9%,5.0%
Yuki,Two Handed Sword,Plasma Sword,1.5%,1.6%,5.4%,3.6%,1.4%,3.9%
Yuki,Two Handed Sword,Laevateinn,14.4%,10.7%,28.6%,13.2%,33.3%,8.6%
Yuki,Two Handed Sword,Monohoshizao,-9999900.0%,1.0%,-9999900.0%,0.3%,-9999900.0%,0.5%
Yuki,Two Handed Sword,Hovud,6.7%,5.0%,10.0%,6.3%,13.7%,7.1%
Yuki,Two Handed Sword,Dáinsleif,-9999900.0%,0.9%,-9999900.0%,1.3%,-9999900.0%,1.6%
Yuki,Dual Swords,Divine Dual Swords,-9999900.0%,3.5%,-9999900.0%,2.1%,-9999900.0%,1.5%
Yuki,Dual Swords,Starsteel Dual Swords,-9999900.0%,7.5%,-9999900.0%,1.1%,-9999900.0%,2.1%
Yuki,Dual Swords,Dioscuri,3.0%,10.4%,-9999900.0%,5.2%,-9999900.0%,3.2%
Yuki,Dual Swords,Lloigor & Zahr,3.2%,73.6%,12.7%,88.0%,16.1%,91.2%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,0.9%,-9999900.0%,0.0%,-9999900.0%,1.5%
Zahir,Throw,David's Sling,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.0%,-9999900.0%,2.1%,-9999900.0%,3.6%
Zahir,Throw,Ruthenium Marble,10.4%,77.5%,17.3%,83.0%,26.7%,76.6%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Mystic Jade Charm,5.2%,76.7%,14.5%,55.9%,25.2%,57.7%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Azure Dagger,-9999900.0%,3.8%,10.6%,28.6%,-9999900.0%,19.1%
Zahir,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Wind and Fire Wheels,1.6%,7.0%,-9999900.0%,4.1%,-9999900.0%,12.4%
Zahir,Shuriken,Death Rune,-9999900.0%,0.3%,-9999900.0%,2.3%,-9999900.0%,0.0%
Zahir,Shuriken,Sudarsana,-9999900.0%,0.3%,-9999900.0%,1.5%,-9999900.0%,0.8%
Zahir,Shuriken,Petal Torrent,-9999900.0%,1.3%,-9999900.0%,0.5%,-9999900.0%,2.5%
