Character,Weapon,Solo Win Rate,Solo Pick Rate,Solo Player Kill,Solo Average Rank,Solo MMR Efficiency,Duo Win Rate,Duo Pick Rate,Duo Player Kill,Duo Average Rank,Duo MMR Efficiency,Squad Win Rate,Squad Pick Rate,Squad Player Kill,Squad Average Rank,Squad MMR Efficiency
Rozzi,Pistol,7.6%,6.0%,1.1,10.0,13.1%,5.9%,1.3,5.2,16.8%,5.0%,1.4,3.6
Shoichi,Dagger,3.0%,8.2%,1.1,10.0,12.1%,3.6%,1.1,5.1,17.8%,3.0%,1.2,3.6
Silvia,Pistol,7.2%,3.1%,1.3,9.0,12.4%,2.4%,1.1,4.8,15.9%,2.1%,0.8,3.7
Sissela,Shuriken,5.9%,2.0%,1.2,10.5,14.2%,2.0%,1.1,5.1,20.1%,4.2%,1.1,3.5
Sissela,Throw,6.5%,1.8%,1.1,9.6,13.9%,0.9%,1.1,5.3,21.9%,1.2%,1.1,3.4
Xiukai,Spear,8.8%,3.8%,0.8,8.3,18.1%,1.3%,0.9,4.5,20.7%,1.2%,0.8,3.7
Xiukai,Dagger,10.5%,0.8%,0.9,8.5,15.7%,0.6%,0.9,4.7,14.0%,0.8%,0.9,3.7
Yuki,Two-Handed Sword,6.6%,8.4%,0.9,9.4,10.4%,9.3%,0.9,5.1,17.9%,5.2%,0.9,3.5
Yuki,Dual Sword,5.4%,1.5%,0.9,8.8,12.4%,3.8%,1.0,4.7,18.0%,4.9%,1.0,3.4
Zahir,Throw,9.0%,1.8%,1.2,9.0,11.3%,1.1%,0.9,4.6,19.6%,0.7%,1.2,3.3
Zahir,Shuriken,4.8%,0.4%,1.1,9.3,15.5%,0.8%,1.1,5.0,15.6%,0.8%,1.2,3.8
All Melee,,5.9%,61.4%,1.0,9.1,11.9%,58.8%,1.0,4.9,17.6%,54.6%,1.0,3.5
All Ranged,,7.5%,38.6%,1.1,9.5,13.3%,41.2%,1.1,5.0,18.2%,45.4%,1.0,3.5
