Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Fiora,Spear,Eighteen Foot Spear,2.5%,5.7%,7.0%,14.8%,12.6%,15.1%
Fiora,Spear,Cosmic Bident,6.5%,7.6%,15.3%,4.8%,-9999900.0%,2.6%
Fiora,Spear,Lance of Poseidon,-9999900.0%,0.5%,-9999900.0%,0.8%,-9999900.0%,0.6%
Fiora,Spear,Blazing Lance,11.9%,7.2%,20.5%,8.4%,45.9%,6.4%
Fiora,Spear,Fangtian Huaji,6.1%,4.7%,9.8%,2.5%,-9999900.0%,0.8%
Fiora,Spear,Dragon Guandao,1.5%,6.5%,0.0%,4.4%,13.8%,5.6%
Fiora,Spear,Spear of Longinus,30.0%,9.4%,49.0%,9.4%,54.6%,13.1%
Fiora,Two Handed Sword,Thuận Thiên,1.2%,35.4%,3.9%,36.5%,6.2%,40.3%
Fiora,Two Handed Sword,Arondight,3.1%,7.7%,7.8%,10.2%,8.0%,8.8%
Fiora,Two Handed Sword,Excalibur,9.9%,1.9%,-9999900.0%,0.8%,-9999900.0%,0.3%
Fiora,Two Handed Sword,Plasma Sword,1.0%,7.0%,3.1%,9.0%,-9999900.0%,2.9%
Fiora,Two Handed Sword,Laevateinn,17.6%,17.4%,26.8%,21.0%,30.4%,26.3%
Fiora,Two Handed Sword,Monohoshizao,11.5%,8.8%,20.0%,5.4%,16.0%,7.4%
Fiora,Two Handed Sword,Hovud,7.1%,11.1%,6.4%,6.6%,5.8%,4.1%
Fiora,Two Handed Sword,Dáinsleif,30.0%,3.9%,62.0%,3.7%,-9999900.0%,3.1%
Hart,Guitar,Bohemian,2.3%,4.5%,10.9%,10.6%,19.6%,14.4%
Hart,Guitar,Stairway to Heaven,9.7%,11.6%,18.7%,6.0%,18.2%,8.5%
Hart,Guitar,Purple Haze,6.3%,5.5%,8.8%,8.6%,19.0%,7.6%
Hart,Guitar,Satisfaction,3.3%,12.4%,8.2%,8.3%,15.1%,7.7%
Hart,Guitar,Wonderful Tonight,26.8%,8.5%,41.4%,6.5%,43.3%,5.4%
Hart,Guitar,The Wall,3.3%,44.6%,9.8%,49.3%,14.2%,42.4%
Hart,Guitar,Teen Spirit,6.3%,3.5%,17.7%,3.6%,19.8%,7.3%
Hyejin,Bow,Ancient Bolt,0.0%,0.5%,-9999900.0%,0.2%,-9999900.0%,0.2%
Hyejin,Bow,Golden-Ratio Bow,0.9%,1.9%,11.3%,2.2%,23.3%,2.9%
Hyejin,Bow,Twinbow,2.2%,3.7%,6.6%,3.7%,11.8%,5.0%
Hyejin,Bow,Elemental Bow,6.2%,80.3%,13.4%,80.0%,20.5%,78.9%
Hyejin,Bow,Failnaught,-9999900.0%,0.2%,-9999900.0%,0.3%,-9999900.0%,0.4%
Hyejin,Shuriken,Cards of Tyranny,0.0%,9.5%,4.3%,5.0%,10.3%,6.7%
Hyejin,Shuriken,Mystic Jade Charm,3.9%,9.6%,20.7%,13.2%,30.2%,14.9%
Hyejin,Shuriken,Fuhma Shuriken,4.4%,14.2%,11.1%,13.8%,25.4%,7.3%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,1.9%,-9999900.0%,2.6%,-9999900.0%,2.1%
Hyejin,Shuriken,Azure Dagger,-9999900.0%,3.9%,7.8%,7.0%,16.6%,17.5%
Hyejin,Shuriken,Flechette,-9999900.0%,1.9%,-9999900.0%,1.5%,-9999900.0%,0.5%
Hyejin,Shuriken,Wind and Fire Wheels,2.5%,25.6%,14.4%,29.5%,17.3%,25.4%
Hyejin,Shuriken,Death Rune,-9999900.0%,1.6%,-9999900.0%,3.5%,-9999900.0%,1.6%
Hyejin,Shuriken,Sudarsana,-9999900.0%,1.6%,-9999900.0%,1.5%,-9999900.0%,2.9%
Hyejin,Shuriken,Petal Torrent,11.8%,21.3%,22.9%,12.9%,23.6%,14.2%
Hyunwoo,Tonfa,Tactical Tonfa,5.3%,49.8%,9.5%,29.4%,14.1%,15.9%
Hyunwoo,Tonfa,Mai Sok,9.3%,7.6%,11.6%,8.4%,19.8%,8.5%
Hyunwoo,Tonfa,Plasma Tonfa,5.2%,35.3%,12.6%,54.8%,17.8%,70.2%
Hyunwoo,Glove,One Inch Punch,6.4%,40.1%,10.7%,28.0%,15.7%,22.2%
Hyunwoo,Glove,Divine Fist,8.1%,6.3%,13.0%,5.0%,18.4%,3.6%
Hyunwoo,Glove,Bloodwing Knuckles,3.8%,21.5%,10.8%,21.3%,16.6%,26.6%
Hyunwoo,Glove,Frost Petal Hand,4.2%,4.1%,10.9%,10.3%,18.2%,5.0%
Hyunwoo,Glove,Buddha's Palm,4.8%,4.5%,11.1%,5.3%,17.8%,4.9%
Hyunwoo,Glove,Brasil Gauntlet,7.2%,9.3%,12.0%,16.9%,17.2%,24.6%
Hyunwoo,Glove,White Claw Punch,2.1%,0.5%,13.4%,0.4%,-9999900.0%,0.2%
Hyunwoo,Glove,Imperial Silk Gloves,19.1%,5.0%,32.6%,3.8%,36.5%,3.7%
Isol,Assault Rifle,AK-12,5.0%,51.0%,11.4%,65.1%,17.0%,61.2%
Isol,Assault Rifle,XCR,11.6%,31.5%,16.4%,17.3%,19.7%,14.0%
Isol,Assault Rifle,Gatling Gun,8.3%,3.8%,12.6%,2.9%,15.9%,11.0%
Isol,Pistol,Devil's Marksman,4.4%,12.8%,12.1%,28.7%,15.7%,27.9%
Isol,Pistol,Elegance,6.6%,20.1%,14.0%,20.2%,18.9%,27.9%
Isol,Pistol,Electron Blaster,4.4%,23.4%,8.2%,19.2%,18.7%,12.9%
Isol,Pistol,Magnum-Boa,8.0%,35.7%,13.4%,22.6%,19.8%,23.3%
Isol,Pistol,Kelte,18.6%,2.3%,48.1%,2.6%,47.5%,1.8%
Jackie,Axe,Beam Axe,1.4%,24.1%,5.2%,17.2%,12.1%,18.2%
Jackie,Axe,Santa Muerte,5.1%,32.1%,8.7%,26.5%,15.3%,22.5%
Jackie,Axe,Scythe,3.8%,21.0%,10.4%,40.6%,19.2%,43.9%
Jackie,Axe,Parashu,3.2%,10.9%,4.4%,3.8%,10.3%,4.2%
Jackie,Axe,Harpe,8.0%,4.3%,13.5%,5.7%,27.2%,7.3%
Jackie,Two Handed Sword,Thuận Thiên,1.2%,9.2%,2.4%,8.7%,9.7%,14.7%
Jackie,Two Handed Sword,Arondight,3.1%,19.4%,6.7%,24.8%,14.8%,20.3%
Jackie,Two Handed Sword,Excalibur,12.6%,7.9%,12.9%,9.7%,16.0%,22.3%
Jackie,Two Handed Sword,Plasma Sword,0.0%,2.7%,3.4%,9.2%,-9999900.0%,4.0%
Jackie,Two Handed Sword,Laevateinn,11.8%,8.7%,22.6%,14.3%,30.6%,10.3%
Jackie,Two Handed Sword,Monohoshizao,6.1%,34.3%,13.3%,14.9%,16.9%,11.9%
Jackie,Two Handed Sword,Hovud,-9999900.0%,0.7%,-9999900.0%,1.0%,-9999900.0%,2.1%
Jackie,Two Handed Sword,Dáinsleif,26.3%,5.1%,-9999900.0%,3.4%,-9999900.0%,1.4%
Jackie,Dual Sword,Divine Dual Swords,5.5%,22.8%,7.2%,33.1%,13.5%,20.6%
Jackie,Dual Sword,Starsteel Twin Swords,17.3%,14.0%,24.7%,7.9%,35.3%,6.1%
Jackie,Dual Sword,Dioscuri,3.6%,52.0%,6.3%,39.3%,12.1%,35.0%
Jackie,Dual Sword,Lloigor & Zahr,3.6%,5.7%,13.4%,16.4%,20.2%,35.4%
Jackie,Dagger,Carnwennan,6.3%,51.6%,8.8%,54.0%,10.9%,37.8%
Jackie,Dagger,Mount Slicer,-9999900.0%,0.2%,-9999900.0%,0.8%,-9999900.0%,0.7%
Jackie,Dagger,Vibroblade,3.2%,24.6%,7.9%,23.4%,11.7%,38.3%
Jackie,Dagger,Damascus Steel Thorn,6.9%,2.5%,11.3%,2.1%,-9999900.0%,1.8%
Jackie,Dagger,Fragarach,20.7%,10.9%,33.3%,11.4%,45.6%,12.0%
Lenox,Whip,Thunder Whip,-9999900.0%,0.3%,-9999900.0%,0.2%,-9999900.0%,0.3%
Lenox,Whip,Gleipnir,4.5%,88.2%,11.1%,87.7%,16.9%,88.4%
Lenox,Whip,Plasma Whip,0.0%,2.4%,3.4%,1.6%,19.5%,1.9%
Lenox,Whip,Bloody Nine Tails,23.0%,2.7%,49.0%,3.3%,57.0%,2.8%
Li Dailin,Glove,One Inch Punch,1.8%,6.5%,8.7%,7.3%,15.0%,4.6%
Li Dailin,Glove,Divine Fist,3.3%,36.2%,8.4%,23.2%,15.1%,21.3%
Li Dailin,Glove,Bloodwing Knuckles,2.2%,18.7%,7.4%,25.0%,14.5%,27.3%
Li Dailin,Glove,Frost Petal Hand,4.7%,16.5%,14.5%,20.5%,20.3%,24.1%
Li Dailin,Glove,Buddha's Palm,7.1%,0.8%,11.5%,3.5%,8.3%,0.9%
Li Dailin,Glove,Brasil Gauntlet,0.8%,1.1%,7.0%,1.2%,13.6%,3.7%
Li Dailin,Glove,White Claw Punch,2.0%,2.4%,7.5%,3.7%,9.3%,3.0%
Li Dailin,Glove,Imperial Silk Gloves,13.7%,11.3%,27.6%,8.9%,37.4%,8.9%
Li Dailin,Nunchaku,The Smiting Dragon,4.0%,41.5%,11.9%,46.5%,16.6%,51.0%
Li Dailin,Nunchaku,Vibro Nunchaku,3.6%,52.6%,9.6%,48.4%,16.7%,43.8%
Magnus,Bat,Statue of Soteria,2.8%,10.2%,7.6%,18.7%,14.8%,38.0%
Magnus,Bat,Mallet,2.6%,32.7%,5.3%,23.0%,10.3%,17.3%
Magnus,Bat,Spy Umbrella,5.5%,40.0%,10.5%,42.0%,15.1%,29.5%
Magnus,Bat,Monkey King Bar,21.4%,8.1%,36.6%,6.3%,48.5%,5.9%
Magnus,Hammer,Fang Mace,3.6%,51.5%,10.8%,50.9%,17.1%,43.5%
Magnus,Hammer,Hammer of Dagda,2.7%,14.7%,9.0%,13.2%,16.8%,10.7%
Magnus,Hammer,Hammer of Thor,2.3%,17.3%,10.7%,22.0%,13.6%,32.1%
Magnus,Hammer,Magic Stick,9.0%,4.8%,32.4%,3.4%,33.6%,3.1%
Magnus,Hammer,Evening Star,10.2%,1.6%,-9999900.0%,0.8%,-9999900.0%,0.7%
Nadine,Bow,Ancient Bolt,6.6%,26.4%,10.6%,27.9%,18.9%,19.9%
Nadine,Bow,Golden-Ratio Bow,10.7%,2.5%,17.4%,11.8%,17.9%,26.6%
Nadine,Bow,Twinbow,5.7%,58.4%,10.2%,48.1%,13.6%,40.7%
Nadine,Bow,Elemental Bow,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.8%
Nadine,Bow,Failnaught,26.5%,3.6%,49.7%,4.4%,61.8%,3.2%
Nadine,Crossbow,The Legend of The General,4.2%,18.5%,11.0%,11.2%,11.9%,13.2%
Nadine,Crossbow,Ballista,3.1%,29.4%,7.8%,27.4%,11.9%,22.5%
Nadine,Crossbow,Sniper Crossbow,4.8%,12.6%,13.4%,23.0%,23.4%,20.8%
Nadine,Crossbow,The Golden Ghost,4.1%,20.3%,10.2%,22.5%,17.1%,22.1%
Nadine,Crossbow,Sharanga,35.9%,7.8%,44.0%,7.1%,42.3%,9.7%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.1%,-9999900.0%,0.1%,22.4%,0.4%
Rozzi,Pistol,Elegance,3.9%,0.5%,12.9%,0.5%,6.4%,0.7%
Rozzi,Pistol,Electron Blaster,5.7%,63.6%,10.2%,66.5%,15.9%,60.4%
Rozzi,Pistol,Magnum-Boa,8.7%,20.6%,16.0%,19.6%,20.0%,26.1%
Rozzi,Pistol,Kelte,26.2%,3.5%,39.5%,4.8%,43.0%,4.9%
Shoichi,Dagger,Carnwennan,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.2%
Shoichi,Dagger,Mount Slicer,3.9%,87.2%,11.8%,85.2%,18.8%,85.7%
Shoichi,Dagger,Vibroblade,2.2%,0.9%,1.3%,1.0%,14.1%,1.6%
Shoichi,Dagger,Damascus Steel Thorn,2.5%,1.6%,7.9%,4.4%,7.5%,2.7%
Shoichi,Dagger,Fragarach,13.6%,0.5%,32.1%,1.0%,40.9%,1.3%
Silvia,Pistol,Devil's Marksman,6.2%,3.8%,8.0%,8.8%,10.0%,12.8%
Silvia,Pistol,Elegance,3.7%,3.0%,6.8%,4.1%,13.2%,4.6%
Silvia,Pistol,Electron Blaster,2.7%,12.3%,7.8%,16.4%,16.8%,15.9%
Silvia,Pistol,Magnum-Boa,4.0%,59.7%,7.9%,48.9%,14.6%,47.6%
Silvia,Pistol,Kelte,18.4%,12.1%,38.5%,10.7%,45.0%,7.7%
Sissela,Shuriken,Cards of Tyranny,2.3%,7.8%,5.9%,3.5%,12.3%,3.8%
Sissela,Shuriken,Mystic Jade Charm,4.0%,2.8%,6.8%,3.7%,21.1%,5.6%
Sissela,Shuriken,Fuhma Shuriken,4.8%,1.1%,10.4%,2.6%,14.4%,1.5%
Sissela,Shuriken,Frost Venom Dart,0.6%,6.1%,1.2%,2.7%,3.2%,2.4%
Sissela,Shuriken,Azure Dagger,1.2%,1.4%,13.5%,1.2%,9.3%,1.2%
Sissela,Shuriken,Flechette,3.4%,1.2%,11.3%,1.5%,21.6%,1.1%
Sissela,Shuriken,Wind and Fire Wheels,4.1%,44.2%,10.1%,61.7%,17.5%,64.1%
Sissela,Shuriken,Death Rune,4.3%,0.8%,28.1%,0.9%,34.1%,1.3%
Sissela,Shuriken,Sudarsana,27.3%,1.5%,39.5%,1.3%,57.8%,1.4%
Sissela,Shuriken,Petal Torrent,11.9%,20.6%,19.7%,10.4%,28.9%,8.6%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.0%
Sissela,Throw,Incendiary Bomb,1.6%,20.1%,10.3%,28.5%,17.8%,30.9%
Sissela,Throw,David's Sling,3.9%,19.9%,9.9%,16.4%,15.7%,20.8%
Sissela,Throw,Grenade of Antioch,7.1%,12.9%,10.3%,5.8%,22.2%,3.6%
Sissela,Throw,Ruthenium Marble,7.6%,31.8%,15.6%,35.7%,23.6%,30.5%
Xiukai,Spear,Gentian Silver Gun,1.7%,3.5%,7.6%,4.5%,20.5%,4.5%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.0%,-9999900.0%,0.6%,-9999900.0%,0.1%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.0%,-9999900.0%,0.2%,-9999900.0%,0.1%
Xiukai,Spear,Lance of Poseidon,7.8%,7.1%,14.8%,10.4%,15.7%,23.0%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.5%
Xiukai,Spear,Fangtian Huaji,10.9%,63.0%,17.6%,56.0%,22.9%,40.0%
Xiukai,Spear,Dragon Guandao,6.8%,8.3%,14.6%,9.2%,14.0%,17.0%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.2%
Xiukai,Dagger,Carnwennan,1.9%,4.9%,-9999900.0%,2.2%,-9999900.0%,2.2%
Xiukai,Dagger,Mount Slicer,8.0%,72.5%,15.0%,69.6%,20.3%,57.8%
Xiukai,Dagger,Vibroblade,2.0%,3.1%,-9999900.0%,2.0%,5.0%,2.8%
Xiukai,Dagger,Damascus Steel Thorn,6.0%,5.2%,13.6%,13.6%,19.6%,23.8%
Xiukai,Dagger,Fragarach,-9999900.0%,0.1%,-9999900.0%,0.6%,-9999900.0%,0.6%
Yuki,Two Handed Sword,Thuận Thiên,1.4%,7.9%,5.6%,7.8%,12.4%,10.0%
Yuki,Two Handed Sword,Arondight,2.7%,49.4%,7.0%,50.8%,13.5%,44.4%
Yuki,Two Handed Sword,Excalibur,13.4%,1.1%,15.2%,1.7%,20.8%,2.6%
Yuki,Two Handed Sword,Plasma Sword,0.4%,6.8%,2.7%,6.0%,8.4%,6.8%
Yuki,Two Handed Sword,Laevateinn,17.2%,21.1%,28.3%,19.6%,37.6%,18.6%
Yuki,Two Handed Sword,Monohoshizao,6.7%,1.6%,11.6%,0.6%,17.1%,0.6%
Yuki,Two Handed Sword,Hovud,6.2%,3.6%,11.2%,5.5%,17.0%,8.4%
Yuki,Two Handed Sword,Dáinsleif,34.3%,0.8%,52.5%,0.9%,50.0%,1.2%
Yuki,Dual Swords,Divine Dual Swords,3.9%,27.2%,9.0%,10.8%,14.4%,7.0%
Yuki,Dual Swords,Starsteel Twin Swords,13.5%,4.2%,26.2%,1.8%,30.9%,1.5%
Yuki,Dual Swords,Dioscuri,3.0%,7.7%,9.8%,4.8%,11.4%,7.3%
Yuki,Dual Swords,Lloigor & Zahr,5.0%,55.0%,12.1%,79.0%,18.3%,81.2%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,4.5%,0.9%,-9999900.0%,0.2%,-9999900.0%,1.9%
Zahir,Throw,David's Sling,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Ruthenium Marble,9.4%,77.7%,16.4%,79.5%,22.8%,79.1%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.2%,-9999900.0%,0.1%,-9999900.0%,0.0%
Zahir,Shuriken,Mystic Jade Charm,6.3%,55.7%,17.2%,45.9%,19.6%,31.8%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.2%,-9999900.0%,0.1%,-9999900.0%,0.2%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,0.5%,-9999900.0%,0.4%,-9999900.0%,1.6%
Zahir,Shuriken,Azure Dagger,5.7%,18.7%,12.7%,33.6%,10.8%,32.7%
Zahir,Shuriken,Flechette,-9999900.0%,0.2%,-9999900.0%,0.1%,-9999900.0%,0.1%
Zahir,Shuriken,Wind and Fire Wheels,2.0%,7.7%,12.2%,5.4%,15.3%,21.5%
Zahir,Shuriken,Death Rune,11.7%,2.3%,-9999900.0%,2.0%,-9999900.0%,1.8%
Zahir,Shuriken,Sudarsana,20.4%,1.9%,-9999900.0%,2.0%,-9999900.0%,1.4%
Zahir,Shuriken,Petal Torrent,14.5%,2.1%,-9999900.0%,1.4%,25.9%,3.3%
