Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Bernice,Sniper Rifle,Intervention,-9999900.0%,0.1%,-9999900.0%,0.7%,17.1%,3.0%
Bernice,Sniper Rifle,NTW-20,-9999900.0%,0.0%,-9999900.0%,0.8%,-9999900.0%,1.0%
Bernice,Sniper Rifle,Polaris,4.9%,52.7%,11.5%,45.3%,17.7%,60.3%
Bernice,Sniper Rifle,The Deadly Ray,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.1%
Cathy,Dagger,Carnwennan,3.7%,19.9%,9.2%,13.8%,15.2%,15.2%
Cathy,Dagger,Mount Slicer,8.1%,6.1%,-9999900.0%,0.2%,-9999900.0%,0.1%
Cathy,Dagger,Vibroblade,1.3%,43.3%,5.9%,64.2%,14.9%,56.4%
Cathy,Dagger,Damascus Steel Thorn,2.9%,8.6%,14.1%,3.7%,18.1%,12.0%
Cathy,Dagger,Fragarach,24.8%,17.7%,39.8%,15.3%,52.4%,12.2%
Chiara,Rapier,Durendal Mk2,1.9%,19.5%,4.8%,12.1%,-9999900.0%,2.5%
Chiara,Rapier,Mistilteinn,9.6%,33.9%,18.0%,28.7%,22.3%,50.8%
Chiara,Rapier,Volticletto,1.7%,24.3%,11.0%,41.7%,16.9%,27.5%
Chiara,Rapier,Meteor Claymore,0.0%,2.5%,-9999900.0%,1.1%,-9999900.0%,0.0%
Chiara,Rapier,Joyeuse,11.7%,10.6%,33.3%,6.4%,26.1%,7.1%
Emma,Shuriken,Cards of Tyranny,6.8%,6.2%,-9999900.0%,2.4%,-9999900.0%,5.2%
Emma,Shuriken,Mystic Jade Charm,-9999900.0%,2.2%,9.3%,5.5%,21.4%,7.0%
Emma,Shuriken,Fuhma Shuriken,14.2%,44.2%,11.4%,22.2%,21.3%,29.1%
Emma,Shuriken,Frost Venom Dart,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Emma,Shuriken,Azure Dagger,-9999900.0%,0.0%,-9999900.0%,0.3%,-9999900.0%,0.5%
Emma,Shuriken,Flechette,6.5%,5.2%,-9999900.0%,0.0%,-9999900.0%,0.2%
Emma,Shuriken,Wind and Fire Wheels,10.7%,27.3%,14.1%,59.3%,19.5%,46.4%
Emma,Shuriken,Death Rune,-9999900.0%,0.3%,-9999900.0%,0.6%,-9999900.0%,1.3%
Emma,Shuriken,Sudarsana,-9999900.0%,1.3%,-9999900.0%,2.3%,-9999900.0%,0.8%
Emma,Shuriken,Petal Torrent,-9999900.0%,1.0%,-9999900.0%,0.5%,-9999900.0%,0.8%
Fiora,Rapier,Durendal Mk2,2.6%,58.4%,8.0%,62.0%,14.5%,58.2%
Fiora,Rapier,Mistilteinn,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.0%
Fiora,Rapier,Volticletto,4.0%,11.0%,7.4%,4.2%,10.2%,6.4%
Fiora,Rapier,Meteor Claymore,14.1%,6.2%,19.6%,8.0%,42.6%,7.1%
Fiora,Rapier,Joyeuse,14.1%,17.8%,31.6%,21.6%,27.9%,23.6%
Fiora,Spear,Gentian Silver Gun,0.6%,52.6%,6.3%,40.7%,-9999900.0%,50.0%
Fiora,Spear,Eighteen Foot Spear,-9999900.0%,2.4%,5.7%,15.2%,-9999900.0%,21.1%
Fiora,Spear,Cosmic Bident,4.9%,17.4%,-9999900.0%,9.2%,-9999900.0%,2.6%
Fiora,Spear,Lance of Poseidon,-9999900.0%,0.0%,-9999900.0%,1.1%,-9999900.0%,0.0%
Fiora,Spear,Blazing Lance,6.8%,7.4%,31.4%,14.6%,-9999900.0%,10.5%
Fiora,Spear,Fangtian Huaji,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Fiora,Spear,Dragon Guandao,-9999900.0%,1.7%,-9999900.0%,0.6%,-9999900.0%,0.0%
Fiora,Spear,Spear of Longinus,17.4%,14.6%,-9999900.0%,7.4%,-9999900.0%,2.6%
Fiora,Two Handed Sword,Thuận Thiên,0.5%,36.5%,2.8%,51.0%,-9999900.0%,34.8%
Fiora,Two Handed Sword,Arondight,-9999900.0%,3.7%,-9999900.0%,1.7%,-9999900.0%,2.2%
Fiora,Two Handed Sword,Excalibur,-9999900.0%,2.8%,-9999900.0%,0.3%,-9999900.0%,0.0%
Fiora,Two Handed Sword,Plasma Sword,0.0%,9.4%,-9999900.0%,4.1%,-9999900.0%,3.3%
Fiora,Two Handed Sword,Laevateinn,16.7%,22.2%,36.6%,23.8%,37.8%,48.9%
Fiora,Two Handed Sword,Monohoshizao,10.5%,14.1%,-9999900.0%,3.2%,-9999900.0%,1.1%
Fiora,Two Handed Sword,Hovud,-9999900.0%,4.3%,-9999900.0%,5.2%,-9999900.0%,6.5%
Fiora,Two Handed Sword,Dáinsleif,-9999900.0%,5.2%,-9999900.0%,7.0%,-9999900.0%,2.2%
Hart,Guitar,Bohemian,2.3%,3.8%,8.8%,12.2%,12.6%,19.2%
Hart,Guitar,Stairway to Heaven,11.0%,24.0%,24.2%,5.1%,-9999900.0%,4.5%
Hart,Guitar,Purple Haze,5.0%,3.4%,15.9%,3.6%,26.7%,10.9%
Hart,Guitar,Satisfaction,2.6%,11.2%,14.2%,8.7%,13.1%,7.8%
Hart,Guitar,Wonderful Tonight,27.6%,13.7%,33.9%,9.7%,44.8%,7.4%
Hart,Guitar,The Wall,2.7%,34.8%,11.1%,51.1%,14.0%,42.6%
Hart,Guitar,Teen Spirit,13.4%,1.9%,28.6%,5.2%,-9999900.0%,3.8%
Hyejin,Bow,Ancient Bolt,-9999900.0%,0.1%,-9999900.0%,0.3%,-9999900.0%,0.2%
Hyejin,Bow,Golden-Ratio Bow,-9999900.0%,0.2%,-9999900.0%,2.7%,-9999900.0%,1.8%
Hyejin,Bow,Twinbow,2.1%,2.5%,-9999900.0%,1.6%,11.9%,5.1%
Hyejin,Bow,Elemental Bow,6.9%,87.7%,16.3%,85.0%,22.2%,83.3%
Hyejin,Bow,Failnaught,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.2%
Hyejin,Shuriken,Cards of Tyranny,-9999900.0%,10.4%,-9999900.0%,1.9%,-9999900.0%,1.3%
Hyejin,Shuriken,Mystic Jade Charm,-9999900.0%,10.4%,-9999900.0%,10.5%,32.2%,24.6%
Hyejin,Shuriken,Fuhma Shuriken,-9999900.0%,0.0%,11.3%,25.4%,-9999900.0%,11.7%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,0.0%,-9999900.0%,3.8%,-9999900.0%,2.9%
Hyejin,Shuriken,Azure Dagger,-9999900.0%,0.0%,-9999900.0%,1.3%,-9999900.0%,1.3%
Hyejin,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.4%
Hyejin,Shuriken,Wind and Fire Wheels,-9999900.0%,12.5%,17.9%,17.8%,14.9%,27.9%
Hyejin,Shuriken,Death Rune,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.8%
Hyejin,Shuriken,Sudarsana,-9999900.0%,0.0%,-9999900.0%,1.9%,-9999900.0%,4.6%
Hyejin,Shuriken,Petal Torrent,-9999900.0%,62.5%,30.8%,24.8%,30.4%,19.2%
Hyunwoo,Tonfa,Tactical Tonfa,8.6%,45.0%,11.8%,38.2%,17.5%,9.7%
Hyunwoo,Tonfa,Mai Sok,6.9%,10.6%,10.2%,7.1%,12.0%,10.1%
Hyunwoo,Tonfa,Plasma Tonfa,7.1%,41.0%,13.1%,49.9%,19.9%,76.3%
Hyunwoo,Glove,One Inch Punch,6.6%,34.3%,7.3%,26.4%,13.7%,25.1%
Hyunwoo,Glove,Divine Fist,7.9%,15.0%,9.9%,7.4%,6.7%,5.9%
Hyunwoo,Glove,Bloodwing Knuckles,10.5%,15.4%,11.8%,20.6%,9.5%,25.0%
Hyunwoo,Glove,Frost Petal Hand,-9999900.0%,0.8%,11.0%,11.4%,-9999900.0%,5.0%
Hyunwoo,Glove,Buddha's Palm,10.0%,2.2%,11.2%,5.6%,27.0%,8.3%
Hyunwoo,Glove,Brasil Gauntlet,8.5%,13.4%,8.5%,15.4%,15.3%,19.8%
Hyunwoo,Glove,White Claw Punch,-9999900.0%,0.3%,-9999900.0%,0.1%,-9999900.0%,0.8%
Hyunwoo,Glove,Imperial Silk Gloves,22.2%,11.6%,32.2%,6.5%,-9999900.0%,3.8%
Isol,Assault Rifle,AK-12,4.4%,28.2%,11.7%,67.3%,19.0%,52.8%
Isol,Assault Rifle,XCR,11.4%,56.1%,18.5%,19.4%,16.9%,26.1%
Isol,Assault Rifle,Gatling Gun,11.4%,4.9%,10.0%,4.3%,16.4%,12.2%
Isol,Pistol,Devil's Marksman,-9999900.0%,4.6%,18.6%,15.2%,16.9%,22.0%
Isol,Pistol,Elegance,6.9%,38.9%,18.2%,31.0%,28.0%,38.7%
Isol,Pistol,Electron Blaster,4.9%,16.2%,9.1%,11.9%,25.0%,17.3%
Isol,Pistol,Magnum-Boa,16.8%,34.0%,15.4%,35.1%,12.5%,17.3%
Isol,Pistol,Kelte,-9999900.0%,2.5%,-9999900.0%,2.0%,-9999900.0%,2.5%
Jackie,Axe,Beam Axe,-9999900.0%,0.5%,-9999900.0%,6.2%,-9999900.0%,4.2%
Jackie,Axe,Santa Muerte,9.0%,53.9%,8.9%,12.2%,-9999900.0%,8.1%
Jackie,Axe,Scythe,2.4%,11.0%,12.0%,63.0%,16.8%,78.9%
Jackie,Axe,Parashu,5.3%,30.3%,-9999900.0%,4.6%,-9999900.0%,1.8%
Jackie,Axe,Harpe,-9999900.0%,2.4%,-9999900.0%,8.6%,-9999900.0%,5.7%
Jackie,Two Handed Sword,Thuận Thiên,-9999900.0%,6.5%,-9999900.0%,10.1%,-9999900.0%,4.1%
Jackie,Two Handed Sword,Arondight,6.3%,11.9%,-9999900.0%,22.5%,-9999900.0%,34.2%
Jackie,Two Handed Sword,Excalibur,-9999900.0%,6.2%,-9999900.0%,20.9%,-9999900.0%,21.9%
Jackie,Two Handed Sword,Plasma Sword,-9999900.0%,1.5%,-9999900.0%,3.1%,-9999900.0%,8.2%
Jackie,Two Handed Sword,Laevateinn,10.2%,12.2%,-9999900.0%,14.7%,-9999900.0%,12.3%
Jackie,Two Handed Sword,Monohoshizao,3.0%,48.9%,-9999900.0%,13.2%,-9999900.0%,8.2%
Jackie,Two Handed Sword,Hovud,-9999900.0%,0.0%,-9999900.0%,2.3%,-9999900.0%,5.5%
Jackie,Two Handed Sword,Dáinsleif,15.0%,9.9%,-9999900.0%,4.7%,-9999900.0%,0.0%
Jackie,Dual Sword,Divine Dual Swords,2.8%,6.2%,10.8%,10.5%,9.5%,4.6%
Jackie,Dual Sword,Starsteel Twin Swords,11.4%,37.0%,21.3%,12.0%,37.5%,5.4%
Jackie,Dual Sword,Dioscuri,2.0%,46.3%,7.0%,37.9%,11.2%,16.6%
Jackie,Dual Sword,Lloigor & Zahr,3.9%,9.1%,15.2%,38.6%,21.6%,71.2%
Jackie,Dagger,Carnwennan,5.9%,46.9%,8.0%,63.4%,4.0%,40.1%
Jackie,Dagger,Mount Slicer,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,1.1%
Jackie,Dagger,Vibroblade,6.0%,19.3%,-9999900.0%,15.7%,11.5%,32.6%
Jackie,Dagger,Damascus Steel Thorn,8.7%,7.3%,-9999900.0%,3.2%,-9999900.0%,0.0%
Jackie,Dagger,Fragarach,12.1%,21.0%,-9999900.0%,12.0%,-9999900.0%,11.2%
Lenox,Whip,Thunder Whip,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.4%
Lenox,Whip,Gleipnir,4.3%,90.4%,14.9%,89.9%,16.4%,86.6%
Lenox,Whip,Plasma Whip,-9999900.0%,0.0%,-9999900.0%,0.6%,-9999900.0%,3.1%
Lenox,Whip,Bloody Nine Tails,-9999900.0%,2.2%,-9999900.0%,4.1%,-9999900.0%,2.8%
Li Dailin,Glove,One Inch Punch,3.0%,4.6%,7.7%,6.7%,12.2%,4.6%
Li Dailin,Glove,Divine Fist,4.8%,33.6%,9.4%,26.4%,16.0%,14.9%
Li Dailin,Glove,Bloodwing Knuckles,1.2%,18.0%,7.8%,30.1%,16.6%,41.0%
Li Dailin,Glove,Frost Petal Hand,3.3%,17.9%,18.3%,12.0%,21.5%,24.8%
Li Dailin,Glove,Buddha's Palm,-9999900.0%,0.6%,20.8%,3.5%,-9999900.0%,0.8%
Li Dailin,Glove,Brasil Gauntlet,1.1%,2.5%,-9999900.0%,0.6%,-9999900.0%,0.9%
Li Dailin,Glove,White Claw Punch,2.2%,1.2%,5.0%,2.9%,-9999900.0%,1.2%
Li Dailin,Glove,Imperial Silk Gloves,14.9%,16.6%,26.0%,12.9%,39.7%,8.3%
Li Dailin,Nunchaku,The Smiting Dragon,4.2%,34.1%,14.9%,43.0%,18.3%,49.5%
Li Dailin,Nunchaku,Vibro Nunchaku,3.7%,62.7%,10.7%,54.1%,19.7%,46.3%
Magnus,Bat,Statue of Soteria,-9999900.0%,20.7%,-9999900.0%,13.5%,-9999900.0%,20.9%
Magnus,Bat,Mallet,0.0%,28.7%,-9999900.0%,14.7%,-9999900.0%,14.0%
Magnus,Bat,Spy Umbrella,-9999900.0%,26.0%,5.7%,60.6%,-9999900.0%,44.2%
Magnus,Bat,Monkey King Bar,-9999900.0%,19.3%,-9999900.0%,4.2%,-9999900.0%,10.5%
Magnus,Hammer,Fang Mace,2.9%,63.0%,10.9%,73.1%,15.1%,56.5%
Magnus,Hammer,Hammer of Dagda,-9999900.0%,8.4%,-9999900.0%,4.2%,-9999900.0%,2.8%
Magnus,Hammer,Hammer of Thor,6.8%,16.1%,-9999900.0%,7.2%,9.6%,26.3%
Magnus,Hammer,Magic Stick,-9999900.0%,6.2%,-9999900.0%,6.5%,33.3%,7.0%
Magnus,Hammer,Evening Star,-9999900.0%,2.6%,-9999900.0%,0.4%,-9999900.0%,1.5%
Nadine,Bow,Ancient Bolt,10.3%,49.8%,12.3%,30.1%,26.1%,24.9%
Nadine,Bow,Golden-Ratio Bow,-9999900.0%,1.6%,36.4%,13.6%,12.9%,26.0%
Nadine,Bow,Twinbow,9.7%,39.3%,12.1%,43.7%,14.4%,35.9%
Nadine,Bow,Elemental Bow,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.2%
Nadine,Bow,Failnaught,18.2%,4.3%,-9999900.0%,6.9%,-9999900.0%,6.1%
Nadine,Crossbow,The Legend of The General,5.7%,14.5%,-9999900.0%,14.7%,-9999900.0%,4.0%
Nadine,Crossbow,Ballista,3.2%,32.6%,3.8%,23.6%,-9999900.0%,7.0%
Nadine,Crossbow,Sniper Crossbow,3.4%,12.2%,21.8%,24.4%,25.0%,40.0%
Nadine,Crossbow,The Golden Ghost,2.0%,20.7%,5.8%,23.1%,-9999900.0%,33.0%
Nadine,Crossbow,Sharanga,30.0%,14.5%,-9999900.0%,8.0%,-9999900.0%,11.0%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Rozzi,Pistol,Elegance,-9999900.0%,0.1%,-9999900.0%,0.3%,-9999900.0%,0.1%
Rozzi,Pistol,Electron Blaster,6.6%,67.6%,12.0%,67.5%,15.7%,69.2%
Rozzi,Pistol,Magnum-Boa,11.3%,21.9%,14.5%,21.6%,21.5%,20.5%
Rozzi,Pistol,Kelte,21.9%,3.1%,39.5%,4.9%,32.3%,4.9%
Shoichi,Dagger,Carnwennan,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.0%
Shoichi,Dagger,Mount Slicer,3.3%,89.9%,13.0%,91.0%,20.2%,84.5%
Shoichi,Dagger,Vibroblade,-9999900.0%,0.4%,-9999900.0%,0.2%,-9999900.0%,2.6%
Shoichi,Dagger,Damascus Steel Thorn,-9999900.0%,0.7%,-9999900.0%,1.7%,-9999900.0%,4.9%
Shoichi,Dagger,Fragarach,-9999900.0%,0.1%,-9999900.0%,0.3%,-9999900.0%,0.2%
Silvia,Pistol,Devil's Marksman,7.4%,2.9%,13.3%,6.4%,17.5%,9.9%
Silvia,Pistol,Elegance,-9999900.0%,1.3%,-9999900.0%,1.9%,-9999900.0%,5.7%
Silvia,Pistol,Electron Blaster,1.6%,13.0%,7.7%,18.1%,21.1%,19.7%
Silvia,Pistol,Magnum-Boa,4.8%,58.0%,8.2%,51.1%,13.7%,50.3%
Silvia,Pistol,Kelte,20.9%,18.5%,37.0%,15.7%,35.0%,6.9%
Sissela,Shuriken,Cards of Tyranny,3.9%,6.3%,-9999900.0%,2.6%,-9999900.0%,3.0%
Sissela,Shuriken,Mystic Jade Charm,-9999900.0%,2.6%,-9999900.0%,3.0%,23.5%,14.5%
Sissela,Shuriken,Fuhma Shuriken,-9999900.0%,0.3%,-9999900.0%,2.1%,-9999900.0%,2.4%
Sissela,Shuriken,Frost Venom Dart,2.3%,7.2%,-9999900.0%,2.8%,-9999900.0%,2.2%
Sissela,Shuriken,Azure Dagger,-9999900.0%,1.6%,-9999900.0%,2.9%,-9999900.0%,0.4%
Sissela,Shuriken,Flechette,-9999900.0%,2.2%,14.3%,5.3%,-9999900.0%,2.2%
Sissela,Shuriken,Wind and Fire Wheels,4.8%,39.8%,12.7%,57.7%,19.8%,57.0%
Sissela,Shuriken,Death Rune,-9999900.0%,0.1%,-9999900.0%,0.4%,-9999900.0%,0.5%
Sissela,Shuriken,Sudarsana,-9999900.0%,2.6%,-9999900.0%,3.3%,-9999900.0%,1.5%
Sissela,Shuriken,Petal Torrent,10.8%,26.6%,25.0%,12.6%,34.4%,8.1%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.2%,-9999900.0%,0.3%,-9999900.0%,0.0%
Sissela,Throw,Incendiary Bomb,1.5%,12.2%,6.2%,38.5%,19.0%,51.9%
Sissela,Throw,David's Sling,3.9%,23.7%,17.8%,13.3%,24.4%,13.9%
Sissela,Throw,Grenade of Antioch,10.5%,22.1%,-9999900.0%,1.5%,-9999900.0%,0.9%
Sissela,Throw,Ruthenium Marble,10.4%,29.6%,24.6%,34.9%,31.8%,26.2%
Xiukai,Spear,Gentian Silver Gun,0.0%,2.9%,-9999900.0%,5.2%,-9999900.0%,2.5%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.0%,-9999900.0%,0.2%,-9999900.0%,0.3%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.0%,-9999900.0%,0.2%,-9999900.0%,0.0%
Xiukai,Spear,Lance of Poseidon,14.3%,5.4%,16.1%,12.3%,25.9%,25.4%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Fangtian Huaji,11.0%,65.5%,23.3%,68.2%,24.6%,38.2%
Xiukai,Spear,Dragon Guandao,6.9%,12.3%,-9999900.0%,2.8%,17.7%,19.4%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.0%,-9999900.0%,0.2%,-9999900.0%,0.0%
Xiukai,Dagger,Carnwennan,-9999900.0%,1.7%,-9999900.0%,0.4%,-9999900.0%,4.4%
Xiukai,Dagger,Mount Slicer,12.1%,83.1%,15.3%,80.1%,15.7%,75.4%
Xiukai,Dagger,Vibroblade,-9999900.0%,0.0%,-9999900.0%,0.8%,-9999900.0%,3.9%
Xiukai,Dagger,Damascus Steel Thorn,-9999900.0%,3.7%,-9999900.0%,11.9%,-9999900.0%,9.2%
Xiukai,Dagger,Fragarach,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.9%
Yuki,Two Handed Sword,Thuận Thiên,0.4%,5.6%,5.9%,12.1%,13.0%,15.0%
Yuki,Two Handed Sword,Arondight,3.4%,53.4%,5.1%,47.0%,13.7%,41.0%
Yuki,Two Handed Sword,Excalibur,-9999900.0%,0.7%,18.8%,2.3%,14.0%,3.6%
Yuki,Two Handed Sword,Plasma Sword,0.3%,6.7%,2.6%,6.3%,5.6%,7.8%
Yuki,Two Handed Sword,Laevateinn,17.2%,24.2%,26.6%,21.9%,40.4%,16.4%
Yuki,Two Handed Sword,Monohoshizao,14.5%,1.1%,-9999900.0%,0.2%,-9999900.0%,0.6%
Yuki,Two Handed Sword,Hovud,6.2%,3.8%,10.1%,4.6%,19.4%,9.3%
Yuki,Two Handed Sword,Dáinsleif,-9999900.0%,0.7%,-9999900.0%,0.9%,-9999900.0%,0.7%
Yuki,Dual Swords,Divine Dual Swords,-9999900.0%,3.3%,4.5%,3.0%,-9999900.0%,1.6%
Yuki,Dual Swords,Starsteel Twin Swords,13.4%,7.3%,-9999900.0%,1.4%,-9999900.0%,0.4%
Yuki,Dual Swords,Dioscuri,5.2%,6.3%,4.8%,4.2%,-9999900.0%,1.4%
Yuki,Dual Swords,Lloigor & Zahr,5.0%,78.0%,13.0%,89.6%,18.4%,94.1%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,3.1%,-9999900.0%,0.0%,-9999900.0%,1.1%
Zahir,Throw,David's Sling,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Ruthenium Marble,10.9%,80.8%,13.3%,84.8%,22.6%,84.1%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Mystic Jade Charm,5.5%,80.3%,17.1%,53.4%,15.0%,19.5%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,5.9%
Zahir,Shuriken,Azure Dagger,-9999900.0%,4.8%,12.2%,33.1%,-9999900.0%,10.2%
Zahir,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Wind and Fire Wheels,-9999900.0%,8.8%,-9999900.0%,2.4%,18.6%,55.1%
Zahir,Shuriken,Death Rune,-9999900.0%,0.4%,-9999900.0%,1.4%,-9999900.0%,0.0%
Zahir,Shuriken,Sudarsana,-9999900.0%,0.0%,-9999900.0%,1.4%,-9999900.0%,1.0%
Zahir,Shuriken,Petal Torrent,-9999900.0%,0.0%,-9999900.0%,2.0%,-9999900.0%,3.4%
