Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Hyunwoo,Glove,Frost Petal Hand,3.5%,6.7%,10.8%,8.0%,17.1%,6.9%
Hyunwoo,Glove,Buddha's Palm,4.0%,4.9%,9.5%,5.8%,14.7%,5.5%
Hyunwoo,Glove,Brasil Gauntlet,7.8%,10.3%,12.1%,11.0%,15.8%,11.5%
Hyunwoo,Glove,White Claw Punch,2.8%,1.8%,10.5%,1.4%,15.4%,1.0%
Hyunwoo,Glove,Imperial Silk Gloves,15.9%,5.6%,27.8%,3.0%,34.7%,2.7%
Isol,Assault Rifle,AK-12,4.8%,56.6%,12.3%,64.9%,18.0%,71.8%
Isol,Assault Rifle,XCR,11.8%,24.7%,20.4%,16.0%,22.4%,11.0%
Isol,Assault Rifle,Gatling Gun,4.6%,4.0%,12.0%,4.4%,17.0%,3.4%
Isol,Pistol,Devil's Marksman,6.5%,25.3%,14.7%,40.2%,17.7%,41.9%
Isol,Pistol,Elegance,8.5%,35.6%,12.2%,34.0%,18.1%,37.9%
Isol,Pistol,Electron Blaster,5.3%,26.2%,10.5%,12.2%,13.2%,7.2%
Isol,Pistol,Magnum-Boa,10.2%,4.1%,14.9%,4.1%,14.9%,4.1%
Isol,Pistol,Kelte,27.1%,1.8%,38.9%,2.3%,46.8%,1.7%
Jackie,Axe,Beam Axe,1.8%,7.5%,8.8%,10.5%,13.0%,11.9%
Jackie,Axe,Santa Muerte,6.7%,35.7%,9.8%,20.4%,16.6%,20.7%
Jackie,Axe,Scythe,4.5%,29.2%,11.6%,37.0%,17.5%,39.2%
Jackie,Axe,Parashu,4.7%,16.7%,9.3%,9.1%,10.2%,9.1%
Jackie,Axe,Harpe,4.6%,5.5%,13.8%,16.2%,24.7%,14.3%
Jackie,Two Handed Sword,Thuận Thiên,1.2%,18.2%,6.7%,18.7%,17.2%,15.0%
Jackie,Two Handed Sword,Arondight,5.2%,29.1%,7.8%,30.0%,14.4%,37.4%
Jackie,Two Handed Sword,Excalibur,12.8%,8.3%,7.5%,6.0%,18.9%,8.7%
Jackie,Two Handed Sword,Plasma Sword,0.0%,2.0%,0.0%,2.9%,0.0%,4.9%
Jackie,Two Handed Sword,Laevateinn,11.8%,9.3%,21.5%,7.1%,27.0%,7.4%
Jackie,Two Handed Sword,Monohoshizao,5.5%,14.9%,9.2%,15.6%,15.8%,11.9%
Jackie,Two Handed Sword,Hovud,3.8%,3.7%,0.0%,3.2%,0.0%,3.5%
Jackie,Two Handed Sword,Dáinsleif,27.3%,4.5%,0.0%,4.4%,0.0%,2.2%
Jackie,Dual Sword,Divine Dual Swords,5.3%,24.3%,8.8%,22.9%,12.7%,20.8%
Jackie,Dual Sword,Starsteel Dual Swords,20.4%,12.1%,29.1%,7.3%,31.9%,7.6%
Jackie,Dual Sword,Dioscuri,3.7%,50.6%,6.8%,51.5%,11.7%,51.3%
Jackie,Dual Sword,Lloigor & Zahr,4.3%,8.2%,12.4%,13.5%,20.2%,16.6%
Jackie,Dagger,Carnwennan,7.1%,52.9%,9.3%,43.8%,15.5%,39.9%
Jackie,Dagger,Mount Slicer,5.1%,2.4%,10.7%,2.3%,21.9%,2.5%
Jackie,Dagger,Vibroblade,4.6%,26.7%,8.5%,37.9%,13.0%,42.7%
Jackie,Dagger,Fragarach,25.7%,11.7%,38.6%,8.6%,42.5%,9.7%
Lenox,Whip,Thunder Whip,0.0%,0.0%,0.0%,0.1%,0.0%,0.3%
Lenox,Whip,Gleipnir,4.8%,85.7%,11.8%,83.8%,18.6%,85.3%
Lenox,Whip,Plasma Whip,0.7%,2.5%,3.5%,2.9%,9.0%,2.6%
Lenox,Whip,Bloody Nine Tails,28.4%,2.9%,48.1%,3.4%,60.0%,3.3%
Li Dailin,Glove,One Inch Punch,4.7%,4.2%,8.1%,6.2%,15.0%,8.6%
Li Dailin,Glove,Divine Fist,6.4%,19.8%,11.3%,13.5%,16.1%,11.5%
Li Dailin,Glove,Bloodwing Knuckles,3.0%,39.1%,9.1%,45.0%,13.6%,45.8%
Li Dailin,Glove,Frost Petal Hand,6.4%,5.0%,11.9%,6.8%,20.0%,8.8%
Li Dailin,Glove,Buddha's Palm,0.0%,0.3%,0.0%,0.3%,0.0%,0.2%
Li Dailin,Glove,Brasil Gauntlet,3.1%,5.7%,13.0%,4.0%,16.9%,3.8%
Li Dailin,Glove,White Claw Punch,2.6%,5.9%,10.1%,8.3%,13.2%,6.6%
Li Dailin,Glove,Imperial Silk Gloves,12.9%,13.4%,27.5%,9.5%,32.3%,8.7%
Li Dailin,Nunchaku,The Smiting Dragon,5.9%,11.5%,12.2%,12.5%,19.8%,17.2%
Li Dailin,Nunchaku,Vibro Nunchaku,4.4%,82.5%,12.2%,80.6%,18.3%,77.1%
Magnus,Bat,Statue of Soteria,4.1%,64.5%,9.7%,54.2%,13.5%,55.0%
Magnus,Bat,Mallet,5.9%,10.9%,9.5%,12.7%,15.2%,14.3%
Magnus,Bat,Spy Umbrella,4.1%,7.8%,14.7%,16.5%,17.9%,16.1%
Magnus,Bat,Monkey King Bar,20.9%,10.4%,39.3%,4.2%,50.0%,4.8%
Magnus,Hammer,Fang Mace,5.7%,63.8%,11.5%,57.3%,18.5%,53.0%
Magnus,Hammer,Hammer of Dagda,8.8%,9.6%,7.0%,8.8%,15.4%,9.8%
Magnus,Hammer,Hammer of Thor,3.0%,7.4%,12.4%,15.6%,16.9%,20.1%
Magnus,Hammer,Evening Star,15.0%,4.2%,29.6%,3.6%,38.3%,4.1%
Magnus,Hammer,Magic Stick,12.6%,6.5%,26.8%,3.2%,36.7%,2.1%
Nadine,Bow,Ancient bolt,8.8%,52.9%,11.2%,42.3%,17.4%,34.3%
Nadine,Bow,Golden-Ratio Bow,7.0%,3.9%,14.1%,14.7%,20.5%,27.1%
Nadine,Bow,Twinbow,5.5%,27.9%,11.4%,27.7%,15.5%,22.7%
Nadine,Bow,Elemental Bow,3.9%,0.4%,9.0%,1.2%,18.7%,2.9%
Nadine,Bow,Failnaught,40.8%,3.9%,53.7%,3.9%,58.9%,3.3%
Nadine,Crossbow,The Legend of The General,6.5%,11.4%,11.1%,13.9%,13.3%,12.8%
Nadine,Crossbow,Ballista,5.1%,11.9%,10.8%,11.6%,12.2%,12.2%
Nadine,Crossbow,Sniper Crossbow,5.8%,14.6%,10.4%,19.2%,14.2%,24.0%
Nadine,Crossbow,The Golden Ghost,6.7%,45.9%,10.2%,38.8%,16.9%,36.1%
Nadine,Crossbow,Sharanga,33.8%,4.6%,46.9%,5.3%,41.9%,4.8%
Rozzi,Pistol,Devil's Marksman,4.6%,0.2%,0.0%,0.2%,0.0%,0.2%
Rozzi,Pistol,Elegance,1.8%,1.5%,9.3%,2.6%,16.0%,2.9%
Rozzi,Pistol,Electron Blaster,5.3%,72.6%,10.9%,69.6%,15.4%,70.5%
Rozzi,Pistol,Magnum-Boa,5.5%,9.7%,10.5%,12.2%,15.8%,12.4%
Rozzi,Pistol,Kelte,23.7%,3.5%,43.4%,5.0%,43.7%,5.4%
Shoichi,Dagger,Carnwennan,1.7%,0.6%,2.2%,0.8%,0.0%,0.5%
Shoichi,Dagger,Mount Slicer,4.3%,85.7%,12.8%,86.6%,17.3%,86.4%
Shoichi,Dagger,Vibroblade,2.1%,1.5%,6.2%,2.0%,13.9%,3.8%
Shoichi,Dagger,Fragarach,19.6%,0.5%,30.6%,0.9%,46.7%,1.0%
Silvia,Pistol,Devil's Marksman,4.1%,8.9%,13.4%,7.0%,18.0%,7.8%
Silvia,Pistol,Elegance,3.3%,4.7%,12.1%,5.0%,13.9%,5.7%
Silvia,Pistol,Electron Blaster,2.7%,45.6%,8.5%,42.3%,13.5%,38.5%
Silvia,Pistol,Magnum-Boa,5.4%,21.5%,11.0%,26.3%,17.0%,30.7%
Silvia,Pistol,Kelte,20.6%,8.4%,39.6%,8.2%,47.7%,6.5%
Sissela,Shuriken,Cards of Tyranny,0.7%,1.0%,0.0%,0.6%,0.0%,0.5%
Sissela,Shuriken,Mystic Jade Charm,6.9%,2.6%,18.5%,4.9%,19.9%,7.6%
Sissela,Shuriken,Fuhma Shuriken,3.9%,3.3%,9.3%,4.2%,15.1%,4.0%
Sissela,Shuriken,Frost Venom Dart,0.1%,11.5%,0.7%,5.5%,1.7%,5.0%
Sissela,Shuriken,Azure Dagger,1.7%,1.3%,4.2%,2.2%,18.4%,2.4%
Sissela,Shuriken,Flechette,5.2%,0.7%,9.6%,0.7%,0.0%,0.5%
Sissela,Shuriken,Wind and Fire Wheels,5.2%,27.8%,12.6%,45.8%,19.1%,46.6%
Sissela,Shuriken,Death Rune,6.5%,1.2%,14.8%,1.9%,31.9%,1.7%
Sissela,Shuriken,Sudarsana,32.8%,2.1%,48.1%,1.8%,59.6%,2.2%
Sissela,Shuriken,Petal Torrent,10.4%,31.1%,18.5%,18.9%,25.7%,18.3%
Sissela,Throw,Smoke Bomb,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%
Sissela,Throw,Incendiary Bomb,3.3%,14.6%,12.3%,11.2%,21.9%,13.6%
Sissela,Throw,David's Sling,5.9%,50.8%,11.8%,61.0%,20.4%,62.4%
Sissela,Throw,Grenade of Antioch,12.8%,7.1%,0.0%,1.8%,0.0%,0.9%
Sissela,Throw,Ruthenium Marble,6.6%,12.2%,10.2%,12.5%,23.1%,11.2%
Xiukai,Spear,Gentian Silver Gun,0.8%,3.2%,5.8%,3.5%,13.9%,4.8%
Xiukai,Spear,Eighteen Foot Spear,0.0%,0.0%,0.0%,0.1%,0.0%,0.1%
Xiukai,Spear,Cosmic Bident,0.0%,0.1%,0.0%,0.1%,0.0%,0.2%
Xiukai,Spear,Lance of Poseidon,5.2%,11.9%,10.9%,16.0%,17.6%,18.3%
Xiukai,Spear,Blazing Lance,0.0%,0.1%,0.0%,0.1%,0.0%,0.0%
Xiukai,Spear,Fangtian Huaji,9.0%,61.6%,13.9%,53.4%,20.0%,53.4%
Xiukai,Spear,Dragon Guandao,4.1%,2.3%,9.7%,7.9%,16.1%,6.9%
Xiukai,Spear,Spear of Longinus,0.0%,0.1%,0.0%,0.1%,0.0%,0.3%
Xiukai,Dagger,Carnwennan,3.9%,25.2%,8.3%,22.8%,13.1%,15.3%
Xiukai,Dagger,Mount Slicer,9.5%,60.3%,15.0%,57.0%,19.3%,61.9%
Xiukai,Dagger,Vibroblade,0.8%,3.1%,8.0%,6.6%,7.8%,10.2%
Xiukai,Dagger,Fragarach,0.0%,0.3%,0.0%,0.8%,0.0%,0.4%
Yuki,Two Handed Sword,Thuận Thiên,1.8%,4.8%,6.2%,7.1%,16.5%,10.0%
Yuki,Two Handed Sword,Arondight,4.2%,63.4%,10.0%,57.1%,16.0%,53.8%
Yuki,Two Handed Sword,Excalibur,10.2%,1.5%,14.8%,2.8%,18.8%,3.8%
Yuki,Two Handed Sword,Plasma Sword,1.1%,4.6%,5.1%,7.0%,10.4%,7.8%
Yuki,Two Handed Sword,Laevateinn,18.8%,10.4%,29.6%,11.5%,38.5%,10.6%
Yuki,Two Handed Sword,Monohoshizao,7.9%,1.1%,7.0%,0.4%,16.7%,0.5%
Yuki,Two Handed Sword,Hovud,6.6%,5.3%,14.3%,5.3%,18.8%,5.6%
Yuki,Two Handed Sword,Dáinsleif,30.5%,1.1%,41.3%,1.3%,52.2%,1.1%
Yuki,Dual Swords,Divine Dual Swords,4.3%,10.1%,9.3%,7.5%,11.5%,6.0%
Yuki,Dual Swords,Starsteel Dual Swords,14.5%,3.6%,30.1%,1.5%,30.8%,1.4%
Yuki,Dual Swords,Dioscuri,2.2%,13.5%,6.2%,9.5%,11.9%,7.9%
Yuki,Dual Swords,Lloigor & Zahr,4.9%,66.2%,12.1%,76.7%,17.9%,80.7%
Zahir,Throw,Smoke Bomb,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%
Zahir,Throw,Incendiary Bomb,0.0%,0.4%,0.0%,0.9%,0.0%,0.6%
Zahir,Throw,David's Sling,0.0%,0.0%,0.0%,0.1%,0.0%,0.0%
Zahir,Throw,Grenade of Antioch,0.0%,0.1%,0.0%,0.1%,0.0%,0.0%
Zahir,Throw,Ruthenium Marble,7.7%,68.5%,13.7%,72.2%,19.2%,78.7%
Zahir,Shuriken,Cards of Tyranny,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%
Zahir,Shuriken,Mystic Jade Charm,6.8%,49.4%,17.3%,37.6%,19.3%,37.8%
Zahir,Shuriken,Fuhma Shuriken,0.0%,0.0%,0.0%,0.2%,0.0%,0.2%
Zahir,Shuriken,Frost Venom Dart,0.0%,0.6%,0.0%,0.7%,0.0%,1.0%
Zahir,Shuriken,Azure Dagger,3.8%,25.8%,10.9%,36.7%,15.2%,39.9%
Zahir,Shuriken,Flechette,0.0%,0.2%,0.0%,0.0%,0.0%,0.1%
Zahir,Shuriken,Wind and Fire Wheels,5.3%,8.2%,11.7%,9.8%,17.3%,7.5%
Zahir,Shuriken,Death Rune,3.4%,0.8%,23.3%,1.2%,0.0%,1.2%
Zahir,Shuriken,Sudarsana,22.6%,1.2%,42.4%,1.2%,48.6%,1.9%
Zahir,Shuriken,Petal Torrent,16.9%,2.3%,29.4%,2.4%,36.8%,3.0%
