Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Aya,Sniper,The Deadly Ray,15.9%,13.6%,24.3%,8.5%,27.9%,8.0%
Barbara,Bat,Statue of Soteria,2.0%,3.2%,9.3%,4.0%,13.8%,9.4%
Barbara,Bat,Mallet,8.2%,2.4%,20.0%,0.9%,10.7%,1.0%
Barbara,Bat,Spy Umbrella,9.0%,68.9%,13.5%,75.4%,18.5%,72.2%
Barbara,Bat,Magic Stick,29.6%,6.7%,34.5%,3.5%,42.9%,5.5%
Barbara,Bat,Monkey King Bar,41.9%,2.0%,47.3%,1.4%,-9999900.0%,0.6%
Berncie,Sniper,Tac-50,6.5%,76.6%,14.2%,62.8%,19.3%,59.8%
Berncie,Sniper,Intervention,1.9%,0.4%,3.8%,0.7%,16.1%,4.5%
Berncie,Sniper,NTW-20,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.3%
Berncie,Sniper,Polaris,4.2%,15.0%,10.2%,29.5%,15.4%,29.2%
Berncie,Sniper,The Deadly Ray,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.2%
Cathy,Dagger,Carnwennan,1.6%,15.3%,9.3%,14.6%,15.5%,15.9%
Cathy,Dagger,Mount Slicer,1.0%,1.4%,7.3%,0.9%,15.2%,0.5%
Cathy,Dagger,Vibroblade,2.0%,38.6%,7.5%,45.7%,11.8%,43.5%
Cathy,Dagger,Damascus Steel Thorn,5.2%,26.8%,14.7%,23.4%,22.3%,26.7%
Cathy,Dagger,Fragarach,25.9%,8.5%,49.0%,7.1%,52.9%,5.7%
Chiara,Rapier,Durendal Mk2,3.0%,8.6%,8.9%,5.7%,10.7%,10.6%
Chiara,Rapier,Mistilteinn,6.9%,38.9%,16.1%,39.9%,21.8%,45.9%
Chiara,Rapier,Volticletto,3.5%,35.3%,9.8%,36.8%,14.6%,29.5%
Chiara,Rapier,Meteor Claymore,8.9%,1.4%,29.8%,0.8%,-9999900.0%,0.5%
Chiara,Rapier,Joyeuse,10.9%,2.8%,29.4%,1.5%,38.5%,1.5%
Emma,Shuriken,Cards of Tyranny,4.9%,6.8%,6.7%,8.2%,13.0%,7.0%
Emma,Shuriken,Mystic Jade Charm,3.2%,1.7%,8.2%,2.2%,19.3%,3.1%
Emma,Shuriken,Fuhma Shuriken,7.3%,63.1%,12.5%,58.8%,18.2%,48.6%
Emma,Shuriken,Frost Venom Dart,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Emma,Shuriken,Azure Dagger,0.0%,0.5%,17.7%,0.8%,14.0%,0.7%
Emma,Shuriken,Flechette,6.5%,1.4%,11.1%,0.8%,13.0%,0.7%
Emma,Shuriken,Wind and Fire Wheels,4.6%,10.0%,8.9%,14.8%,13.5%,29.9%
Emma,Shuriken,Death Rune,18.3%,0.5%,17.6%,0.5%,-9999900.0%,0.4%
Emma,Shuriken,Sudarsana,22.2%,0.8%,46.1%,0.7%,-9999900.0%,0.4%
Emma,Shuriken,Petal Torrent,20.3%,0.3%,-9999900.0%,0.2%,-9999900.0%,0.2%
Fiora,Rapier,Durendal Mk2,4.4%,51.2%,9.0%,57.7%,15.2%,53.5%
Fiora,Rapier,Mistilteinn,2.8%,0.5%,10.0%,2.0%,26.8%,1.2%
Fiora,Rapier,Volticletto,6.6%,23.1%,10.1%,19.3%,15.2%,23.9%
Fiora,Rapier,Meteor Claymore,20.5%,11.1%,29.1%,7.8%,41.1%,7.1%
Fiora,Rapier,Joyeuse,18.0%,5.7%,33.5%,5.6%,35.3%,8.0%
Fiora,Spear,Gentian Silver Gun,0.4%,36.1%,4.2%,30.9%,12.0%,37.6%
Fiora,Spear,Eighteen Foot Spear,3.7%,18.5%,11.4%,17.8%,11.6%,22.0%
Fiora,Spear,Cosmic Bident,11.1%,6.3%,15.0%,4.3%,-9999900.0%,2.9%
Fiora,Spear,Lance of Poseidon,0.8%,3.2%,-9999900.0%,0.9%,-9999900.0%,2.2%
Fiora,Spear,Blazing Lance,12.8%,6.0%,13.3%,4.3%,-9999900.0%,3.6%
Fiora,Spear,Fangtian Huaji,2.4%,1.1%,-9999900.0%,0.3%,-9999900.0%,0.2%
Fiora,Spear,Dragon Guandao,2.4%,10.9%,8.5%,23.0%,11.9%,12.9%
Fiora,Spear,Spear of Longinus,42.4%,8.1%,50.0%,8.2%,63.3%,8.1%
Fiora,Two-Handed Sword,Thuận Thiên,0.4%,28.0%,4.0%,32.1%,6.9%,33.5%
Fiora,Two-Handed Sword,Arondight,3.2%,3.1%,4.6%,4.4%,10.2%,5.6%
Fiora,Two-Handed Sword,Excalibur,14.1%,2.7%,3.8%,2.2%,-9999900.0%,1.8%
Fiora,Two-Handed Sword,Plasma Sword,0.0%,3.3%,0.0%,2.3%,3.6%,4.8%
Fiora,Two-Handed Sword,Laevateinn,15.3%,9.1%,27.0%,14.1%,31.6%,13.0%
Fiora,Two-Handed Sword,Monohoshizao,10.0%,36.8%,13.0%,30.6%,22.8%,29.2%
Fiora,Two-Handed Sword,Hovud,5.8%,4.1%,8.8%,2.8%,17.8%,2.6%
Fiora,Two-Handed Sword,Dáinsleif,47.5%,4.1%,61.4%,1.8%,53.3%,3.5%
Hart,Guitar,Bohemian,8.8%,33.2%,13.4%,21.9%,17.7%,26.2%
Hart,Guitar,Stairway to Heaven,7.6%,0.6%,25.0%,0.6%,-9999900.0%,0.6%
Hart,Guitar,Purple Haze,3.1%,1.4%,8.2%,1.4%,12.6%,2.5%
Hart,Guitar,Satisfaction,5.4%,13.9%,10.8%,12.6%,17.9%,8.9%
Hart,Guitar,Wonderful Tonight,24.5%,7.0%,41.9%,5.3%,48.2%,5.5%
Hart,Guitar,The Wall,3.2%,27.2%,9.7%,41.6%,14.0%,36.7%
Hart,Guitar,Teen Spirit,6.4%,10.7%,17.0%,11.3%,20.9%,14.8%
Hyejin,Bow,Ancient Bolt,2.6%,1.2%,-9999900.0%,0.3%,-9999900.0%,0.4%
Hyejin,Bow,Golden-Ratio Bow,0.7%,2.2%,12.7%,2.6%,14.8%,3.3%
Hyejin,Bow,Twinbow,1.6%,10.7%,5.8%,16.2%,11.3%,14.7%
Hyejin,Bow,Elemental Bow,3.2%,65.3%,11.1%,64.8%,18.1%,65.7%
Hyejin,Bow,Argyrotoxus,14.5%,6.7%,48.1%,4.2%,55.3%,4.4%
Hyejin,Bow,Failnaught,-9999900.0%,0.2%,-9999900.0%,0.3%,-9999900.0%,0.4%
Hyejin,Shuriken,Cards of Tyranny,1.5%,28.6%,9.9%,23.8%,13.1%,17.5%
Hyejin,Shuriken,Mystic Jade Charm,3.0%,4.9%,17.5%,15.1%,29.2%,34.3%
Hyejin,Shuriken,Fuhma Shuriken,2.9%,8.4%,17.1%,13.8%,19.5%,9.8%
Hyejin,Shuriken,Frost Venom Dart,0.0%,2.8%,-9999900.0%,2.5%,-9999900.0%,0.9%
Hyejin,Shuriken,Azure Dagger,0.0%,2.9%,-9999900.0%,1.0%,10.2%,3.7%
Hyejin,Shuriken,Flechette,-9999900.0%,0.7%,-9999900.0%,0.4%,-9999900.0%,0.4%
Hyejin,Shuriken,Wind and Fire Wheels,1.5%,3.2%,10.9%,21.6%,18.2%,14.3%
Hyejin,Shuriken,Death Rune,-9999900.0%,0.7%,-9999900.0%,1.1%,22.7%,3.4%
Hyejin,Shuriken,Sudarsana,-9999900.0%,1.0%,-9999900.0%,1.5%,-9999900.0%,2.2%
Hyejin,Shuriken,Petal Torrent,9.6%,35.9%,15.6%,12.1%,31.5%,6.8%
Hyunwoo,Tonfa,Tactical Tonfa,5.2%,36.9%,10.4%,24.9%,16.9%,14.7%
Hyunwoo,Tonfa,Mai Sok,10.5%,8.3%,14.7%,10.1%,18.6%,22.9%
Hyunwoo,Tonfa,Plasma Tonfa,5.8%,49.4%,12.2%,60.3%,16.9%,58.3%
Hyunwoo,Glvoe,One Inch Punch,4.5%,19.8%,10.7%,15.6%,14.1%,17.9%
Hyunwoo,Glvoe,Divine Fist,5.2%,14.6%,11.8%,9.0%,17.1%,7.3%
Hyunwoo,Glvoe,Bloodwing Knuckles,3.2%,10.0%,10.5%,23.0%,16.2%,22.0%
Hyunwoo,Glvoe,Frost Petal Hand,2.5%,2.4%,9.4%,8.9%,17.0%,4.3%
Hyunwoo,Glvoe,Buddha's Palm,3.6%,20.6%,11.3%,19.8%,14.8%,22.0%
Hyunwoo,Glvoe,Brasil Gauntlet,5.5%,5.2%,10.4%,5.8%,16.6%,10.6%
Hyunwoo,Glvoe,White Claw Punch,2.2%,12.4%,7.1%,5.8%,14.8%,4.3%
Hyunwoo,Glvoe,Imperial Silk Gloves,16.9%,4.3%,32.4%,3.1%,37.7%,3.2%
Isol,Assault Rifle,AK-12,5.0%,15.2%,10.4%,22.6%,17.2%,28.8%
Isol,Assault Rifle,XCR,14.6%,6.3%,13.6%,3.3%,27.6%,3.9%
Isol,Assault Rifle,Type 95,7.4%,2.2%,8.9%,2.4%,12.0%,4.6%
Isol,Assault Rifle,Agni,9.8%,65.1%,14.6%,61.6%,19.1%,54.2%
Isol,Pistol,Devil's Marksman,6.3%,12.2%,16.5%,17.7%,15.4%,26.1%
Isol,Pistol,Elegance,12.4%,27.3%,13.1%,35.3%,15.0%,40.7%
Isol,Pistol,Electron Blaster,5.8%,39.2%,10.8%,25.6%,15.5%,15.6%
Isol,Pistol,Magnum-Boa,7.4%,15.7%,14.1%,15.0%,23.0%,11.9%
Isol,Pistol,Kelte,29.6%,1.3%,-9999900.0%,1.4%,-9999900.0%,1.5%
Jackie,Axe,Beam Axe,1.3%,26.9%,7.4%,19.8%,14.3%,26.3%
Jackie,Axe,Santa Muerte,6.8%,25.3%,8.9%,28.4%,16.6%,17.9%
Jackie,Axe,Scythe,3.3%,26.1%,11.5%,33.9%,21.3%,42.0%
Jackie,Axe,Parashu,1.0%,12.2%,2.7%,4.4%,16.4%,3.8%
Jackie,Axe,Harpe,6.3%,3.2%,15.8%,7.1%,28.2%,6.2%
Jackie,Two-Handed Sword,Thuận Thiên,0.6%,4.0%,5.3%,8.2%,7.5%,4.6%
Jackie,Two-Handed Sword,Arondight,2.1%,8.4%,8.7%,15.8%,7.6%,10.5%
Jackie,Two-Handed Sword,Excalibur,13.3%,8.3%,-9999900.0%,1.7%,-9999900.0%,2.9%
Jackie,Two-Handed Sword,Plasma Sword,-9999900.0%,1.0%,1.1%,6.3%,4.1%,5.6%
Jackie,Two-Handed Sword,Laevateinn,21.5%,3.4%,19.0%,5.7%,-9999900.0%,3.3%
Jackie,Two-Handed Sword,Monohoshizao,6.2%,50.6%,15.6%,38.5%,14.3%,51.1%
Jackie,Two-Handed Sword,Hovud,1.8%,2.7%,-9999900.0%,2.5%,-9999900.0%,2.1%
Jackie,Two-Handed Sword,Dáinsleif,41.4%,3.6%,50.8%,4.4%,-9999900.0%,2.9%
Jackie,Dual Swords,Divine Dual Swords,4.5%,14.5%,8.7%,11.1%,11.7%,12.6%
Jackie,Dual Swords,Starsteel Twin Swords,15.4%,13.3%,23.6%,6.1%,29.9%,5.0%
Jackie,Dual Swords,Dioscuri,2.2%,30.0%,5.9%,24.8%,10.1%,20.5%
Jackie,Dual Swords,Lloigor & Zahr,5.0%,38.6%,14.3%,55.1%,21.0%,59.8%
Jackie,Dagger,Carnwennan,4.9%,49.6%,9.9%,46.8%,16.1%,49.3%
Jackie,Dagger,Mount Slicer,2.6%,3.0%,-9999900.0%,1.5%,11.8%,3.0%
Jackie,Dagger,Vibroblade,3.6%,20.7%,7.5%,27.7%,14.0%,27.9%
Jackie,Dagger,Damascus Steel Thorn,8.2%,3.5%,18.7%,3.0%,32.7%,2.9%
Jackie,Dagger,Fragarach,27.3%,11.7%,38.8%,9.9%,54.1%,7.7%
Lenox,Whip,Thunder Whip,2.8%,1.2%,12.7%,2.3%,15.1%,2.9%
Lenox,Whip,Gleipnir,4.4%,87.6%,11.1%,87.4%,16.9%,87.7%
Lenox,Whip,Plasma Whip,0.4%,3.2%,5.2%,2.2%,8.9%,1.8%
Lenox,Whip,Bloody Nine Tails,34.7%,2.2%,59.6%,2.3%,62.8%,2.1%
Li Dailin,Glove,One Inch Punch,2.0%,1.6%,12.1%,3.0%,16.1%,4.8%
Li Dailin,Glove,Divine Fist,3.1%,37.0%,10.7%,28.0%,14.7%,27.9%
Li Dailin,Glove,Bloodwing Knuckles,1.3%,12.7%,6.8%,14.6%,12.8%,17.2%
Li Dailin,Glove,Frost Petal Hand,2.9%,7.9%,13.1%,14.5%,18.2%,16.0%
Li Dailin,Glove,Buddha's Palm,2.3%,11.7%,9.4%,11.0%,15.1%,6.9%
Li Dailin,Glove,Brasil Gauntlet,2.8%,0.7%,9.7%,1.1%,14.2%,4.3%
Li Dailin,Glove,White Claw Punch,2.8%,11.1%,8.7%,12.8%,14.9%,10.4%
Li Dailin,Glove,Imperial Silk Gloves,11.5%,10.8%,27.4%,8.2%,34.7%,7.2%
Li Dailin,Nunchaku,The Smiting Dragon,2.5%,19.0%,10.0%,41.8%,15.3%,35.6%
Li Dailin,Nunchaku,Vibro Nunchaku,2.5%,69.9%,9.7%,50.9%,18.6%,54.1%
Li Dailin,Nunchaku,Cerberus,1.6%,5.5%,5.3%,3.2%,11.6%,6.3%
Luke,Bat,Statue of Soteria,1.1%,27.1%,4.7%,36.9%,9.7%,45.4%
Luke,Bat,Mallet,2.2%,46.7%,7.4%,41.6%,11.2%,35.5%
Luke,Bat,Spy Umbrella,2.3%,0.5%,4.0%,1.1%,10.3%,0.8%
Luke,Bat,Magic Stick,13.4%,0.2%,25.0%,0.2%,-9999900.0%,0.2%
Luke,Bat,Monkey King Bar,32.5%,13.7%,47.8%,11.7%,53.6%,11.2%
Magnus,Bat,Statue of Soteria,2.6%,13.6%,8.9%,22.2%,15.8%,21.8%
Magnus,Bat,Mallet,1.9%,50.8%,8.5%,29.7%,17.4%,25.1%
Magnus,Bat,Spy Umbrella,2.3%,15.4%,10.8%,31.4%,14.1%,33.5%
Magnus,Bat,Magic Stick,12.4%,3.4%,26.7%,4.1%,43.4%,5.7%
Magnus,Bat,Monkey King Bar,16.9%,10.1%,36.2%,4.3%,70.3%,4.8%
Magnus,Hammer,Fang Mace,2.9%,42.2%,11.7%,42.1%,18.3%,46.8%
Magnus,Hammer,Hammer of Dagda,4.9%,13.2%,11.0%,13.0%,13.8%,16.0%
Magnus,Hammer,Hammer of Thor,1.9%,23.9%,9.1%,29.5%,11.7%,24.5%
Magnus,Hammer,Peacebringer,26.3%,0.7%,28.6%,1.0%,-9999900.0%,0.9%
Magnus,Hammer,Evening Star,13.4%,12.1%,29.5%,4.6%,35.1%,3.6%
Nadine,Bow,Ancient Bolt,7.3%,6.6%,9.4%,7.8%,13.6%,7.0%
Nadine,Bow,Golden-Ratio Bow,5.0%,2.5%,9.5%,9.9%,16.1%,26.6%
Nadine,Bow,Twinbow,6.9%,77.1%,10.4%,69.0%,14.6%,51.8%
Nadine,Bow,Elemental Bow,-9999900.0%,0.1%,-9999900.0%,0.4%,19.7%,0.9%
Nadine,Bow,Argyrotoxus,44.3%,1.1%,52.8%,1.5%,59.4%,3.6%
Nadine,Bow,Failnaught,42.7%,2.1%,54.7%,2.7%,67.9%,2.4%
Nadine,Crossbow,The Legend of The General,7.5%,20.2%,11.8%,27.2%,16.9%,27.7%
Nadine,Crossbow,Ballista,5.3%,29.0%,9.9%,20.9%,13.2%,20.0%
Nadine,Crossbow,Sniper Crossbow,9.9%,16.8%,9.1%,20.7%,15.5%,27.5%
Nadine,Crossbow,The Golden Ghost,4.7%,19.5%,8.3%,15.1%,14.2%,12.0%
Nadine,Crossbow,Sharanga,38.0%,5.5%,39.4%,5.4%,58.6%,5.4%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.1%
Rozzi,Pistol,Elegance,1.5%,1.6%,4.3%,1.7%,11.7%,1.3%
Rozzi,Pistol,Electron Blaster,3.8%,67.5%,10.7%,59.1%,14.7%,59.2%
Rozzi,Pistol,Magnum-Boa,5.4%,19.0%,11.2%,28.1%,18.4%,29.3%
Rozzi,Pistol,Kelte,26.0%,2.1%,46.0%,2.6%,51.4%,2.6%
Shoichi,Dagger,Carnwennan,1.4%,0.8%,-9999900.0%,0.5%,-9999900.0%,0.8%
Shoichi,Dagger,Mount Slicer,3.7%,87.4%,11.3%,88.1%,17.2%,86.2%
Shoichi,Dagger,Vibroblade,1.6%,0.8%,6.1%,1.2%,25.0%,1.4%
Shoichi,Dagger,Damascus Steel Thorn,2.2%,0.5%,4.2%,1.7%,14.1%,4.1%
Shoichi,Dagger,Fragarach,20.7%,1.1%,47.2%,1.0%,-9999900.0%,0.8%
Silvia,Pistol,Devil's Marksman,8.1%,19.0%,15.5%,9.2%,22.9%,9.7%
Silvia,Pistol,Elegance,2.5%,33.6%,8.1%,36.2%,15.9%,30.4%
Silvia,Pistol,Electron Blaster,1.6%,13.4%,8.6%,13.7%,16.3%,18.5%
Silvia,Pistol,Magnum-Boa,3.7%,20.1%,9.8%,27.4%,15.9%,29.7%
Silvia,Pistol,Kelte,23.8%,5.5%,49.0%,4.9%,53.8%,4.2%
Sissela,Shuriken,Cards of Tyranny,2.7%,6.9%,6.6%,6.6%,15.9%,3.1%
Sissela,Shuriken,Mystic Jade Charm,5.0%,2.8%,12.7%,11.6%,23.0%,5.0%
Sissela,Shuriken,Fuhma Shuriken,5.6%,5.7%,12.0%,5.1%,20.8%,6.4%
Sissela,Shuriken,Frost Venom Dart,0.5%,6.6%,0.5%,3.4%,2.3%,2.7%
Sissela,Shuriken,Azure Dagger,3.3%,2.4%,5.3%,2.1%,11.9%,2.1%
Sissela,Shuriken,Flechette,5.1%,4.6%,10.8%,3.1%,16.3%,1.0%
Sissela,Shuriken,Wind and Fire Wheels,3.6%,24.8%,10.8%,39.9%,16.1%,54.9%
Sissela,Shuriken,Death Rune,15.9%,0.8%,19.3%,1.1%,25.9%,1.1%
Sissela,Shuriken,Sudarsana,34.0%,1.3%,39.2%,1.0%,50.0%,0.9%
Sissela,Shuriken,Petal Torrent,10.3%,29.2%,18.2%,14.6%,27.3%,13.2%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.2%
Sissela,Throw,Incendiary Bomb,3.3%,22.0%,10.2%,18.1%,18.1%,20.4%
Sissela,Throw,David's Sling,5.0%,12.3%,12.9%,8.6%,22.0%,9.7%
Sissela,Throw,Grenade of Antioch,5.0%,16.0%,10.5%,8.0%,21.4%,4.5%
Sissela,Throw,Ruthenium Marble,5.1%,33.6%,13.2%,50.1%,22.9%,52.9%
Sua,Hammer,Fang Mace,2.9%,27.4%,8.7%,35.2%,15.6%,45.8%
Sua,Hammer,Hammer of Dagda,3.3%,11.6%,7.9%,15.0%,14.0%,10.1%
Sua,Hammer,Hammer of Thor,2.0%,41.7%,10.3%,34.0%,14.2%,29.3%
Sua,Hammer,Peacebringer,21.4%,0.6%,51.4%,0.7%,50.0%,1.1%
Sua,Hammer,Evening Star,13.5%,6.1%,28.5%,3.5%,35.0%,3.8%
Xiukai,Spear,Gentian Silver Gun,5.2%,3.0%,12.8%,4.0%,14.7%,3.4%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.1%,-9999900.0%,0.1%,8.9%,7.1%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.1%
Xiukai,Spear,Lance of Poseidon,7.4%,39.2%,14.6%,42.3%,20.6%,35.4%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.0%
Xiukai,Spear,Fangtian Huaji,9.3%,35.6%,20.4%,23.2%,23.0%,24.0%
Xiukai,Spear,Dragon Guandao,5.4%,3.4%,10.7%,16.7%,20.7%,17.3%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.1%
Xiukai,Dagger,Carnwennan,3.2%,1.3%,-9999900.0%,0.8%,-9999900.0%,0.4%
Xiukai,Dagger,Mount Slicer,12.8%,88.3%,17.4%,82.7%,23.6%,80.4%
Xiukai,Dagger,Vibroblade,0.0%,0.3%,-9999900.0%,0.5%,14.0%,1.6%
Xiukai,Dagger,Damascus Steel Thorn,5.7%,0.4%,11.6%,4.5%,18.9%,7.8%
Xiukai,Dagger,Fragarach,-9999900.0%,0.2%,-9999900.0%,0.3%,-9999900.0%,0.2%
Yuki,Two-Handed Sword,Thuận Thiên,1.1%,4.0%,4.3%,6.5%,11.6%,8.3%
Yuki,Two-Handed Sword,Arondight,2.2%,30.0%,6.5%,33.3%,12.0%,38.8%
Yuki,Two-Handed Sword,Excalibur,13.5%,1.4%,12.9%,1.8%,11.2%,2.4%
Yuki,Two-Handed Sword,Plasma Sword,0.4%,2.0%,3.2%,3.0%,7.5%,3.5%
Yuki,Two-Handed Sword,Laevateinn,20.4%,12.3%,28.7%,13.5%,38.5%,13.5%
Yuki,Two-Handed Sword,Monohoshizao,9.2%,5.9%,14.6%,6.2%,23.6%,6.0%
Yuki,Two-Handed Sword,Hovud,6.6%,32.2%,10.8%,25.6%,17.2%,18.9%
Yuki,Two-Handed Sword,Dáinsleif,38.9%,1.4%,49.7%,1.2%,61.7%,1.1%
Yuki,Dual Sword,Divine Dual Swords,3.4%,17.2%,8.0%,14.2%,11.3%,6.0%
Yuki,Dual Sword,Starsteel Twin Swords,10.0%,6.3%,25.9%,2.7%,33.5%,2.9%
Yuki,Dual Sword,Dioscuri,0.8%,13.8%,7.3%,10.6%,9.8%,15.7%
Yuki,Dual Sword,Lloigor & Zahr,2.5%,57.3%,10.4%,68.6%,16.8%,72.7%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.1%
Zahir,Throw,Incendiary Bomb,3.0%,0.6%,-9999900.0%,0.4%,-9999900.0%,0.3%
Zahir,Throw,David's Sling,-9999900.0%,0.2%,-9999900.0%,0.2%,-9999900.0%,0.1%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.1%
Zahir,Throw,Ruthenium Marble,7.6%,75.8%,15.3%,79.8%,20.6%,83.4%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.4%,-9999900.0%,0.3%,-9999900.0%,0.1%
Zahir,Shuriken,Mystic Jade Charm,7.1%,58.7%,14.8%,50.8%,19.1%,55.0%
Zahir,Shuriken,Fuhma Shuriken,5.0%,2.3%,6.3%,1.6%,2.5%,1.9%
