Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Emma,Shuriken,Death Rune,-9999900.0%,0.2%,-9999900.0%,1.0%,-9999900.0%,0.6%
Emma,Shuriken,Sudarsana,-9999900.0%,1.7%,-9999900.0%,1.7%,-9999900.0%,0.3%
Emma,Shuriken,Petal Torrent,-9999900.0%,3.0%,-9999900.0%,1.0%,-9999900.0%,0.3%
Fiora,Rapier,Durendal Mk2,2.3%,58.4%,8.2%,58.7%,12.3%,58.3%
Fiora,Rapier,Mistilteinn,-9999900.0%,0.5%,-9999900.0%,0.0%,-9999900.0%,0.0%
Fiora,Rapier,Volticletto,4.0%,9.1%,7.1%,5.8%,16.7%,8.0%
Fiora,Rapier,Meteor Claymore,25.0%,6.6%,31.3%,6.6%,-9999900.0%,4.0%
Fiora,Rapier,Joyeuse,17.1%,19.3%,36.8%,23.9%,40.8%,26.9%
Fiora,Spear,Gentian Silver Gun,1.2%,49.0%,9.4%,28.8%,-9999900.0%,50.0%
Fiora,Spear,Eighteen Foot Spear,-9999900.0%,1.5%,-9999900.0%,15.2%,-9999900.0%,25.0%
Fiora,Spear,Cosmic Bident,7.6%,19.4%,19.6%,25.0%,-9999900.0%,0.0%
Fiora,Spear,Lance of Poseidon,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Fiora,Spear,Blazing Lance,-9999900.0%,8.2%,-9999900.0%,9.2%,-9999900.0%,0.0%
Fiora,Spear,Fangtian Huaji,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Fiora,Spear,Dragon Guandao,-9999900.0%,0.3%,-9999900.0%,3.3%,-9999900.0%,0.0%
Fiora,Spear,Spear of Longinus,20.0%,19.1%,-9999900.0%,9.8%,-9999900.0%,25.0%
Fiora,Two Handed Sword,Thuận Thiên,0.0%,42.9%,1.7%,43.3%,-9999900.0%,50.0%
Fiora,Two Handed Sword,Arondight,-9999900.0%,5.1%,-9999900.0%,7.5%,-9999900.0%,2.2%
Fiora,Two Handed Sword,Excalibur,-9999900.0%,4.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Fiora,Two Handed Sword,Plasma Sword,-9999900.0%,4.5%,-9999900.0%,0.0%,-9999900.0%,4.3%
Fiora,Two Handed Sword,Laevateinn,10.6%,26.6%,-9999900.0%,16.4%,-9999900.0%,43.5%
Fiora,Two Handed Sword,Monohoshizao,-9999900.0%,10.7%,-9999900.0%,10.4%,-9999900.0%,0.0%
Fiora,Two Handed Sword,Hovud,-9999900.0%,0.6%,-9999900.0%,14.9%,-9999900.0%,0.0%
Fiora,Two Handed Sword,Dáinsleif,-9999900.0%,3.4%,-9999900.0%,3.7%,-9999900.0%,0.0%
Hart,Guitar,Bohemian,1.6%,7.5%,5.8%,20.7%,19.1%,20.8%
Hart,Guitar,Stairway to Heaven,11.1%,15.8%,15.0%,9.6%,-9999900.0%,4.9%
Hart,Guitar,Purple Haze,4.5%,5.1%,-9999900.0%,4.8%,36.2%,10.4%
Hart,Guitar,Satisfaction,1.8%,12.7%,11.6%,10.3%,22.9%,10.6%
Hart,Guitar,Wonderful Tonight,25.5%,11.9%,-9999900.0%,7.9%,-9999900.0%,5.1%
Hart,Guitar,The Wall,3.0%,38.3%,9.9%,38.9%,17.2%,41.2%
Hart,Guitar,Teen Spirit,10.6%,2.7%,-9999900.0%,4.3%,-9999900.0%,3.5%
Hyejin,Bow,Ancient Bolt,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.0%
Hyejin,Bow,Golden-Ratio Bow,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,3.8%
Hyejin,Bow,Twinbow,0.0%,4.9%,-9999900.0%,0.0%,-9999900.0%,1.0%
Hyejin,Bow,Elemental Bow,8.4%,87.6%,11.5%,88.6%,24.5%,85.8%
Hyejin,Bow,Failnaught,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.1%
Hyejin,Shuriken,Cards of Tyranny,-9999900.0%,8.9%,-9999900.0%,1.2%,-9999900.0%,7.6%
Hyejin,Shuriken,Mystic Jade Charm,-9999900.0%,1.8%,-9999900.0%,29.1%,-9999900.0%,12.7%
Hyejin,Shuriken,Fuhma Shuriken,-9999900.0%,0.0%,-9999900.0%,18.6%,-9999900.0%,3.2%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,0.0%,-9999900.0%,2.3%,-9999900.0%,3.2%
Hyejin,Shuriken,Azure Dagger,-9999900.0%,1.8%,-9999900.0%,7.0%,-9999900.0%,2.5%
Hyejin,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,2.5%
Hyejin,Shuriken,Wind and Fire Wheels,-9999900.0%,8.9%,-9999900.0%,23.3%,16.7%,26.6%
Hyejin,Shuriken,Death Rune,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Hyejin,Shuriken,Sudarsana,-9999900.0%,0.0%,-9999900.0%,1.2%,-9999900.0%,1.9%
Hyejin,Shuriken,Petal Torrent,12.2%,73.2%,-9999900.0%,14.0%,46.2%,32.9%
Hyunwoo,Tonfa,Tactical Tonfa,7.3%,52.6%,6.3%,27.4%,14.2%,20.2%
Hyunwoo,Tonfa,Mai Sok,4.9%,9.5%,-9999900.0%,6.8%,19.5%,21.5%
Hyunwoo,Tonfa,Plasma Tonfa,7.8%,33.1%,15.8%,63.3%,14.4%,55.6%
Hyunwoo,Glove,One Inch Punch,5.5%,37.7%,6.5%,15.9%,15.5%,16.4%
Hyunwoo,Glove,Divine Fist,7.1%,10.3%,-9999900.0%,3.9%,16.7%,11.1%
Hyunwoo,Glove,Bloodwing Knuckles,11.9%,24.3%,11.8%,16.4%,16.8%,30.3%
Hyunwoo,Glove,Frost Petal Hand,-9999900.0%,0.6%,9.0%,14.4%,-9999900.0%,2.3%
Hyunwoo,Glove,Buddha's Palm,-9999900.0%,0.7%,9.8%,10.6%,-9999900.0%,5.8%
Hyunwoo,Glove,Brasil Gauntlet,9.7%,12.5%,11.6%,20.1%,20.8%,23.4%
Hyunwoo,Glove,White Claw Punch,-9999900.0%,0.4%,10.6%,6.1%,-9999900.0%,0.0%
Hyunwoo,Glove,Imperial Silk Gloves,24.3%,8.5%,-9999900.0%,3.4%,-9999900.0%,4.2%
Isol,Assault Rifle,AK-12,5.0%,21.0%,13.0%,52.8%,16.0%,53.3%
Isol,Assault Rifle,XCR,18.4%,54.8%,20.7%,31.9%,15.0%,37.0%
Isol,Assault Rifle,Gatling Gun,6.8%,13.1%,9.5%,5.1%,-9999900.0%,0.7%
Isol,Pistol,Devil's Marksman,-9999900.0%,0.6%,14.8%,19.1%,8.5%,33.7%
Isol,Pistol,Elegance,11.1%,34.9%,11.4%,27.9%,18.2%,31.4%
Isol,Pistol,Electron Blaster,4.3%,29.9%,10.9%,16.3%,-9999900.0%,5.1%
Isol,Pistol,Magnum-Boa,13.1%,28.2%,20.0%,28.3%,5.0%,22.9%
Isol,Pistol,Kelte,-9999900.0%,3.3%,-9999900.0%,2.1%,-9999900.0%,1.1%
Jackie,Axe,Beam Axe,-9999900.0%,0.0%,-9999900.0%,1.6%,-9999900.0%,5.6%
Jackie,Axe,Santa Muerte,7.9%,60.3%,-9999900.0%,29.6%,-9999900.0%,5.6%
Jackie,Axe,Scythe,9.8%,17.2%,3.7%,64.8%,13.2%,84.6%
Jackie,Axe,Parashu,5.7%,19.7%,-9999900.0%,1.6%,-9999900.0%,1.4%
Jackie,Axe,Harpe,-9999900.0%,1.4%,-9999900.0%,1.6%,-9999900.0%,2.8%
Jackie,Two Handed Sword,Thuận Thiên,-9999900.0%,11.9%,-9999900.0%,0.0%,-9999900.0%,4.3%
Jackie,Two Handed Sword,Arondight,0.0%,15.6%,-9999900.0%,2.5%,-9999900.0%,43.5%
Jackie,Two Handed Sword,Excalibur,16.4%,20.4%,23.3%,53.8%,-9999900.0%,2.9%
Jackie,Two Handed Sword,Plasma Sword,-9999900.0%,3.3%,-9999900.0%,0.0%,-9999900.0%,1.4%
Jackie,Two Handed Sword,Laevateinn,-9999900.0%,13.3%,-9999900.0%,1.3%,-9999900.0%,4.3%
Jackie,Two Handed Sword,Monohoshizao,10.3%,25.2%,-9999900.0%,28.8%,-9999900.0%,18.8%
Jackie,Two Handed Sword,Hovud,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,11.6%
Jackie,Two Handed Sword,Dáinsleif,-9999900.0%,7.8%,-9999900.0%,7.5%,-9999900.0%,5.8%
Jackie,Dual Sword,Divine Dual Swords,-9999900.0%,2.2%,6.8%,17.3%,-9999900.0%,1.5%
Jackie,Dual Sword,Starsteel Twin Swords,14.1%,39.6%,-9999900.0%,5.5%,26.4%,6.0%
Jackie,Dual Sword,Dioscuri,0.7%,42.8%,9.2%,30.8%,7.4%,19.8%
Jackie,Dual Sword,Lloigor & Zahr,2.1%,14.2%,16.2%,45.3%,19.7%,70.9%
Jackie,Dagger,Carnwennan,8.1%,51.7%,-9999900.0%,11.5%,8.3%,67.6%
Jackie,Dagger,Mount Slicer,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,5.2%
Jackie,Dagger,Vibroblade,0.0%,18.1%,-9999900.0%,44.2%,-9999900.0%,14.1%
Jackie,Dagger,Damascus Steel Thorn,3.3%,10.6%,-9999900.0%,5.8%,-9999900.0%,1.4%
Jackie,Dagger,Fragarach,12.2%,15.7%,-9999900.0%,17.3%,-9999900.0%,7.0%
Lenox,Whip,Thunder Whip,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.4%
Lenox,Whip,Gleipnir,3.5%,91.3%,13.3%,90.9%,16.5%,87.9%
Lenox,Whip,Plasma Whip,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,3.0%
Lenox,Whip,Bloody Nine Tails,-9999900.0%,2.3%,-9999900.0%,4.3%,-9999900.0%,2.7%
Li Dailin,Glove,One Inch Punch,2.9%,9.5%,-9999900.0%,1.3%,-9999900.0%,6.4%
Li Dailin,Glove,Divine Fist,2.5%,24.9%,6.0%,22.6%,12.7%,20.5%
Li Dailin,Glove,Bloodwing Knuckles,4.7%,19.0%,4.3%,23.4%,11.6%,29.8%
Li Dailin,Glove,Frost Petal Hand,4.8%,19.8%,12.8%,23.8%,21.3%,26.0%
Li Dailin,Glove,Buddha's Palm,-9999900.0%,1.1%,-9999900.0%,2.7%,-9999900.0%,0.9%
Li Dailin,Glove,Brasil Gauntlet,-9999900.0%,1.2%,-9999900.0%,1.2%,-9999900.0%,2.8%
Li Dailin,Glove,White Claw Punch,0.0%,4.2%,2.3%,7.3%,-9999900.0%,1.9%
Li Dailin,Glove,Imperial Silk Gloves,17.4%,16.1%,27.8%,13.3%,28.3%,8.0%
Li Dailin,Nunchaku,The Smiting Dragon,4.1%,29.3%,12.4%,34.1%,19.3%,67.3%
Li Dailin,Nunchaku,Vibro Nunchaku,3.2%,68.3%,9.3%,60.4%,17.2%,29.3%
Magnus,Bat,Statue of Soteria,4.1%,26.2%,-9999900.0%,10.2%,-9999900.0%,35.7%
Magnus,Bat,Mallet,-9999900.0%,2.1%,-9999900.0%,49.0%,-9999900.0%,21.4%
Magnus,Bat,Spy Umbrella,7.6%,49.2%,-9999900.0%,24.5%,-9999900.0%,35.7%
Magnus,Bat,Monkey King Bar,-9999900.0%,17.6%,-9999900.0%,6.1%,-9999900.0%,7.1%
Magnus,Hammer,Fang Mace,4.0%,74.7%,11.7%,74.5%,14.1%,69.8%
Magnus,Hammer,Hammer of Dagda,-9999900.0%,0.6%,-9999900.0%,2.0%,-9999900.0%,2.2%
Magnus,Hammer,Hammer of Thor,-9999900.0%,3.4%,-9999900.0%,6.4%,-9999900.0%,11.4%
Magnus,Hammer,Magic Stick,3.2%,12.4%,-9999900.0%,5.0%,-9999900.0%,7.3%
Magnus,Hammer,Evening Star,-9999900.0%,4.8%,-9999900.0%,2.7%,-9999900.0%,3.8%
Nadine,Bow,Ancient Bolt,9.2%,71.6%,14.5%,26.6%,20.8%,22.0%
Nadine,Bow,Golden-Ratio Bow,-9999900.0%,1.1%,13.0%,14.7%,23.1%,48.5%
Nadine,Bow,Twinbow,7.2%,17.5%,12.5%,46.2%,-9999900.0%,10.0%
Nadine,Bow,Elemental Bow,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,3.3%
Nadine,Bow,Failnaught,-9999900.0%,4.8%,-9999900.0%,7.7%,-9999900.0%,6.2%
Nadine,Crossbow,The Legend of The General,3.6%,15.4%,-9999900.0%,4.6%,-9999900.0%,4.7%
Nadine,Crossbow,Ballista,3.2%,43.3%,-9999900.0%,17.0%,-9999900.0%,4.7%
Nadine,Crossbow,Sniper Crossbow,-9999900.0%,8.5%,-9999900.0%,20.3%,20.0%,58.6%
Nadine,Crossbow,The Golden Ghost,4.9%,11.3%,13.9%,47.1%,-9999900.0%,24.2%
Nadine,Crossbow,Sharanga,21.7%,16.5%,-9999900.0%,8.5%,-9999900.0%,0.8%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Rozzi,Pistol,Elegance,-9999900.0%,0.1%,-9999900.0%,1.7%,-9999900.0%,0.3%
Rozzi,Pistol,Electron Blaster,5.1%,72.5%,12.3%,79.0%,20.6%,87.7%
Rozzi,Pistol,Magnum-Boa,8.5%,18.7%,13.3%,8.7%,-9999900.0%,5.0%
Rozzi,Pistol,Kelte,24.4%,2.3%,40.6%,5.7%,-9999900.0%,3.1%
Shoichi,Dagger,Carnwennan,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.0%
Shoichi,Dagger,Mount Slicer,3.8%,88.1%,11.2%,88.8%,17.1%,87.2%
Shoichi,Dagger,Vibroblade,4.7%,1.6%,-9999900.0%,1.3%,-9999900.0%,0.8%
Shoichi,Dagger,Damascus Steel Thorn,-9999900.0%,1.4%,-9999900.0%,2.6%,-9999900.0%,4.2%
Shoichi,Dagger,Fragarach,-9999900.0%,0.0%,-9999900.0%,0.2%,-9999900.0%,0.8%
Silvia,Pistol,Devil's Marksman,9.1%,9.4%,-9999900.0%,7.2%,21.7%,14.8%
Silvia,Pistol,Elegance,-9999900.0%,1.4%,-9999900.0%,1.2%,-9999900.0%,6.5%
Silvia,Pistol,Electron Blaster,3.9%,19.9%,5.5%,16.5%,30.4%,14.8%
Silvia,Pistol,Magnum-Boa,3.9%,48.1%,9.6%,56.5%,15.4%,48.1%
Silvia,Pistol,Kelte,26.8%,13.8%,34.1%,12.3%,-9999900.0%,9.0%
Sissela,Shuriken,Cards of Tyranny,1.6%,8.1%,-9999900.0%,1.0%,-9999900.0%,3.7%
Sissela,Shuriken,Mystic Jade Charm,-9999900.0%,3.8%,-9999900.0%,5.7%,-9999900.0%,8.3%
Sissela,Shuriken,Fuhma Shuriken,-9999900.0%,0.1%,-9999900.0%,0.0%,-9999900.0%,0.2%
Sissela,Shuriken,Frost Venom Dart,-9999900.0%,4.3%,-9999900.0%,2.3%,-9999900.0%,1.7%
Sissela,Shuriken,Azure Dagger,-9999900.0%,0.0%,-9999900.0%,5.3%,-9999900.0%,0.0%
Sissela,Shuriken,Flechette,-9999900.0%,2.2%,-9999900.0%,8.3%,-9999900.0%,0.9%
Sissela,Shuriken,Wind and Fire Wheels,3.2%,43.0%,7.5%,53.0%,18.5%,69.3%
Sissela,Shuriken,Death Rune,-9999900.0%,0.4%,-9999900.0%,0.3%,-9999900.0%,0.0%
Sissela,Shuriken,Sudarsana,11.1%,5.7%,-9999900.0%,2.3%,-9999900.0%,3.9%
Sissela,Shuriken,Petal Torrent,13.9%,22.0%,32.6%,14.3%,-9999900.0%,5.9%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Sissela,Throw,Incendiary Bomb,4.8%,13.2%,-9999900.0%,31.9%,18.8%,21.0%
Sissela,Throw,David's Sling,3.4%,31.4%,-9999900.0%,25.9%,17.8%,56.3%
Sissela,Throw,Grenade of Antioch,12.9%,29.5%,-9999900.0%,5.2%,-9999900.0%,5.2%
Sissela,Throw,Ruthenium Marble,12.4%,18.9%,-9999900.0%,30.2%,-9999900.0%,11.4%
Xiukai,Spear,Gentian Silver Gun,0.0%,7.0%,-9999900.0%,9.7%,-9999900.0%,2.9%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.2%,-9999900.0%,1.2%,-9999900.0%,0.0%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Lance of Poseidon,4.2%,3.6%,-9999900.0%,9.7%,24.6%,27.9%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Xiukai,Spear,Fangtian Huaji,12.7%,76.0%,19.7%,60.6%,23.5%,48.0%
Xiukai,Spear,Dragon Guandao,-9999900.0%,0.4%,-9999900.0%,6.6%,-9999900.0%,10.3%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.0%,-9999900.0%,0.4%,-9999900.0%,0.0%
Xiukai,Dagger,Carnwennan,-9999900.0%,2.1%,-9999900.0%,8.6%,-9999900.0%,1.3%
Xiukai,Dagger,Mount Slicer,13.1%,81.4%,25.5%,60.9%,20.9%,75.2%
Xiukai,Dagger,Vibroblade,-9999900.0%,0.0%,-9999900.0%,2.9%,-9999900.0%,1.3%
Xiukai,Dagger,Damascus Steel Thorn,-9999900.0%,7.1%,-9999900.0%,16.1%,-9999900.0%,17.6%
Xiukai,Dagger,Fragarach,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Yuki,Two Handed Sword,Thuận Thiên,0.9%,7.7%,7.2%,12.2%,11.1%,17.5%
Yuki,Two Handed Sword,Arondight,2.5%,52.2%,7.5%,50.2%,16.3%,41.9%
Yuki,Two Handed Sword,Excalibur,-9999900.0%,0.5%,19.4%,3.5%,-9999900.0%,2.9%
Yuki,Two Handed Sword,Plasma Sword,0.0%,5.2%,3.4%,4.5%,11.6%,6.0%
Yuki,Two Handed Sword,Laevateinn,14.6%,24.6%,32.4%,19.0%,31.8%,12.2%
Yuki,Two Handed Sword,Monohoshizao,-9999900.0%,0.2%,-9999900.0%,0.1%,-9999900.0%,2.4%
Yuki,Two Handed Sword,Hovud,4.1%,5.0%,11.6%,4.9%,12.3%,10.2%
Yuki,Two Handed Sword,Dáinsleif,-9999900.0%,0.6%,-9999900.0%,0.6%,-9999900.0%,1.0%
Yuki,Dual Swords,Divine Dual Swords,-9999900.0%,4.0%,7.4%,8.0%,-9999900.0%,0.4%
Yuki,Dual Swords,Starsteel Twin Swords,-9999900.0%,9.9%,-9999900.0%,2.7%,-9999900.0%,1.3%
Yuki,Dual Swords,Dioscuri,-9999900.0%,7.9%,8.0%,12.9%,8.9%,4.3%
Yuki,Dual Swords,Lloigor & Zahr,2.7%,73.0%,12.1%,74.9%,14.7%,91.9%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,1.4%
Zahir,Throw,David's Sling,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.2%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Ruthenium Marble,12.7%,85.7%,13.3%,85.1%,21.6%,128.2%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.9%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Mystic Jade Charm,7.0%,76.1%,10.2%,50.5%,-9999900.0%,122.7%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,2.7%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Shuriken,Azure Dagger,-9999900.0%,2.7%,8.2%,31.4%,-9999900.0%,59.1%
Zahir,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,4.1%,-9999900.0%,0.0%
Zahir,Shuriken,Wind and Fire Wheels,-9999900.0%,7.1%,-9999900.0%,4.1%,-9999900.0%,36.4%
Zahir,Shuriken,Death Rune,-9999900.0%,0.0%,-9999900.0%,0.5%,-9999900.0%,0.0%
Zahir,Shuriken,Sudarsana,-9999900.0%,0.0%,-9999900.0%,3.1%,-9999900.0%,18.2%
Zahir,Shuriken,Petal Torrent,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
