Character,Weapon Type,Weapon,Solo Win Rate,Solo Pick Rate,Duo Win Rate,Duo Pick Rate,Squad Win Rate,Squad Pick Rate
Chiara,Rapier,Joyeuse,16.4%,5.1%,28.2%,3.6%,31.0%,3.1%
Emma,Shuriken,Cards of Tyranny,2.9%,8.6%,9.3%,5.5%,14.7%,4.3%
Emma,Shuriken,Mystic Jade Charm,5.5%,2.9%,12.6%,5.6%,18.0%,4.7%
Emma,Shuriken,Fuhma Shuriken,8.1%,24.8%,11.7%,22.5%,19.3%,24.3%
Emma,Shuriken,Frost Venom Dart,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.0%
Emma,Shuriken,Azure Dagger,2.3%,1.0%,13.2%,1.4%,7.1%,1.3%
Emma,Shuriken,Flechette,5.8%,1.2%,-9999900.0%,0.5%,-9999900.0%,0.6%
Emma,Shuriken,Wind and Fire Wheels,5.5%,46.2%,10.5%,51.6%,16.6%,53.8%
Emma,Shuriken,Death Rune,8.3%,0.5%,13.6%,0.6%,-9999900.0%,0.6%
Emma,Shuriken,Sudarsana,22.4%,2.0%,37.5%,1.9%,48.7%,1.4%
Emma,Shuriken,Petal Torrent,15.6%,0.6%,-9999900.0%,0.5%,-9999900.0%,0.4%
Fiora,Rapier,Durendal Mk2,4.6%,62.0%,9.3%,63.0%,14.6%,62.9%
Fiora,Rapier,Mistilteinn,7.2%,0.4%,-9999900.0%,0.3%,-9999900.0%,0.3%
Fiora,Rapier,Volticletto,5.6%,13.2%,12.4%,12.3%,15.0%,13.5%
Fiora,Rapier,Meteor Claymore,20.1%,3.8%,26.8%,3.4%,29.4%,2.4%
Fiora,Rapier,Joyeuse,23.8%,12.5%,33.7%,14.2%,41.3%,14.5%
Fiora,Spear,Gentian Silver Gun,1.9%,46.3%,4.5%,39.4%,10.1%,45.7%
Fiora,Spear,Eighteen Foot Spear,3.0%,8.5%,8.3%,15.7%,14.5%,18.4%
Fiora,Spear,Cosmic Bident,9.2%,5.8%,12.8%,4.4%,-9999900.0%,2.3%
Fiora,Spear,Lance of Poseidon,-9999900.0%,0.7%,-9999900.0%,0.6%,-9999900.0%,2.0%
Fiora,Spear,Blazing Lance,9.8%,6.8%,21.1%,7.7%,30.8%,4.3%
Fiora,Spear,Fangtian Huaji,7.6%,7.1%,10.2%,4.5%,-9999900.0%,1.3%
Fiora,Spear,Dragon Guandao,1.8%,7.2%,9.9%,8.4%,17.3%,6.3%
Fiora,Spear,Spear of Longinus,34.8%,9.7%,39.9%,8.3%,53.1%,10.7%
Fiora,Two Handed Sword,Thuận Thiên,2.0%,32.7%,5.1%,31.8%,8.1%,40.9%
Fiora,Two Handed Sword,Arondight,3.6%,12.5%,5.9%,11.1%,8.9%,11.5%
Fiora,Two Handed Sword,Excalibur,9.1%,3.9%,8.2%,2.5%,-9999900.0%,1.1%
Fiora,Two Handed Sword,Plasma Sword,0.0%,5.4%,2.7%,9.4%,4.8%,3.1%
Fiora,Two Handed Sword,Laevateinn,13.6%,19.7%,26.3%,21.7%,38.9%,25.5%
Fiora,Two Handed Sword,Monohoshizao,8.5%,5.0%,15.7%,5.8%,25.0%,3.8%
Fiora,Two Handed Sword,Hovud,4.5%,9.0%,11.3%,7.2%,16.4%,4.9%
Fiora,Two Handed Sword,Dáinsleif,35.3%,3.2%,51.6%,3.1%,53.2%,3.4%
Hart,Guitar,Bohemian,2.5%,4.5%,11.7%,10.0%,20.9%,16.6%
Hart,Guitar,Stairway to Heaven,10.5%,4.8%,18.5%,3.6%,16.8%,4.3%
Hart,Guitar,Purple Haze,6.0%,6.1%,10.1%,9.4%,22.7%,7.2%
Hart,Guitar,Satisfaction,3.6%,16.3%,14.0%,12.7%,16.4%,9.8%
Hart,Guitar,Wonderful Tonight,25.8%,7.9%,44.8%,7.0%,48.2%,5.1%
Hart,Guitar,The Wall,3.5%,47.8%,11.9%,45.6%,17.8%,42.5%
Hart,Guitar,Teen Spirit,7.0%,3.6%,18.1%,4.3%,22.0%,7.7%
Hyejin,Bow,Ancient Bolt,2.4%,0.7%,-9999900.0%,0.2%,-9999900.0%,0.1%
Hyejin,Bow,Golden-Ratio Bow,1.8%,1.9%,8.2%,2.5%,14.5%,2.2%
Hyejin,Bow,Twinbow,2.0%,4.7%,6.3%,4.6%,13.9%,4.8%
Hyejin,Bow,Elemental Bow,5.8%,78.3%,13.7%,78.4%,20.5%,78.8%
Hyejin,Bow,Failnaught,-9999900.0%,0.2%,-9999900.0%,0.2%,-9999900.0%,0.5%
Hyejin,Shuriken,Cards of Tyranny,3.4%,10.2%,3.7%,11.7%,11.8%,6.0%
Hyejin,Shuriken,Mystic Jade Charm,2.5%,18.0%,15.4%,14.8%,19.0%,14.8%
Hyejin,Shuriken,Fuhma Shuriken,1.2%,9.6%,15.2%,8.6%,17.2%,11.0%
Hyejin,Shuriken,Frost Venom Dart,-9999900.0%,2.1%,-9999900.0%,2.4%,-9999900.0%,1.2%
Hyejin,Shuriken,Azure Dagger,5.7%,8.0%,9.8%,10.0%,26.0%,11.8%
Hyejin,Shuriken,Flechette,-9999900.0%,4.1%,-9999900.0%,1.0%,-9999900.0%,1.8%
Hyejin,Shuriken,Wind and Fire Wheels,2.4%,23.9%,5.9%,25.8%,13.3%,31.8%
Hyejin,Shuriken,Death Rune,-9999900.0%,2.6%,-9999900.0%,1.6%,-9999900.0%,2.8%
Hyejin,Shuriken,Sudarsana,-9999900.0%,1.3%,-9999900.0%,1.9%,-9999900.0%,1.6%
Hyejin,Shuriken,Petal Torrent,11.7%,12.7%,26.3%,12.4%,39.1%,10.8%
Hyunwoo,Tonfa,Tactical Tonfa,5.3%,53.9%,9.4%,30.1%,16.6%,17.8%
Hyunwoo,Tonfa,Mai Sok,10.0%,6.9%,15.7%,6.2%,21.4%,10.3%
Hyunwoo,Tonfa,Plasma Tonfa,5.6%,33.0%,12.2%,57.2%,17.8%,67.0%
Hyunwoo,Glove,One Inch Punch,5.9%,34.2%,10.5%,25.1%,14.2%,22.0%
Hyunwoo,Glove,Divine Fist,8.0%,6.8%,12.1%,6.5%,19.3%,5.4%
Hyunwoo,Glove,Bloodwing Knuckles,3.2%,22.3%,10.1%,23.5%,17.3%,27.7%
Hyunwoo,Glove,Frost Petal Hand,3.7%,4.3%,11.7%,8.1%,14.9%,4.9%
Hyunwoo,Glove,Buddha's Palm,3.7%,6.1%,9.9%,5.4%,14.6%,5.0%
Hyunwoo,Glove,Brasil Gauntlet,6.8%,12.0%,12.9%,17.9%,17.7%,23.3%
Hyunwoo,Glove,White Claw Punch,1.1%,0.7%,6.4%,0.7%,-9999900.0%,0.3%
Hyunwoo,Glove,Imperial Silk Gloves,15.0%,4.0%,28.1%,2.7%,32.8%,2.9%
Isol,Assault Rifle,AK-12,4.8%,46.5%,12.5%,56.7%,16.1%,65.5%
Isol,Assault Rifle,XCR,13.1%,29.7%,18.1%,20.0%,23.2%,16.2%
Isol,Assault Rifle,Gatling Gun,6.9%,8.7%,11.5%,7.2%,12.3%,5.4%
Isol,Pistol,Devil's Marksman,4.7%,11.0%,11.2%,29.5%,17.6%,35.6%
Isol,Pistol,Elegance,9.1%,21.5%,13.3%,25.2%,17.7%,27.0%
Isol,Pistol,Electron Blaster,6.6%,25.0%,7.7%,16.0%,11.1%,9.1%
Isol,Pistol,Magnum-Boa,7.4%,35.0%,10.5%,20.5%,18.3%,20.7%
Isol,Pistol,Kelte,23.8%,2.1%,38.5%,2.9%,39.2%,1.9%
Jackie,Axe,Beam Axe,1.6%,18.3%,5.4%,14.7%,13.5%,15.8%
Jackie,Axe,Santa Muerte,6.3%,35.2%,11.0%,22.9%,16.7%,18.9%
Jackie,Axe,Scythe,3.9%,29.1%,8.4%,46.3%,16.5%,48.4%
Jackie,Axe,Parashu,3.2%,9.3%,6.2%,6.4%,13.8%,5.3%
Jackie,Axe,Harpe,3.1%,1.6%,18.6%,5.2%,14.5%,7.7%
Jackie,Two Handed Sword,Thuận Thiên,1.9%,6.5%,5.9%,8.2%,19.2%,24.0%
Jackie,Two Handed Sword,Arondight,3.2%,17.6%,8.2%,23.6%,16.0%,22.1%
Jackie,Two Handed Sword,Excalibur,13.5%,13.7%,13.1%,8.1%,-9999900.0%,4.5%
Jackie,Two Handed Sword,Plasma Sword,0.0%,1.8%,7.3%,7.9%,10.9%,8.4%
Jackie,Two Handed Sword,Laevateinn,11.4%,8.2%,25.6%,11.3%,26.9%,8.0%
Jackie,Two Handed Sword,Monohoshizao,4.9%,28.9%,11.8%,20.5%,15.2%,15.2%
Jackie,Two Handed Sword,Hovud,1.5%,2.7%,7.8%,4.9%,-9999900.0%,2.9%
Jackie,Two Handed Sword,Dáinsleif,30.8%,4.7%,-9999900.0%,3.1%,-9999900.0%,3.7%
Jackie,Dual Sword,Divine Dual Swords,4.8%,21.2%,6.8%,32.0%,12.2%,22.3%
Jackie,Dual Sword,Starsteel Twin Swords,18.3%,14.6%,23.5%,7.6%,34.7%,7.4%
Jackie,Dual Sword,Dioscuri,3.5%,54.5%,6.7%,42.4%,11.7%,39.7%
Jackie,Dual Sword,Lloigor & Zahr,4.2%,4.5%,14.9%,14.7%,21.9%,27.6%
Jackie,Dagger,Carnwennan,5.9%,51.4%,7.1%,47.0%,12.4%,42.5%
Jackie,Dagger,Mount Slicer,-9999900.0%,0.1%,-9999900.0%,0.4%,9.7%,3.6%
Jackie,Dagger,Vibroblade,2.6%,22.0%,5.7%,26.4%,12.2%,32.9%
Jackie,Dagger,Damascus Steel Thorn,5.8%,4.2%,6.3%,5.8%,12.3%,4.1%
Jackie,Dagger,Fragarach,22.1%,10.5%,36.0%,11.0%,41.8%,9.8%
Lenox,Whip,Thunder Whip,-9999900.0%,0.1%,-9999900.0%,0.2%,-9999900.0%,0.3%
Lenox,Whip,Gleipnir,3.0%,87.2%,10.5%,86.6%,16.9%,88.6%
Lenox,Whip,Plasma Whip,0.0%,2.9%,1.8%,2.5%,12.5%,1.7%
Lenox,Whip,Bloody Nine Tails,19.0%,2.6%,46.9%,3.6%,55.9%,2.6%
Li Dailin,Glove,One Inch Punch,2.3%,6.6%,8.5%,5.8%,18.3%,5.1%
Li Dailin,Glove,Divine Fist,2.8%,35.3%,7.4%,24.7%,16.7%,21.3%
Li Dailin,Glove,Bloodwing Knuckles,2.3%,23.1%,8.4%,26.5%,14.2%,33.1%
Li Dailin,Glove,Frost Petal Hand,4.6%,11.3%,12.2%,15.2%,20.6%,16.4%
Li Dailin,Glove,Buddha's Palm,2.6%,1.1%,7.5%,1.6%,13.4%,1.6%
Li Dailin,Glove,Brasil Gauntlet,3.7%,1.2%,9.3%,1.9%,18.3%,4.5%
Li Dailin,Glove,White Claw Punch,1.2%,4.9%,8.5%,9.5%,10.5%,4.0%
Li Dailin,Glove,Imperial Silk Gloves,12.2%,10.2%,27.8%,7.9%,29.8%,7.4%
Li Dailin,Nunchaku,The Smiting Dragon,3.2%,40.9%,10.2%,44.1%,17.0%,47.7%
Li Dailin,Nunchaku,Vibro Nunchaku,3.7%,53.8%,10.3%,50.5%,16.8%,46.7%
Magnus,Bat,Statue of Soteria,2.0%,24.7%,6.4%,28.7%,10.7%,43.9%
Magnus,Bat,Mallet,4.1%,21.0%,9.0%,30.2%,16.3%,23.1%
Magnus,Bat,Spy Umbrella,5.2%,37.7%,12.1%,24.7%,16.6%,20.4%
Magnus,Bat,Monkey King Bar,20.1%,8.1%,32.4%,6.5%,46.7%,5.8%
Magnus,Hammer,Fang Mace,5.1%,61.7%,11.6%,50.1%,16.5%,48.8%
Magnus,Hammer,Hammer of Dagda,5.3%,13.2%,8.6%,17.7%,17.9%,17.9%
Magnus,Hammer,Hammer of Thor,1.3%,8.8%,9.7%,16.8%,14.5%,19.6%
Magnus,Hammer,Magic Stick,13.4%,4.9%,33.7%,2.4%,38.7%,2.8%
Magnus,Hammer,Evening Star,11.5%,2.5%,22.2%,1.5%,43.1%,1.3%
Nadine,Bow,Ancient Bolt,7.1%,47.4%,11.2%,38.1%,14.3%,26.9%
Nadine,Bow,Golden-Ratio Bow,9.8%,3.6%,12.8%,15.8%,20.5%,30.5%
Nadine,Bow,Twinbow,5.5%,36.5%,10.4%,33.1%,14.0%,28.0%
Nadine,Bow,Elemental Bow,-9999900.0%,0.1%,-9999900.0%,0.6%,22.0%,1.4%
Nadine,Bow,Failnaught,36.7%,3.1%,50.0%,4.4%,52.6%,3.7%
Nadine,Crossbow,The Legend of The General,3.8%,12.7%,9.8%,10.8%,14.4%,10.0%
Nadine,Crossbow,Ballista,4.2%,21.4%,9.0%,19.1%,9.6%,16.3%
Nadine,Crossbow,Sniper Crossbow,6.7%,22.8%,12.4%,24.5%,20.1%,28.2%
Nadine,Crossbow,The Golden Ghost,5.8%,24.8%,9.3%,30.3%,14.5%,28.3%
Nadine,Crossbow,Sharanga,27.4%,7.6%,45.0%,6.6%,50.0%,6.8%
Rozzi,Pistol,Devil's Marksman,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.2%
Rozzi,Pistol,Elegance,0.9%,0.6%,7.8%,0.7%,14.5%,0.6%
Rozzi,Pistol,Electron Blaster,4.6%,68.9%,11.0%,70.9%,16.0%,69.5%
Rozzi,Pistol,Magnum-Boa,6.6%,15.0%,11.9%,13.9%,16.1%,16.9%
Rozzi,Pistol,Kelte,24.3%,3.4%,42.1%,5.3%,48.3%,5.2%
Shoichi,Dagger,Carnwennan,0.0%,0.2%,-9999900.0%,0.4%,-9999900.0%,0.2%
Shoichi,Dagger,Mount Slicer,4.3%,83.0%,13.8%,79.6%,18.0%,84.3%
Shoichi,Dagger,Vibroblade,1.9%,1.0%,9.7%,1.3%,19.1%,1.3%
Shoichi,Dagger,Damascus Steel Thorn,2.3%,5.4%,8.1%,9.0%,15.0%,4.2%
Shoichi,Dagger,Fragarach,15.3%,0.5%,44.2%,1.3%,43.9%,1.1%
Silvia,Pistol,Devil's Marksman,4.5%,9.5%,10.5%,10.3%,15.6%,13.2%
Silvia,Pistol,Elegance,3.5%,4.9%,9.2%,6.0%,14.0%,5.1%
Silvia,Pistol,Electron Blaster,2.4%,17.4%,8.0%,24.5%,14.3%,20.5%
Silvia,Pistol,Magnum-Boa,4.5%,47.1%,11.0%,39.1%,17.5%,41.7%
Silvia,Pistol,Kelte,22.3%,11.1%,40.9%,9.6%,51.9%,9.6%
Sissela,Shuriken,Cards of Tyranny,2.0%,9.3%,4.5%,4.1%,10.2%,3.1%
Sissela,Shuriken,Mystic Jade Charm,4.2%,3.0%,10.1%,6.3%,22.1%,4.4%
Sissela,Shuriken,Fuhma Shuriken,5.2%,1.4%,6.9%,2.0%,19.4%,1.5%
Sissela,Shuriken,Frost Venom Dart,0.1%,5.8%,1.1%,2.9%,1.1%,4.0%
Sissela,Shuriken,Azure Dagger,1.7%,2.7%,9.9%,2.3%,11.8%,1.3%
Sissela,Shuriken,Flechette,2.8%,0.8%,11.1%,2.1%,9.5%,0.9%
Sissela,Shuriken,Wind and Fire Wheels,4.3%,40.0%,9.8%,56.3%,16.2%,60.5%
Sissela,Shuriken,Death Rune,8.7%,0.9%,6.1%,1.0%,-9999900.0%,0.6%
Sissela,Shuriken,Sudarsana,23.0%,1.4%,42.4%,1.3%,56.6%,1.8%
Sissela,Shuriken,Petal Torrent,9.3%,21.3%,19.4%,10.9%,25.8%,12.2%
Sissela,Throw,Smoke Bomb,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.1%
Sissela,Throw,Incendiary Bomb,2.5%,20.7%,8.1%,33.3%,17.2%,34.0%
Sissela,Throw,David's Sling,2.9%,23.4%,12.5%,24.6%,19.9%,29.2%
Sissela,Throw,Grenade of Antioch,6.9%,12.3%,11.4%,6.1%,24.7%,4.2%
Sissela,Throw,Ruthenium Marble,5.6%,29.6%,13.9%,23.9%,21.5%,21.9%
Xiukai,Spear,Gentian Silver Gun,0.8%,5.0%,7.8%,5.1%,14.3%,5.3%
Xiukai,Spear,Eighteen Foot Spear,-9999900.0%,0.0%,6.5%,1.2%,-9999900.0%,0.1%
Xiukai,Spear,Cosmic Bident,-9999900.0%,0.0%,-9999900.0%,0.1%,-9999900.0%,0.0%
Xiukai,Spear,Lance of Poseidon,4.3%,8.4%,10.0%,14.6%,16.9%,23.0%
Xiukai,Spear,Blazing Lance,-9999900.0%,0.0%,-9999900.0%,0.3%,-9999900.0%,0.1%
Xiukai,Spear,Fangtian Huaji,11.1%,66.6%,18.9%,53.3%,21.2%,42.7%
Xiukai,Spear,Dragon Guandao,2.9%,1.8%,9.6%,7.2%,15.9%,13.6%
Xiukai,Spear,Spear of Longinus,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.1%
Xiukai,Dagger,Carnwennan,1.4%,6.1%,5.1%,4.8%,6.0%,2.8%
Xiukai,Dagger,Mount Slicer,7.9%,67.3%,15.1%,58.7%,20.1%,57.3%
Xiukai,Dagger,Vibroblade,-9999900.0%,1.1%,11.6%,2.7%,-9999900.0%,1.4%
Xiukai,Dagger,Damascus Steel Thorn,4.9%,13.5%,10.9%,19.3%,20.5%,25.8%
Xiukai,Dagger,Fragarach,-9999900.0%,0.3%,-9999900.0%,0.2%,-9999900.0%,0.7%
Yuki,Two Handed Sword,Thuận Thiên,1.6%,8.0%,6.1%,9.1%,11.5%,11.4%
Yuki,Two Handed Sword,Arondight,3.0%,49.7%,8.5%,51.6%,14.1%,46.5%
Yuki,Two Handed Sword,Excalibur,13.8%,2.2%,15.3%,2.7%,17.2%,3.2%
Yuki,Two Handed Sword,Plasma Sword,0.5%,5.7%,4.6%,4.7%,6.1%,4.9%
Yuki,Two Handed Sword,Laevateinn,17.1%,19.7%,31.4%,16.8%,37.2%,17.0%
Yuki,Two Handed Sword,Monohoshizao,5.7%,1.8%,9.1%,1.0%,16.4%,1.4%
Yuki,Two Handed Sword,Hovud,6.0%,4.2%,14.2%,5.7%,16.2%,7.2%
Yuki,Two Handed Sword,Dáinsleif,26.2%,0.8%,40.5%,1.0%,43.0%,1.2%
Yuki,Dual Swords,Divine Dual Swords,3.3%,24.9%,8.2%,11.9%,16.5%,7.3%
Yuki,Dual Swords,Starsteel Twin Swords,15.9%,3.8%,26.3%,2.4%,37.9%,1.8%
Yuki,Dual Swords,Dioscuri,2.3%,9.2%,9.0%,8.5%,13.4%,6.5%
Yuki,Dual Swords,Lloigor & Zahr,4.6%,56.3%,12.5%,72.9%,17.4%,80.7%
Zahir,Throw,Smoke Bomb,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Incendiary Bomb,-9999900.0%,0.1%,-9999900.0%,0.1%,-9999900.0%,0.1%
Zahir,Throw,David's Sling,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Grenade of Antioch,-9999900.0%,0.0%,-9999900.0%,0.0%,-9999900.0%,0.0%
Zahir,Throw,Ruthenium Marble,9.4%,78.7%,16.1%,79.7%,20.9%,81.7%
Zahir,Shuriken,Cards of Tyranny,-9999900.0%,0.5%,-9999900.0%,0.2%,-9999900.0%,0.3%
Zahir,Shuriken,Mystic Jade Charm,5.3%,46.1%,16.1%,34.1%,20.9%,33.4%
Zahir,Shuriken,Fuhma Shuriken,-9999900.0%,0.3%,-9999900.0%,0.3%,-9999900.0%,0.6%
Zahir,Shuriken,Frost Venom Dart,-9999900.0%,1.0%,-9999900.0%,1.3%,-9999900.0%,0.5%
Zahir,Shuriken,Azure Dagger,3.4%,23.1%,8.7%,33.1%,12.1%,34.7%
Zahir,Shuriken,Flechette,-9999900.0%,0.0%,-9999900.0%,0.4%,-9999900.0%,0.0%
Zahir,Shuriken,Wind and Fire Wheels,5.4%,11.0%,12.1%,15.4%,16.0%,16.4%
Zahir,Shuriken,Death Rune,10.1%,2.9%,-9999900.0%,0.7%,22.5%,2.4%
Zahir,Shuriken,Sudarsana,26.8%,2.1%,-9999900.0%,1.4%,-9999900.0%,1.9%
Zahir,Shuriken,Petal Torrent,7.3%,3.1%,19.8%,4.2%,24.5%,3.2%
